time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1004.06,7622321,7480792,16370460,9454936,3790,109788,22106,73940,38257,524480,2045,65080,13724,126472
2008.89,7622920,7481386,16370460,9454936,3791,109788,22107,73940,38260,524480,2045,65080,13725,126472
3013.19,7623517,7481970,16370460,9448384,3791,109788,22110,74708,38262,524480,2045,65080,13726,126472
4017.84,7624114,7482561,16370460,9448384,3791,109788,22111,74708,38265,524480,2045,65080,13727,126472
5021.86,7624712,7483152,16370460,9448384,3791,109788,22113,74708,38268,524480,2045,65080,13729,126472
6026.2,7625311,7483742,16370460,9448316,3791,109788,22114,74964,38271,524480,2046,65080,13730,126472
7031.29,7625908,7484332,16370460,9448344,3792,109788,22117,75092,38275,524480,2046,65080,13731,126472
8035.63,7626505,7484921,16370460,9448092,3792,109788,22119,75080,38278,524480,2046,65080,13733,126472
9039.57,7627103,7485511,16370460,9448092,3792,109788,22120,75080,38281,524480,2046,65080,13734,126472
10044.61,7627703,7486100,16370460,9430704,3793,109788,22120,75080,38283,524480,2047,65080,13735,126472
11047.39,7628292,7486610,16370460,9434988,3794,109788,22128,73948,38291,524480,2047,65080,13736,126472
12051.23,7628886,7487168,16370460,9461396,3794,109788,22131,71648,38294,524480,2047,65080,13738,126472
13055.73,7629485,7487758,16370460,9459888,3794,109788,22131,71648,38296,524480,2047,65080,13739,126472
14062.06,7630084,7488346,16370460,9448632,3794,109788,22132,71648,38299,524480,2048,65080,13740,126472
15066.56,7630684,7488935,16370460,9449708,3794,109788,22134,71776,38302,524480,2048,65080,13741,126472
16070.66,7631283,7489526,16370460,9449708,3794,109788,22135,71904,38305,524480,2048,65080,13743,126472
17076.09,7631882,7490115,16370460,9449708,3796,109788,22138,71904,38309,524480,2048,65080,13743,126472
18080.66,7632478,7490698,16370460,9449232,3796,109788,22139,72032,38312,524480,2048,65080,13745,126472
19085.12,7633075,7491290,16370460,9448760,3796,109788,22140,72032,38315,524480,2048,65080,13746,126472
20089.99,7633675,7491884,16370460,9448760,3796,109788,22141,72032,38317,524480,2048,65080,13747,126472
21094.43,7634273,7492476,16370460,9448536,3796,109788,22143,72032,38320,524480,2048,65080,13748,126472
22099.69,7634872,7493070,16370460,9448536,3797,109788,22144,72032,38323,524480,2048,65080,13750,126472
