time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1003.43,7499126,7359857,16370460,9440196,3727,109788,21754,75320,37613,533988,2010,65080,13481,125832
2007.31,7499724,7360449,16370460,9439440,3728,109788,21756,76216,37616,533988,2010,65080,13482,125832
3010.13,7500321,7361039,16370460,9439188,3728,109788,21757,76344,37618,533988,2011,65080,13483,125832
4014.12,7500921,7361632,16370460,9439188,3728,109788,21758,76344,37621,533988,2011,65080,13483,125832
5018.29,7501519,7362222,16370460,9439188,3728,109788,21760,76344,37624,534116,2011,65080,13485,125832
6021.33,7502117,7362809,16370460,9446052,3728,109788,21761,76344,37626,534116,2011,65080,13486,125832
7025.67,7502714,7363398,16370460,9446052,3728,109788,21763,76344,37630,534244,2011,65080,13487,125832
8029.82,7503312,7363986,16370460,9446052,3729,109788,21766,76344,37634,534628,2011,65080,13489,125832
9032.98,7503909,7364576,16370460,9446052,3729,109788,21766,76344,37637,534628,2011,65080,13491,125832
10037.03,7504509,7365161,16370460,9436728,3729,109788,21768,76344,37641,534628,2011,65080,13491,125832
11038.05,7505098,7365657,16370460,9414820,3729,109788,21776,74816,37649,537188,2011,65080,13494,125832
12041.57,7505693,7366243,16370460,9442020,3730,109788,21776,74816,37651,537188,2011,65080,13495,125832
13045.18,7506291,7366831,16370460,9442020,3730,109788,21777,74816,37654,537188,2012,65080,13496,125832
14049.66,7506889,7367417,16370460,9439568,3730,109788,21779,74816,37657,537316,2012,65080,13497,125832
15053.48,7507486,7368003,16370460,9439568,3731,109788,21782,74816,37661,537444,2013,65080,13499,125832
16057.69,7508085,7368590,16370460,9431756,3732,109788,21782,74816,37664,537444,2013,65080,13500,125832
17062.09,7508684,7369181,16370460,9431756,3732,109788,21785,74816,37667,537828,2013,65080,13501,125832
18066.19,7509283,7369774,16370460,9432036,3732,109788,21786,74816,37669,538084,2013,65080,13503,125832
19070.71,7509882,7370367,16370460,9433264,3732,109788,21786,74816,37672,538084,2013,65080,13504,125832
20074.59,7510483,7370957,16370460,9432760,3732,109788,21787,74816,37675,538084,2013,65080,13505,125832
21079.86,7511081,7371549,16370460,9432760,3732,109788,21789,74816,37677,538084,2013,65080,13506,125832
22083.42,7511678,7372140,16370460,9432760,3733,109788,21790,74816,37680,538340,2014,65080,13507,125832
