time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1003.99,7524240,7384486,16370460,9432100,3740,109788,21827,72204,37753,541996,2018,65080,13532,126344
2008.96,7524839,7385078,16370460,9432296,3740,109788,21829,72204,37755,541996,2018,65080,13533,126344
3014.17,7525436,7385663,16370460,9433728,3740,109788,21830,72204,37759,541996,2018,65080,13535,126344
4018.67,7526035,7386249,16370460,9441596,3740,109788,21832,73740,37762,541996,2018,65080,13536,126344
5022.2,7526632,7386841,16370460,9441684,3741,109788,21834,73740,37765,541996,2018,65080,13537,126344
6026.27,7527230,7387433,16370460,9441684,3741,109788,21835,73740,37767,541996,2018,65080,13539,126344
7029.75,7527828,7388022,16370460,9441684,3741,109788,21838,73868,37770,541996,2018,65080,13539,126344
8033.71,7528429,7388613,16370460,9441684,3742,109788,21838,73868,37773,541996,2018,65080,13541,126344
9039.15,7529028,7389203,16370460,9441684,3742,109788,21839,73868,37776,541996,2018,65080,13541,126344
10044.25,7529626,7389790,16370460,9432108,3743,109788,21841,73868,37778,541996,2018,65080,13543,126344
11046.17,7530214,7390290,16370460,9449516,3744,109788,21848,71912,37787,541996,2019,65080,13546,126472
12049.98,7530812,7390880,16370460,9447536,3744,109788,21850,71912,37789,541996,2019,65080,13547,126472
13054.0,7531408,7391468,16370460,9445524,3744,109788,21852,71912,37793,541996,2020,65080,13548,126472
14059.26,7532010,7392060,16370460,9444824,3745,109788,21853,71912,37795,541996,2020,65080,13549,126472
15063.92,7532609,7392648,16370460,9437264,3745,109788,21853,71912,37797,541996,2020,65080,13550,126472
16068.62,7533205,7393238,16370460,9438100,3745,109788,21855,71912,37801,541996,2020,65080,13551,126472
17073.19,7533802,7393827,16370460,9438344,3745,109788,21857,71912,37803,541996,2020,65080,13553,126472
18077.13,7534401,7394417,16370460,9438600,3746,109788,21859,71912,37806,541996,2020,65080,13554,126472
19081.21,7535001,7395010,16370460,9438348,3746,109788,21859,71912,37808,541996,2020,65080,13555,126472
20086.17,7535599,7395602,16370460,9438348,3746,109788,21860,71912,37812,541996,2021,65080,13555,126472
21090.64,7536196,7396190,16370460,9438348,3747,109788,21862,71912,37814,541996,2021,65080,13557,126472
