time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1011.21,7548756,7408562,16370460,9435316,3752,109788,21895,73840,37877,541996,2025,65080,13579,126472
2018.5,7549354,7409152,16370460,9435068,3754,109788,21897,73840,37881,541996,2025,65080,13580,126472
3024.47,7549955,7409746,16370460,9435068,3754,109788,21898,73840,37883,541996,2025,65080,13581,126472
4028.88,7550552,7410334,16370460,9438344,3754,109788,21899,73840,37886,541996,2025,65080,13583,126472
5033.87,7551151,7410925,16370460,9438344,3754,109788,21901,73840,37889,541996,2025,65080,13584,126472
6037.22,7551747,7411515,16370460,9438344,3754,109788,21902,73840,37891,541996,2025,65080,13586,126472
7041.49,7552346,7412104,16370460,9438344,3754,109788,21904,73840,37895,541996,2026,65080,13587,126472
8046.18,7552944,7412696,16370460,9438344,3755,109788,21904,73840,37897,541996,2026,65080,13588,126472
9051.21,7553542,7413285,16370460,9437084,3755,109788,21906,74300,37902,541996,2026,65080,13589,126472
10054.79,7554144,7413867,16370460,9428516,3756,109788,21909,74428,37905,541996,2026,65080,13590,126472
11057.38,7554734,7414371,16370460,9442704,3756,109788,21918,72640,37913,541996,2026,65080,13593,126472
12062.14,7555332,7414959,16370460,9440364,3756,109788,21920,72488,37916,541996,2027,65080,13593,126472
13067.27,7555931,7415551,16370460,9440116,3756,109788,21921,72488,37919,541996,2027,65080,13595,126472
14070.75,7556528,7416139,16370460,9440340,3757,109788,21922,72488,37922,541996,2027,65080,13597,126472
15075.77,7557126,7416730,16370460,9440368,3757,109788,21923,72616,37925,541996,2027,65080,13598,126472
16079.53,7557725,7417320,16370460,9440368,3758,109788,21926,72872,37928,541996,2027,65080,13599,126472
17083.72,7558323,7417907,16370460,9440116,3758,109788,21926,72872,37930,541996,2027,65080,13600,126472
18088.22,7558921,7418499,16370460,9439668,3758,109788,21927,72872,37933,541996,2028,65080,13601,126472
19093.67,7559520,7419093,16370460,9439668,3758,109788,21928,72872,37935,541996,2028,65080,13603,126472
20097.89,7560120,7419681,16370460,9439168,3759,109788,21931,73000,37939,541996,2028,65080,13603,126472
21102.85,7560717,7420272,16370460,9439168,3759,109788,21932,73000,37942,541996,2028,65080,13604,126472
