time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1004.44,7697696,7554704,16370460,9411680,3830,109788,22327,75068,38679,564288,2066,65080,13871,126600
2008.41,7698295,7555295,16370460,9411680,3831,109788,22330,74276,38681,564288,2066,65080,13873,126600
3011.54,7698895,7555887,16370460,9411680,3831,109788,22330,74276,38684,564288,2067,65080,13873,126600
4017.5,7699494,7556480,16370460,9411680,3831,109788,22332,74276,38687,564288,2067,65080,13875,126600
5021.0,7700092,7557073,16370460,9411680,3831,109788,22334,74276,38689,564288,2067,65080,13876,126600
6024.84,7700691,7557665,16370460,9411680,3831,109788,22334,74276,38692,564288,2067,65080,13876,126600
7029.83,7701288,7558254,16370460,9410924,3832,109788,22335,74276,38694,564288,2067,65080,13878,126600
8034.57,7701885,7558846,16370460,9410924,3832,109788,22336,74276,38696,564288,2067,65080,13879,126600
9039.34,7702485,7559439,16370460,9410924,3833,109788,22337,74276,38699,564288,2067,65080,13880,126600
10043.7,7703080,7560017,16370460,9402860,3833,109788,22339,74276,38703,564288,2067,65080,13881,126600
11048.81,7703674,7560526,16370460,9402472,3833,109788,22346,73696,38710,564288,2068,65080,13884,126600
12050.92,7704266,7561089,16370460,9408652,3834,109788,22349,73824,38715,564288,2068,65080,13885,126600
13053.62,7704863,7561682,16370460,9408652,3834,109788,22350,73824,38716,564288,2068,65080,13886,126600
14057.47,7705461,7562275,16370460,9408652,3834,109788,22350,73824,38719,564288,2068,65080,13887,126600
15060.67,7706060,7562867,16370460,9408652,3834,109788,22352,73824,38722,564288,2068,65080,13888,126600
16065.42,7706659,7563460,16370460,9408652,3834,109788,22353,73824,38724,564288,2068,65080,13889,126600
17068.48,7707254,7564049,16370460,9408652,3835,109788,22354,73824,38726,564288,2068,65080,13890,126600
18073.35,7707852,7564640,16370460,9408652,3835,109788,22356,73824,38729,564288,2069,65080,13891,126600
19078.33,7708452,7565233,16370460,9408652,3836,109788,22356,73824,38732,564288,2070,65080,13892,126600
20082.67,7709050,7565818,16370460,9398748,3836,109788,22358,73824,38735,564288,2070,65080,13894,126600
21088.29,7709649,7566407,16370460,9398748,3836,109788,22361,73824,38738,564288,2070,65080,13894,126600
22092.36,7710247,7566994,16370460,9398748,3836,109788,22363,75616,38741,564288,2070,65080,13896,126600
