time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1004.52,7597796,7456701,16370460,9440172,3777,109788,22037,74152,38136,524480,2038,65080,13676,126472
2009.16,7598394,7457294,16370460,9440172,3778,109788,22038,74152,38139,524480,2038,65080,13678,126472
3014.65,7598994,7457888,16370460,9440172,3778,109788,22040,74152,38141,524480,2039,65080,13679,126472
4018.66,7599590,7458472,16370460,9448268,3778,109788,22041,74152,38144,524480,2039,65080,13680,126472
5022.31,7600188,7459062,16370460,9447852,3778,109788,22042,74152,38148,524480,2039,65080,13681,126472
6027.08,7600787,7459653,16370460,9447852,3778,109788,22044,74152,38151,524480,2039,65080,13683,126472
7030.92,7601386,7460241,16370460,9447852,3780,109788,22046,74152,38153,524480,2039,65080,13684,126472
8036.54,7601984,7460830,16370460,9447852,3780,109788,22048,74152,38156,524480,2039,65080,13686,126472
9040.65,7602583,7461423,16370460,9447852,3780,109788,22048,74152,38159,524480,2039,65080,13686,126472
10044.08,7603182,7462007,16370460,9438276,3781,109788,22051,74068,38161,524480,2039,65080,13688,126472
11045.98,7603773,7462523,16370460,9454472,3781,109788,22057,73744,38169,524480,2040,65080,13689,126472
12050.84,7604372,7463114,16370460,9455372,3781,109788,22058,73744,38172,524480,2040,65080,13691,126472
13056.19,7604971,7463708,16370460,9454896,3782,109788,22059,73744,38174,524480,2041,65080,13692,126472
14061.43,7605570,7464294,16370460,9450364,3782,109788,22061,73744,38177,524480,2041,65080,13693,126472
15066.23,7606165,7464883,16370460,9450112,3782,109788,22063,73744,38180,524480,2041,65080,13693,126472
16070.35,7606766,7465474,16370460,9450112,3783,109788,22064,73744,38183,524480,2041,65080,13695,126472
17075.03,7607363,7466065,16370460,9450112,3783,109788,22065,73744,38186,524480,2041,65080,13696,126472
18079.23,7607959,7466654,16370460,9450112,3783,109788,22067,73744,38188,524480,2041,65080,13697,126472
19085.14,7608557,7467247,16370460,9450112,3783,109788,22068,73744,38190,524480,2041,65080,13698,126472
20089.95,7609158,7467840,16370460,9450112,3784,109788,22069,73872,38194,524480,2041,65080,13699,126472
21094.83,7609757,7468432,16370460,9450112,3784,109788,22071,75664,38197,524480,2041,65080,13699,126472
