time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1004.64,7647459,7505456,16370460,9440600,3802,109788,22179,72276,38385,524480,2052,65080,13773,126472
2009.52,7648056,7506040,16370460,9455000,3803,109788,22180,73044,38387,524480,2052,65080,13774,126472
3013.9,7648656,7506631,16370460,9455000,3803,109788,22182,73044,38390,524480,2052,65080,13775,126472
4018.72,7649253,7507221,16370460,9455000,3804,109788,22184,73044,38393,524480,2052,65080,13776,126472
5023.17,7649850,7507810,16370460,9455000,3804,109788,22186,73044,38396,524480,2052,65080,13777,126472
6026.16,7650448,7508400,16370460,9455000,3804,109788,22188,73044,38399,524480,2052,65080,13779,126472
7032.21,7651048,7508993,16370460,9455000,3804,109788,22189,73044,38402,524480,2052,65080,13779,126472
8036.97,7651647,7509587,16370460,9455000,3804,109788,22189,73044,38404,524480,2052,65080,13781,126472
9042.21,7652246,7510179,16370460,9455000,3804,109788,22191,73044,38407,524480,2053,65080,13782,126472
10046.88,7652844,7510766,16370460,9447440,3806,109788,22192,73044,38411,524480,2053,65080,13783,126472
11050.46,7653434,7511274,16370460,9440836,3806,109788,22199,71956,38418,524480,2054,65080,13785,126472
12054.77,7654028,7511833,16370460,9456152,3806,109788,22201,72048,38420,524480,2054,65080,13786,126472
13059.41,7654625,7512422,16370460,9455900,3806,109788,22203,72048,38424,524480,2054,65080,13787,126472
14063.88,7655224,7513012,16370460,9455652,3806,109788,22205,72048,38427,524480,2054,65080,13788,126472
15068.07,7655822,7513603,16370460,9455428,3806,109788,22207,72048,38429,524480,2054,65080,13789,126472
16072.51,7656420,7514191,16370460,9455428,3807,109788,22209,72176,38432,524480,2055,65080,13792,126472
17077.02,7657020,7514784,16370460,9455204,3808,109788,22209,72176,38434,524480,2055,65080,13793,126472
18081.23,7657618,7515377,16370460,9455204,3808,109788,22210,72176,38437,524480,2055,65080,13794,126472
19085.98,7658219,7515969,16370460,9454448,3808,109788,22212,73968,38439,524480,2055,65080,13796,126472
20091.5,7658818,7516562,16370460,9454448,3809,109788,22213,73968,38442,524480,2055,65080,13796,126472
21095.69,7659417,7517152,16370460,9454448,3809,109788,22215,73968,38444,524480,2055,65080,13797,126472
22101.26,7660017,7517743,16370460,9454196,3809,109788,22217,73872,38447,524480,2055,65080,13798,126472
