time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1003.66,7474014,7335234,16370460,9460372,3715,109788,21682,75884,37461,523492,2004,65080,13432,125832
2009.46,7474612,7335824,16370460,9460124,3715,109788,21683,75884,37464,523492,2004,65080,13433,125832
3014.65,7475210,7336417,16370460,9460124,3715,109788,21684,76652,37466,523492,2004,65080,13434,125832
4019.15,7475811,7337011,16370460,9460124,3715,109788,21684,76652,37469,523492,2004,65080,13436,125832
5024.39,7476407,7337598,16370460,9460124,3716,109788,21687,76908,37472,523492,2004,65080,13437,125832
6028.51,7477005,7338189,16370460,9459872,3716,109788,21688,76908,37474,523492,2005,65080,13438,125832
7034.33,7477603,7338775,16370460,9458612,3716,109788,21691,76908,37478,523492,2005,65080,13439,125832
8038.19,7478202,7339365,16370460,9458612,3717,109788,21691,76908,37481,523492,2005,65080,13440,125832
9041.25,7478800,7339957,16370460,9458612,3717,109788,21693,76908,37484,523492,2005,65080,13442,125832
10045.36,7479399,7340542,16370460,9446516,3717,109788,21694,76908,37486,523492,2005,65080,13442,125832
11048.85,7479991,7341049,16370460,9440164,3717,109788,21704,76600,37493,523492,2006,65080,13444,125832
12052.61,7480587,7341621,16370460,9462272,3718,109788,21706,74468,37497,523492,2006,65080,13446,125832
13055.33,7481185,7342211,16370460,9458492,3718,109788,21709,76516,37499,523492,2006,65080,13446,125832
14057.81,7481785,7342776,16370460,9450680,3718,109788,21709,76516,37528,531300,2006,65080,13448,125832
15062.01,7482382,7343365,16370460,9453944,3718,109788,21710,76516,37531,531556,2006,65080,13449,125832
16065.27,7482979,7343957,16370460,9453696,3719,109788,21712,76516,37534,531556,2006,65080,13450,125832
17067.75,7483575,7344541,16370460,9456472,3720,109788,21714,76440,37537,531556,2006,65080,13451,125832
18070.36,7484173,7345133,16370460,9456472,3720,109788,21714,76440,37540,531556,2006,65080,13452,125832
19074.7,7484773,7345724,16370460,9456472,3720,109788,21716,76440,37543,531556,2006,65080,13453,125832
20079.4,7485370,7346316,16370460,9456472,3720,109788,21717,76568,37546,531556,2006,65080,13454,125832
21083.5,7485968,7346910,16370460,9456472,3721,109788,21719,76568,37548,531556,2006,65080,13456,125832
22087.0,7486566,7347496,16370460,9456472,3721,109788,21720,76568,37551,531556,2007,65080,13457,125832
