time,total,idle,mem_total,mem_free,1982/cpu,1982/rss,3831/cpu,3831/rss,3857/cpu,3857/rss
1003.65,1238357,1151904,3887864,1565448,610,88016,678,18200,3581,56380
2005.8,1238756,1152226,3887864,1560460,610,88016,679,18200,3583,56380
3006.82,1239156,1152557,3887864,1563036,611,88016,679,18200,3585,56380
4007.78,1239557,1152900,3887864,1556048,611,88016,680,18200,3599,56396
5008.8,1239962,1153244,3887864,1555684,611,88016,680,18204,3599,56396
6009.78,1240368,1153588,3887864,1555444,611,88016,680,18204,3600,56396
7011.54,1240771,1153924,3887864,1547888,611,88016,680,18204,3603,56396
8014.54,1241174,1154263,3887864,1547888,611,88016,681,18204,3603,56396
9015.67,1241573,1154603,3887864,1547916,611,88016,681,18208,3608,56396
10016.73,1241972,1154943,3887864,1547664,611,88016,681,18208,3610,56396
11017.73,1242374,1155287,3887864,1547720,611,88016,681,18208,3610,56396
12018.96,1242772,1155628,3887864,1540128,611,88016,682,18208,3615,56400
13020.32,1243169,1155951,3887864,1532624,612,88016,682,18212,3615,56400
14021.7,1243572,1156296,3887864,1532624,612,88016,682,18212,3616,56400
15022.73,1243971,1156641,3887864,1524024,612,88016,682,18216,3617,56400
16023.7,1244374,1156985,3887864,1524556,612,88016,682,18216,3618,56400
17025.12,1244774,1157316,3887864,1520524,612,88016,682,18216,3620,56400
18026.34,1245178,1157658,3887864,1520272,612,88016,682,18216,3620,56400
19027.71,1245580,1157991,3887864,1520272,612,88016,683,18216,3621,56400
20029.12,1245979,1158334,3887864,1519800,612,88016,683,18216,3621,56400
21030.4,1246384,1158679,3887864,1520216,612,88016,683,18216,3622,56400
22031.64,1246782,1159026,3887864,1511148,612,88016,683,18220,3625,56400
23033.64,1247182,1159348,3887864,1509112,612,88016,683,18220,3625,56400
24035.62,1247583,1159693,3887864,1509496,612,88016,683,18224,3626,56400
25037.09,1247984,1160038,3887864,1503948,613,88016,684,18228,3629,56408
26038.41,1248388,1160382,3887864,1504424,613,88016,684,18228,3630,56408
27039.62,1248789,1160711,3887864,1504696,613,88016,684,18228,3634,56408
28042.01,1249184,1161072,3887864,1504444,613,88016,686,18232,3654,56724
29044.2,1249579,1161434,3887864,1504192,613,88016,687,18236,3657,56748
30046.4,1249978,1161826,3887864,1504192,613,88016,687,18240,3658,56748
31048.97,1250374,1162214,3887864,1504940,614,88016,687,18240,3661,56764
32051.37,1250773,1162597,3887864,1504836,614,88016,688,18240,3661,56764
33052.54,1251167,1162968,3887864,1506368,614,88016,688,18240,3663,56764
34053.59,1251568,1163364,3887864,1506368,614,88016,688,18244,3663,56764
35054.63,1251966,1163759,3887864,1509936,615,88016,688,18244,3664,56764
36055.77,1252365,1164154,3887864,1509800,615,88016,688,18244,3664,56764
37056.96,1252765,1164542,3887864,1509548,615,88016,688,18244,3664,56764
38059.24,1253166,1164933,3887864,1509560,615,88016,688,18244,3665,56764
39060.54,1253561,1165310,3887864,1509564,615,88016,688,18244,3666,56764
40061.71,1253959,1165703,3887864,1509368,615,88016,690,18244,3667,56764
