time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1004.87,316989,282303,3887864,1543352,3944,71564,1917,70644,9276,447744,2438,115672,408,89112,95,41788,61,15660,221,52660
2006.68,317384,282689,3887864,1543368,3945,71564,1918,70644,9279,447748,2439,115672,408,89112,95,41788,61,15664,221,52664
3010.42,317782,283064,3887864,1543884,3950,71564,1919,70644,9287,447748,2440,115672,408,89112,95,41788,61,15668,221,52664
4015.0,318174,283435,3887864,1543976,3955,71564,1923,70644,9296,447748,2443,115672,408,89112,95,41788,61,15668,221,52668
5020.6,318562,283789,3887864,1543136,3961,71564,1926,70644,9307,447748,2446,115672,408,89112,95,41788,61,15668,221,52672
6025.81,318948,284134,3887864,1543156,3964,71564,1931,70644,9314,447748,2448,115672,408,89112,95,41788,61,15672,222,52676
7029.85,319339,284495,3887864,1543344,3970,71564,1935,70644,9326,447748,2450,115672,408,89112,95,41788,62,15672,222,52680
8034.74,319731,284858,3887864,1543852,3975,71564,1938,70644,9336,447748,2455,115688,410,89112,95,41788,62,15672,222,52680
9040.2,320127,285217,3887864,1544104,3982,71564,1940,70644,9350,447748,2457,115688,410,89112,95,41788,62,15672,222,52680
10043.96,320524,285575,3887864,1536932,3987,71564,1944,70644,9357,447748,2462,115688,411,89112,96,41788,62,15672,222,52680
11046.1,320914,285804,3887864,1536472,4007,71564,1945,70644,9421,447792,2468,115692,411,89112,96,41788,62,15672,237,53008
12048.11,321307,286182,3887864,1536572,4009,71564,1946,70644,9430,447792,2470,115692,411,89112,96,41788,62,15676,239,53016
13050.18,321704,286558,3887864,1537616,4012,71564,1948,70644,9438,447804,2471,115692,412,89112,96,41788,63,15680,239,53016
14052.19,322102,286935,3887864,1538528,4018,71564,1949,70644,9445,447804,2472,115692,412,89112,96,41788,63,15688,240,53020
15054.41,322498,287315,3887864,1539876,4022,71568,1951,70644,9450,447804,2473,115692,412,89112,96,41788,63,15688,240,53020
16056.41,322886,287656,3887864,1540052,4029,71568,1953,70644,9471,447820,2476,115692,412,89112,96,41788,63,15688,248,53064
17059.31,323288,288038,3887864,1540868,4032,71568,1955,70644,9477,447820,2477,115692,412,89112,96,41788,63,15712,248,53064
18062.05,323682,288423,3887864,1541236,4033,71568,1956,70644,9480,447820,2478,115692,413,89112,96,41788,63,15716,248,53064
19065.17,324078,288805,3887864,1541660,4037,71568,1957,70644,9486,447824,2479,115692,414,89112,96,41788,63,15716,248,53064
20067.18,324477,289186,3887864,1541244,4040,71568,1958,70644,9491,447824,2482,115692,414,89112,96,41788,63,15716,248,53064
21072.91,324867,289520,3887864,1541064,4048,71572,1961,70644,9511,447852,2484,115692,414,89112,96,41788,63,15720,251,53084
