time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1010.74,366625,328002,3887864,1576044,4556,71632,2204,70668,10642,411692,2728,115760,450,89120,106,41880,75,14728,322,53280
2014.71,367011,328342,3887864,1575540,4563,71632,2207,70672,10654,411692,2731,115760,452,89120,106,41880,75,14728,322,53280
3019.16,367407,328706,3887864,1575792,4567,71632,2210,70672,10663,411692,2733,115760,452,89120,106,41880,76,14728,322,53280
4023.65,367796,329063,3887864,1575544,4575,71632,2214,70672,10674,411692,2739,115760,452,89120,106,41880,76,14728,323,53280
5028.75,368189,329416,3887864,1576068,4579,71632,2216,70672,10684,411692,2740,115760,453,89120,107,41880,76,14728,323,53280
6033.53,368579,329771,3887864,1575728,4586,71632,2220,70672,10698,411692,2743,115760,454,89120,107,41880,76,14728,324,53280
7038.8,368972,330126,3887864,1575980,4593,71632,2222,70672,10712,411692,2745,115760,454,89120,107,41880,76,14728,324,53280
8044.23,369362,330487,3887864,1575760,4600,71632,2225,70672,10723,411692,2748,115760,455,89120,107,41880,76,14728,325,53280
9048.83,369758,330840,3887864,1576012,4607,71632,2228,70672,10734,411692,2751,115760,455,89120,107,41880,76,14728,325,53280
10054.18,370143,331194,3887864,1572620,4612,71632,2233,70672,10746,411692,2753,115760,455,89120,107,41880,77,14728,326,53280
11056.41,370531,331432,3887864,1561748,4631,71636,2235,70672,10806,411712,2759,115772,457,89120,107,41880,77,14736,339,53316
12058.48,370929,331804,3887864,1561748,4636,71636,2236,70672,10818,411716,2760,115772,457,89120,107,41880,77,14736,340,53316
13061.71,371325,332187,3887864,1562136,4638,71636,2237,70672,10823,411716,2761,115772,457,89120,107,41880,77,14736,341,53316
14063.72,371722,332565,3887864,1562388,4642,71636,2238,70672,10830,411716,2763,115772,457,89120,107,41880,77,14736,342,53316
15065.8,372116,332944,3887864,1563780,4644,71636,2240,70672,10833,411716,2764,115772,457,89120,108,41880,77,14736,342,53316
16067.84,372512,333283,3887864,1566160,4653,71636,2243,70672,10857,411716,2768,115772,458,89124,108,41880,77,14740,347,53316
17069.97,372904,333665,3887864,1566392,4655,71636,2244,70672,10862,411716,2769,115772,458,89124,108,41880,77,14740,347,53316
18071.96,373299,334045,3887864,1569108,4659,71636,2247,70672,10867,411716,2771,115772,462,89124,108,41880,77,14740,347,53316
19073.98,373696,334429,3887864,1569664,4661,71636,2248,70672,10873,411716,2772,115772,462,89124,108,41880,77,14748,347,53316
20075.98,374093,334804,3887864,1571076,4664,71636,2250,70672,10879,411716,2772,115772,462,89124,108,41880,77,14756,347,53316
21080.36,374486,335148,3887864,1571584,4670,71636,2252,70672,10898,411724,2774,115772,462,89124,108,41880,78,14756,351,53316
