time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1011.34,416219,373476,3887864,1573320,5187,72872,2504,70760,12090,409352,3031,116128,498,89140,118,41892,91,14664,420,53572
2017.1,416613,373835,3887864,1573576,5194,72872,2506,70760,12105,409352,3034,116128,498,89140,118,41892,91,14664,421,53572
3021.15,417009,374188,3887864,1574344,5200,72872,2510,70760,12116,409352,3036,116128,499,89140,118,41892,91,14664,421,53572
4024.81,417399,374547,3887864,1574344,5204,72872,2519,70760,12125,409352,3040,116132,500,89140,118,41892,91,14664,421,53572
5031.3,417791,374912,3887864,1574596,5209,72872,2522,70760,12135,409352,3042,116136,500,89140,118,41892,91,14664,421,53572
6036.14,418187,375259,3887864,1574356,5215,72872,2524,70760,12148,409352,3045,116136,500,89140,118,41892,91,14664,421,53572
7041.09,418580,375623,3887864,1574356,5221,72872,2528,70760,12157,409352,3047,116136,500,89140,118,41892,91,14664,421,53572
8044.45,418975,375981,3887864,1574356,5227,72872,2531,70760,12168,409352,3052,116136,500,89140,118,41892,91,14664,422,53572
9046.82,419363,376332,3887864,1574104,5232,72872,2534,70760,12179,409352,3055,116136,501,89140,119,41892,91,14664,422,53572
10050.43,419764,376700,3887864,1566928,5236,72872,2535,70760,12185,409352,3056,116136,501,89140,119,41892,91,14664,422,53572
11052.43,420151,376950,3887864,1574144,5255,72876,2537,70760,12248,409376,3061,116204,503,89144,119,41892,92,14664,437,53580
12054.45,420544,377322,3887864,1573396,5259,72876,2538,70760,12259,409380,3062,116204,506,89144,119,41892,92,14664,439,53580
13056.45,420935,377704,3887864,1573396,5262,72876,2539,70760,12265,409380,3064,116204,506,89144,119,41892,92,14664,439,53580
14060.59,421329,378079,3887864,1573396,5264,72876,2542,70760,12271,409380,3065,116204,506,89144,119,41892,92,14664,440,53580
15063.95,421717,378441,3887864,1573396,5275,73032,2545,70760,12280,409380,3068,116204,506,89144,119,41892,93,14664,440,53580
16066.05,422112,378730,3887864,1573396,5284,73032,2547,70760,12350,409380,3071,116208,507,89144,119,41892,93,14664,445,53580
17068.26,422507,379113,3887864,1573396,5287,73032,2548,70760,12355,409380,3071,116208,507,89144,119,41892,93,14664,445,53580
18070.36,422903,379492,3887864,1573700,5290,73032,2550,70760,12361,409380,3074,116232,507,89144,119,41892,93,14664,445,53580
19072.44,423302,379869,3887864,1574180,5292,73032,2551,70760,12365,409380,3076,116232,507,89144,120,41892,93,14668,445,53580
20074.52,423696,380248,3887864,1574868,5295,73032,2553,70760,12371,409380,3077,116236,508,89208,120,41892,93,14668,445,53580
21077.55,424093,380587,3887864,1575464,5304,73036,2556,70760,12395,409380,3079,116236,508,89208,120,41892,93,14672,451,53644
