time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1013.55,300441,267135,3887864,1585904,3735,71428,1819,70624,8782,406600,2332,115540,394,89108,91,41788,56,14900,190,52116
2018.19,300838,267493,3887864,1585660,3741,71428,1821,70624,8793,406940,2336,115540,394,89108,92,41788,56,14908,190,52116
3023.47,301227,267840,3887864,1585444,3746,71428,1825,70628,8804,407420,2339,115540,394,89108,92,41788,56,14908,190,52120
4027.4,301617,268203,3887864,1585444,3752,71428,1827,70628,8815,407768,2341,115540,394,89108,92,41788,57,14908,190,52120
5032.76,302006,268560,3887864,1585192,3757,71428,1830,70628,8829,408204,2344,115540,395,89108,92,41788,57,14912,190,52120
6037.52,302402,268931,3887864,1585192,3762,71428,1834,70628,8837,408368,2347,115540,395,89108,92,41788,57,14920,190,52120
7042.25,302796,269297,3887864,1584436,3766,71428,1836,70628,8847,408636,2349,115540,395,89108,92,41788,57,14920,190,52120
8047.01,303186,269644,3887864,1584184,3770,71428,1843,70628,8856,408960,2352,115540,395,89108,92,41788,57,14920,191,52120
9051.65,303576,270001,3887864,1583932,3775,71428,1846,70628,8868,409504,2354,115540,397,89108,92,41788,57,14932,191,52120
10056.78,303974,270357,3887864,1577784,3783,71428,1849,70628,8881,410100,2357,115540,397,89108,92,41788,57,14940,191,52132
11058.95,304363,270593,3887864,1550264,3804,71436,1851,70632,8948,435668,2363,115544,399,89108,92,41788,57,14944,207,52568
12061.03,304761,270962,3887864,1546008,3808,71436,1852,70632,8960,438968,2365,115544,399,89108,92,41788,57,14944,208,52576
13063.23,305161,271337,3887864,1546008,3811,71436,1853,70632,8965,439400,2367,115544,399,89108,92,41788,58,14944,208,52576
14065.75,305558,271719,3887864,1546008,3813,71436,1855,70632,8971,440780,2367,115544,399,89108,92,41788,58,14944,209,52580
15068.9,305950,272091,3887864,1545504,3818,71436,1857,70632,8981,442524,2369,115544,400,89108,92,41788,58,14948,209,52580
16073.17,306343,272393,3887864,1541976,3826,71436,1858,70632,9051,447140,2372,115544,400,89108,92,41788,59,15572,214,52588
17075.86,306742,272763,3887864,1540576,3829,71436,1859,70632,9057,447264,2373,115544,400,89108,93,41788,59,15572,214,52588
18079.3,307141,273141,3887864,1541044,3830,71436,1862,70632,9060,447316,2374,115544,400,89108,93,41788,59,15572,214,52588
19082.92,307535,273515,3887864,1541440,3835,71436,1863,70632,9068,447452,2375,115544,400,89108,93,41788,59,15584,214,52588
20085.17,307935,273895,3887864,1541632,3837,71436,1864,70632,9073,447500,2378,115544,400,89108,93,41788,59,15584,214,52588
21090.59,308334,274256,3887864,1542028,3844,71436,1867,70632,9088,447536,2380,115544,401,89108,93,41788,59,15588,215,52588
