time,total,idle,mem_total,mem_free,2649/cpu,2649/rss,2691/cpu,2691/rss,2694/cpu,2694/rss,2695/cpu,2695/rss,3567/cpu,3567/rss,3587/cpu,3587/rss,50315/cpu,50315/rss,51561/cpu,51561/rss,51732/cpu,51732/rss,51997/cpu,51997/rss,52345/cpu,52345/rss,52803/cpu,52803/rss
1022.71,6142082,5497775,3887864,91220,82430,131840,39723,138384,34856,73680,181670,822864,6163,97980,1579,43356,2102,54476,414,50300,849,54396,268,47012,1625,69248,484,66460
2028.38,6142477,5498129,3887864,91220,82437,131852,39727,138384,34859,73680,181684,822864,6163,97980,1579,43356,2102,54476,414,50300,849,54396,268,47012,1626,69248,484,66460
3032.22,6142866,5498443,3887864,91220,82450,131856,39731,138384,34860,73680,181711,822864,6165,97980,1579,43356,2105,54476,414,50300,850,54396,269,47012,1628,69248,484,66460
4034.93,6143259,5498818,3887864,91220,82453,131856,39732,138384,34862,73680,181716,822864,6165,97980,1579,43356,2105,54476,414,50300,850,54396,270,47012,1628,69248,484,66460
5037.66,6143660,5499194,3887864,91472,82456,131856,39735,138384,34864,73680,181723,822864,6165,97980,1579,43356,2105,54476,414,50300,851,54396,270,47012,1629,69248,484,66460
6040.65,6144055,5499564,3887864,91724,82459,131856,39736,138384,34866,73680,181729,822864,6165,97980,1579,43356,2105,54476,414,50300,851,54396,270,47012,1629,69248,484,66460
7043.4,6144452,5499941,3887864,91724,82463,131864,39738,138384,34867,73680,181738,822864,6165,97980,1579,43356,2106,54476,414,50300,851,54396,270,47012,1629,69248,484,66460
8047.54,6144845,5500302,3887864,90968,82468,131864,39740,138384,34870,73680,181746,822864,6165,97980,1579,43356,2106,54476,414,50300,851,54396,270,47012,1629,69248,485,66460
9051.87,6145232,5500654,3887864,90716,82474,131864,39742,138384,34873,73680,181758,822864,6166,97980,1580,43356,2107,54476,415,50300,852,54396,270,47012,1629,69248,486,66460
10056.33,6145621,5501008,3887864,84760,82479,131864,39745,138384,34876,73680,181767,822864,6166,97980,1580,43356,2107,54476,415,50300,852,54396,270,47012,1629,69256,486,66460
11064.67,6146007,5501108,3887864,83140,82508,131888,39758,138396,34879,73700,181859,822880,6168,97980,1580,43356,2123,54476,416,50300,856,54400,270,47012,1645,69264,486,66464
12070.01,6146397,5501304,3887864,82772,82523,131888,39762,138396,34882,73700,181906,822888,6171,97980,1580,43356,2130,54476,416,50300,859,54408,271,47012,1654,69272,486,66464
13081.62,6146782,5501543,3887864,82300,82532,131896,39764,138396,34883,73700,181925,822888,6172,97980,1580,43356,2130,54476,416,50300,860,54408,271,47012,1655,69272,486,66464
14084.81,6147179,5501792,3887864,85156,82538,131896,39771,138396,34886,73700,181943,822888,6173,97980,1580,43356,2130,54476,417,50300,861,54408,271,47012,1656,69272,486,66464
15112.23,6147569,5501959,3887864,83908,82555,131912,39780,138400,34888,73700,182000,822892,6176,97980,1580,43356,2139,54480,420,50308,865,54408,273,47012,1664,69288,487,66464
16117.54,6147971,5502128,3887864,83388,82576,131920,39786,138408,34890,73700,182075,822908,6178,97980,1580,43356,2153,54492,422,50308,869,54408,273,47012,1678,69296,494,66476
17120.35,6148364,5502479,3887864,83564,82581,131920,39788,138408,34892,73700,182085,822908,6178,97980,1580,43356,2154,54492,422,50308,870,54408,273,47012,1678,69296,494,66476
18123.87,6148759,5502838,3887864,83060,82583,131920,39789,138408,34893,73700,182090,822908,6178,97980,1580,43356,2154,54492,422,50308,870,54408,273,47012,1679,69296,494,66476
19126.83,6149155,5503190,3887864,83596,82587,131920,39791,138408,34895,73700,182096,822908,6178,97980,1582,43356,2154,54492,423,50308,870,54408,273,47012,1679,69296,494,66476
20131.79,6149548,5503538,3887864,83244,82590,131920,39793,138408,34896,73700,182104,822908,6178,97980,1582,43356,2155,54492,423,50308,871,54408,273,47012,1679,69296,494,66476
21136.01,6149939,5503870,3887864,83760,82597,131920,39797,138408,34899,73700,182117,822908,6179,97980,1582,43356,2156,54492,423,50308,871,54408,274,47012,1679,69296,494,66476
22140.29,6150338,5504115,3887864,129432,82605,131920,39799,138408,34901,73700,182214,770380,6180,97980,1582,43356,2157,54492,423,50308,871,54408,274,47012,1680,69296,495,66476
23143.14,6150730,5504440,3887864,146404,82614,131924,39802,138408,34902,73700,182233,754828,6182,97980,1582,43356,2158,54492,423,50308,873,54408,274,47012,1681,69296,496,66476
24145.81,6151123,5504795,3887864,147284,82617,131932,39803,138408,34905,73704,182240,754828,6182,97980,1582,43356,2158,54492,423,50308,873,54408,274,47012,1682,69296,496,66476
25148.51,6151522,5505151,3887864,148480,82620,131948,39806,138408,34906,73704,182246,754828,6182,97980,1582,43356,2158,54492,423,50308,873,54408,274,47012,1682,69296,496,66476
26151.2,6151917,5505504,3887864,149672,82622,131956,39808,138408,34907,73704,182250,754828,6182,97980,1582,43356,2159,54492,423,50308,873,54408,274,47012,1682,69296,496,66476
