time,total,idle,mem_total,mem_free,2649/cpu,2649/rss,2691/cpu,2691/rss,2694/cpu,2694/rss,2695/cpu,2695/rss,3567/cpu,3567/rss,3587/cpu,3587/rss,50315/cpu,50315/rss,51561/cpu,51561/rss,51732/cpu,51732/rss,51997/cpu,51997/rss,52345/cpu,52345/rss,52803/cpu,52803/rss
1013.62,6001046,5377091,3887864,76460,80073,124884,38576,137748,34038,73296,176181,822552,5952,97888,1537,43344,1688,54096,311,59752,672,54264,216,47000,1268,68928,376,65872
2021.81,6001437,5377448,3887864,76460,80080,124892,38579,137748,34040,73296,176194,822552,5953,97888,1537,43344,1689,54096,311,59752,672,54264,216,47000,1269,68928,376,65872
3025.16,6001827,5377733,3887864,76460,80091,124892,38583,137748,34043,73296,176248,822556,5954,97888,1537,43344,1690,54096,311,59752,673,54264,216,47000,1270,68928,376,65872
4029.31,6002221,5378086,3887864,76212,80094,124892,38585,137748,34046,73296,176275,822556,5954,97888,1537,43344,1691,54096,311,59752,673,54264,216,47000,1270,68928,376,65872
5031.98,6002620,5378455,3887864,76212,80098,124892,38588,137748,34048,73296,176286,822556,5954,97888,1537,43344,1691,54096,311,59752,673,54264,216,47000,1270,68928,376,65872
6034.73,6003016,5378838,3887864,76212,80100,124892,38589,137748,34049,73296,176291,822556,5954,97888,1537,43344,1691,54096,311,59752,673,54264,216,47000,1271,68928,376,65872
7037.33,6003412,5379212,3887864,76212,80105,124892,38591,137748,34050,73296,176298,822556,5954,97888,1537,43344,1692,54096,311,59752,673,54264,217,47000,1272,68928,376,65872
8043.36,6003805,5379585,3887864,76212,80108,124892,38593,137748,34052,73296,176303,822556,5955,97888,1537,43344,1693,54096,311,59752,673,54264,217,47000,1272,68928,376,65872
9051.2,6004194,5379931,3887864,76212,80114,124892,38596,137748,34055,73296,176314,822556,5955,97888,1537,43344,1693,54096,311,59752,674,54264,217,47000,1272,68928,376,65872
10060.15,6004583,5380285,3887864,72744,80120,124892,38598,137748,34058,73296,176324,822556,5955,97888,1537,43344,1694,54096,312,59752,674,54264,217,47000,1272,68928,377,65872
11068.02,6004971,5380381,3887864,83096,80154,124904,38618,137748,34061,73296,176415,822640,5958,97888,1537,43344,1709,54096,313,59796,678,54268,217,47000,1287,68952,377,65880
12072.36,6005358,5380567,3887864,83448,80169,124904,38622,137748,34063,73296,176464,822640,5960,97892,1537,43344,1716,54100,313,59812,681,54280,219,47000,1295,68952,377,65880
13102.93,6005742,5380769,3887864,89016,80178,124908,38626,137748,34064,73296,176514,822640,5960,97904,1537,43344,1717,54100,313,59812,682,54280,219,47000,1296,68952,377,65880
14108.65,6006151,5380982,3887864,87792,80184,124908,38632,137748,34068,73296,176572,822640,5962,97936,1537,43344,1717,54100,314,59820,683,54280,219,47000,1296,68952,378,65880
15117.23,6006544,5381246,3887864,86724,80189,124908,38636,137748,34070,73296,176584,822640,5962,97936,1537,43344,1718,54100,317,59820,683,54280,219,47000,1297,68952,379,65880
16128.14,6006938,5381523,3887864,94832,80192,124908,38638,137748,34070,73296,176590,822640,5962,97936,1537,43344,1719,54100,319,59820,683,54280,219,47000,1297,68952,379,65880
17133.92,6007333,5381796,3887864,94384,80198,124908,38640,137748,34072,73296,176600,822640,5963,97936,1538,43344,1719,54100,321,59836,683,54280,219,47000,1297,68952,379,65880
18138.08,6007733,5382073,3887864,96168,80201,124908,38642,137748,34074,73296,176606,822640,5963,97936,1538,43344,1719,54100,323,59888,683,54280,219,47000,1297,68952,379,65880
19144.66,6008131,5382345,3887864,94656,80205,124908,38644,137748,34076,73296,176613,822640,5964,97936,1538,43344,1719,54100,325,59888,683,54280,220,47000,1297,68952,379,65880
20150.76,6008524,5382620,3887864,94048,80207,124908,38646,137748,34077,73296,176619,822640,5964,97936,1538,43344,1720,54100,328,59892,683,54280,220,47000,1297,68952,379,65880
21155.36,6008912,5382884,3887864,95288,80213,124908,38648,137748,34079,73296,176631,822640,5964,97936,1538,43344,1720,54100,331,59908,685,54280,220,47000,1298,68952,379,65880
22164.15,6009298,5383149,3887864,94028,80218,124908,38651,137748,34080,73296,176640,822640,5965,97940,1538,43344,1721,54100,334,59948,685,54280,220,47000,1301,68952,379,65880
23169.76,6009682,5383376,3887864,94092,80229,124912,38654,137748,34081,73296,176658,822640,5965,97940,1538,43344,1722,54100,337,59988,685,54280,220,47000,1301,68952,379,65880
24177.28,6010069,5383476,3887864,93300,80253,124924,38664,137748,34086,73296,176746,822660,5969,97944,1538,43344,1736,54104,341,60000,692,54284,221,47000,1315,68960,382,65904
25182.57,6010461,5383694,3887864,93048,80271,125080,38670,137748,34087,73296,176810,822664,5970,97948,1539,43344,1747,54580,345,60016,695,54288,222,47000,1325,68972,385,65920
26187.4,6010852,5384039,3887864,92504,80276,125080,38673,137748,34090,73296,176818,822668,5970,97948,1539,43344,1748,54580,347,60016,695,54288,222,47000,1325,68972,385,65920
27193.67,6011247,5384368,3887864,91036,80284,125080,38677,137748,34092,73296,176832,822668,5972,97948,1540,43348,1749,54580,349,60016,695,54288,222,47000,1325,68972,386,65920
28201.3,6011644,5384710,3887864,91036,80289,125080,38679,137748,34095,73296,176840,822668,5972,97948,1540,43348,1750,54580,349,60016,695,54288,222,47000,1327,68972,386,65920
29208.62,6012038,5385037,3887864,93396,80296,125080,38685,137748,34097,73296,176857,822672,5972,97948,1540,43348,1751,54580,350,60016,697,54288,222,47000,1327,68972,387,65920
30216.56,6012433,5385375,3887864,92640,80299,125080,38689,137748,34100,73296,176868,822672,5972,97948,1540,43348,1752,54580,351,60016,697,54288,222,47000,1327,68972,387,65920
31221.94,6012822,5385705,3887864,92388,80307,125080,38694,137748,34103,73296,176883,822672,5972,97948,1540,43348,1753,54580,352,60016,698,54288,222,47000,1328,68972,387,65920
32227.79,6013218,5386032,3887864,93408,80315,125080,38696,137748,34105,73296,176899,822672,5974,97948,1540,43348,1753,54580,353,60016,698,54288,222,47000,1329,68972,387,65920
33231.05,6013605,5386320,3887864,91512,80326,125080,38700,137748,34111,73300,176923,822672,5975,97948,1540,43348,1755,54580,353,60016,699,54288,223,47000,1330,68972,387,65920
34233.87,6014005,5386673,3887864,91260,80330,125096,38702,137748,34114,73304,176929,822672,5975,97948,1540,43348,1755,54580,353,60016,699,54288,223,47000,1330,68972,387,65920
35236.58,6014400,5387027,3887864,91260,80333,125100,38704,137748,34115,73304,176936,822672,5975,97948,1540,43348,1756,54584,353,60016,699,54288,223,47000,1330,68976,387,65920
