time,total,idle,mem_total,mem_free,2649/cpu,2649/rss,2691/cpu,2691/rss,2694/cpu,2694/rss,2695/cpu,2695/rss,3567/cpu,3567/rss,3587/cpu,3587/rss,50315/cpu,50315/rss,51561/cpu,51561/rss,51732/cpu,51732/rss,51997/cpu,51997/rss,52345/cpu,52345/rss,52803/cpu,52803/rss
1012.35,6244749,5586710,3887864,136028,84070,140324,40511,138440,35403,73720,185585,759160,6312,98052,1608,43360,2392,54592,461,50032,976,54900,305,47024,1886,69368,557,66492
2015.01,6245146,5587085,3887864,136028,84072,140324,40513,138440,35405,73720,185592,759160,6312,98052,1608,43360,2393,54592,461,50032,976,54900,305,47024,1886,69368,557,66492
3017.64,6245539,5587459,3887864,136028,84076,140324,40515,138440,35406,73720,185598,759160,6313,98052,1608,43360,2393,54592,461,50032,976,54900,305,47024,1886,69368,557,66492
4020.32,6245930,5587837,3887864,136028,84078,140324,40517,138440,35408,73720,185603,759160,6313,98052,1608,43360,2393,54596,461,50032,976,54900,305,47024,1886,69368,557,66492
5023.03,6246330,5588203,3887864,135788,84084,140324,40519,138440,35409,73720,185612,759160,6313,98052,1608,43360,2394,54596,461,50032,976,54900,305,47024,1886,69368,557,66492
6029.33,6246721,5588568,3887864,136040,84089,140324,40520,138440,35412,73720,185620,759160,6314,98052,1608,43360,2394,54596,461,50032,976,54900,305,47024,1887,69368,557,66492
7035.18,6247110,5588911,3887864,135788,84096,140324,40526,138440,35415,73720,185637,759160,6315,98052,1608,43360,2395,54596,462,50032,976,54900,305,47024,1887,69368,558,66492
8040.13,6247497,5589264,3887864,135536,84100,140324,40532,138440,35418,73720,185649,759160,6315,98052,1609,43360,2397,54596,462,50032,976,54900,305,47024,1887,69368,558,66492
9046.28,6247884,5589623,3887864,135536,84105,140324,40535,138440,35421,73720,185660,759160,6315,98052,1609,43360,2398,54596,462,50032,976,54900,306,47024,1887,69368,558,66492
10060.07,6248274,5589970,3887864,131816,84112,140324,40538,138440,35425,73720,185674,759160,6316,98052,1609,43360,2399,54596,462,50032,977,54900,306,47024,1888,69368,558,66492
11075.15,6248667,5590067,3887864,130444,84142,140324,40550,138448,35427,73720,185771,759176,6318,98052,1610,43360,2413,54596,462,50032,981,54900,307,47024,1906,69548,559,66496
12081.75,6249060,5590265,3887864,130116,84156,140324,40554,138448,35431,73720,185813,759176,6320,98052,1610,43360,2419,54596,462,50032,985,54900,307,47024,1913,69776,560,66496
13089.19,6249456,5590534,3887864,129876,84161,140324,40558,138448,35433,73720,185822,759176,6321,98052,1610,43360,2419,54596,463,50032,985,54900,307,47024,1913,69776,560,66496
14095.88,6249848,5590796,3887864,131840,84166,140332,40561,138448,35434,73720,185834,759176,6323,98052,1610,43368,2419,54596,464,50036,985,54900,307,47024,1913,69780,560,66496
15106.76,6250240,5591060,3887864,133620,84172,140380,40563,138448,35436,73720,185843,759176,6323,98052,1610,43368,2420,54596,466,50036,985,54900,308,47024,1913,69780,560,66496
16116.2,6250629,5591327,3887864,132064,84177,140380,40566,138448,35438,73720,185852,759176,6323,98052,1610,43368,2420,54596,468,50036,985,54900,309,47024,1913,69788,560,66496
17124.92,6251021,5591593,3887864,131300,84180,140400,40570,138448,35440,73720,185863,759176,6324,98052,1610,43368,2420,54596,472,50036,985,54900,309,47024,1914,69788,560,66496
18133.18,6251421,5591864,3887864,131300,84183,140400,40572,138448,35441,73720,185870,759176,6324,98052,1611,43368,2421,54596,474,50036,985,54900,309,47024,1914,69788,560,66496
19137.86,6251814,5592134,3887864,130924,84192,140408,40574,138448,35443,73720,185878,759176,6324,98052,1611,43368,2422,54596,477,50036,986,54900,309,47024,1914,69788,560,66496
20146.67,6252209,5592404,3887864,131064,84196,140408,40577,138448,35444,73720,185886,759176,6324,98052,1611,43368,2422,54596,479,50036,986,54900,309,47024,1914,69788,560,66496
21152.87,6252595,5592633,3887864,131992,84207,140412,40580,138448,35447,73720,185907,759176,6325,98052,1611,43368,2424,54596,483,50036,987,54900,309,47024,1916,69788,560,66496
22158.73,6252993,5592890,3887864,131128,84211,140412,40594,138448,35449,73720,185919,759176,6325,98052,1611,43368,2424,54596,485,50044,987,54900,309,47024,1917,69788,560,66496
