time,total,idle,mem_total,mem_free,2649/cpu,2649/rss,2691/cpu,2691/rss,2694/cpu,2694/rss,2695/cpu,2695/rss,3567/cpu,3567/rss,3587/cpu,3587/rss,50315/cpu,50315/rss,51561/cpu,51561/rss,51732/cpu,51732/rss,51997/cpu,51997/rss,52345/cpu,52345/rss,52803/cpu,52803/rss
1007.61,5616483,5047127,3887864,91884,73737,139768,35481,135284,31826,73128,161467,730460,5373,96500,1418,42600,558,53096,77,49744,189,50836,73,46220,289,62336,102,59380
2013.58,5616872,5047466,3887864,92048,73745,139772,35485,135284,31829,73128,161484,730460,5374,96500,1419,42600,558,53096,78,49764,190,50836,74,46220,290,62336,103,59380
3016.36,5617266,5047799,3887864,92752,73756,139772,35488,135284,31832,73128,161507,730460,5375,96500,1419,42600,559,53096,78,49764,191,50836,75,46220,292,62340,103,59380
4019.18,5617664,5048171,3887864,93460,73760,139780,35493,135284,31833,73128,161517,730460,5375,96500,1419,42600,560,53096,78,49764,191,50836,75,46220,292,62340,103,59380
5021.86,5618059,5048537,3887864,93548,73763,139780,35494,135284,31834,73128,161523,730460,5375,96500,1419,42600,561,53096,79,49772,191,50836,75,46220,292,62340,103,59380
6024.54,5618451,5048907,3887864,94572,73767,139780,35496,135284,31838,73128,161531,730460,5377,96500,1419,42600,561,53096,79,49772,192,50836,75,46220,293,62340,103,59380
7027.24,5618848,5049265,3887864,94872,73770,139780,35498,135284,31839,73128,161537,730460,5377,96500,1419,42600,561,53096,79,49780,192,50836,75,46220,293,62340,103,59380
8032.43,5619239,5049615,3887864,95116,73776,139780,35500,135284,31840,73128,161545,730460,5377,96500,1419,42600,563,53096,79,49780,192,50836,75,46220,293,62340,103,59380
9037.98,5619633,5049956,3887864,97700,73784,139780,35503,135284,31843,73128,161556,730460,5377,96500,1419,42600,563,53096,79,49780,192,50836,75,46220,293,62340,103,59380
10046.93,5620026,5050290,3887864,94328,73789,139784,35506,135284,31846,73128,161569,730460,5377,96500,1419,42600,564,53096,79,49780,192,50836,75,46220,294,62340,103,59380
11068.65,5620418,5050489,3887864,96952,73802,139788,35511,135284,31851,73128,161617,730476,5377,96500,1419,42612,573,53168,79,49824,194,50840,75,46220,302,62380,103,59380
12079.01,5620822,5050605,3887864,95364,73829,139924,35520,135284,31854,73128,161695,730500,5382,96500,1421,42632,585,53184,80,49968,200,51044,77,46284,314,62992,104,59380
13087.92,5621215,5050853,3887864,98048,73838,139928,35524,135284,31855,73128,161716,730500,5383,96500,1421,42632,586,53184,80,49968,201,51080,77,46284,318,63456,105,59380
14098.46,5621602,5051118,3887864,97288,73844,139932,35528,135284,31857,73128,161728,730500,5384,96504,1421,42632,586,53184,80,49968,201,51128,77,46284,318,63456,105,59380
15114.59,5621993,5051359,3887864,96116,73852,140676,35532,135284,31859,73132,161746,730500,5386,96504,1421,42632,588,53188,82,50096,203,51196,77,46284,318,63460,105,59384
16121.93,5622387,5051483,3887864,94092,73877,140700,35541,135284,31863,73132,161829,730532,5389,96504,1421,42632,603,53920,86,50272,209,51588,78,46292,332,63524,109,59944
17124.82,5622778,5051738,3887864,92556,73887,140704,35546,135284,31865,73132,161870,730540,5390,96504,1421,42632,611,53924,86,50332,211,51600,79,46292,340,63964,111,60208
18127.58,5623173,5052096,3887864,92316,73890,140708,35548,135284,31866,73132,161877,730540,5390,96504,1421,42632,611,53924,86,50332,212,51600,79,46292,340,63964,111,60208
19130.25,5623570,5052451,3887864,92648,73894,140708,35551,135284,31868,73132,161884,730540,5390,96504,1421,42632,611,53924,86,50332,212,51600,79,46292,340,63976,111,60208
20134.18,5623967,5052801,3887864,92400,73898,140712,35553,135284,31869,73132,161893,730540,5391,96504,1421,42632,612,53924,86,50348,212,51600,79,46292,340,63976,111,60208
21139.84,5624362,5053145,3887864,92148,73904,140716,35555,135284,31871,73132,161902,730540,5391,96504,1421,42632,613,53932,86,50348,213,51600,79,46292,341,63980,112,60288
22145.73,5624759,5053463,3887864,91140,73912,140720,35560,135284,31875,73132,161920,730540,5391,96504,1422,42632,613,53932,87,50360,213,51600,79,46292,342,64040,112,60360
23151.05,5625150,5053778,3887864,91140,73924,140720,35563,135284,31877,73132,161944,730540,5393,96504,1422,42632,615,53932,87,50360,214,51604,80,46292,344,64112,112,60360
24158.92,5625537,5054114,3887864,91432,73930,140720,35566,135284,31880,73132,161956,730540,5393,96504,1422,42632,616,53932,87,50360,216,51608,80,46292,344,64112,112,60360
25161.73,5625932,5054441,3887864,91180,73936,140720,35569,135284,31882,73132,161965,730540,5393,96504,1422,42632,616,53932,88,50360,216,51608,80,46292,345,64128,112,60360
26164.49,5626330,5054793,3887864,90900,73940,140720,35571,135284,31885,73132,161974,730540,5394,96504,1422,42632,616,53932,88,50360,216,51608,80,46292,345,64136,113,60360
