time,total,idle,mem_total,mem_free,2649/cpu,2649/rss,2691/cpu,2691/rss,2694/cpu,2694/rss,2695/cpu,2695/rss,3567/cpu,3567/rss,3587/cpu,3587/rss,50315/cpu,50315/rss,51561/cpu,51561/rss,51732/cpu,51732/rss,51997/cpu,51997/rss,52345/cpu,52345/rss,52803/cpu,52803/rss
1011.29,5856662,5253750,3887864,75276,77747,118972,37443,137724,33238,73224,170802,829280,5740,97808,1495,43344,1281,53508,183,54224,500,54092,164,46904,913,68020,271,64260
2014.53,5857056,5254126,3887864,75276,77750,118972,37444,137724,33239,73224,170807,829280,5740,97808,1495,43344,1281,53508,183,54224,500,54092,164,46904,913,68020,271,64260
3019.49,5857453,5254487,3887864,75032,77755,118972,37446,137724,33242,73224,170816,829280,5741,97808,1495,43344,1282,53508,184,54224,500,54092,164,46904,913,68020,271,64260
4022.14,5857843,5254835,3887864,74780,77759,118972,37452,137724,33245,73224,170827,829280,5741,97808,1496,43344,1282,53508,184,54224,500,54092,164,46904,915,68020,271,64260
5024.79,5858241,5255213,3887864,75032,77763,118972,37453,137724,33247,73224,170833,829280,5741,97808,1496,43344,1283,53508,184,54224,500,54092,164,46904,915,68020,271,64260
6027.67,5858636,5255588,3887864,75032,77767,118972,37456,137724,33248,73224,170841,829280,5741,97808,1496,43344,1283,53508,184,54224,500,54092,164,46904,915,68020,271,64260
7030.47,5859032,5255964,3887864,75284,77771,118980,37457,137724,33250,73224,170847,829280,5742,97808,1496,43344,1283,53508,184,54224,500,54092,164,46904,915,68020,271,64260
8034.12,5859427,5256331,3887864,75284,77773,118980,37460,137724,33251,73224,170855,829280,5742,97808,1496,43344,1283,53508,184,54224,500,54092,164,46904,915,68020,271,64260
9040.32,5859824,5256691,3887864,75060,77780,118980,37463,137724,33252,73224,170868,829280,5742,97808,1496,43344,1283,53508,184,54224,501,54096,164,46904,915,68020,271,64260
10045.8,5860213,5257035,3887864,71280,77788,118980,37466,137724,33255,73224,170885,829280,5744,97808,1496,43344,1285,53508,184,54224,501,54160,164,46904,917,68020,271,64260
11061.84,5860600,5257142,3887864,74220,77819,119016,37478,137724,33259,73228,170978,829320,5747,97812,1496,43344,1298,53516,185,54336,506,54160,165,46908,934,68132,273,64260
12068.87,5860988,5257351,3887864,72976,77831,119080,37482,137724,33260,73228,171017,829328,5748,97816,1497,43344,1303,53520,185,54376,508,54160,166,46908,939,68140,273,64260
13077.72,5861378,5257613,3887864,72968,77836,119088,37484,137724,33264,73228,171031,829328,5750,97816,1497,43344,1304,53520,185,54392,509,54160,166,46908,940,68140,273,64260
14084.4,5861768,5257880,3887864,72472,77840,119088,37488,137724,33265,73228,171039,829328,5750,97816,1498,43348,1304,53520,187,54448,509,54160,166,46908,940,68140,273,64260
15092.19,5862163,5258151,3887864,72872,77844,119088,37489,137724,33266,73228,171046,829328,5751,97816,1498,43348,1305,53520,189,54540,509,54160,166,46908,940,68140,273,64260
16099.85,5862554,5258423,3887864,73368,77849,119088,37492,137724,33268,73228,171056,829328,5751,97816,1498,43348,1305,53528,192,54660,509,54160,166,46908,940,68140,273,64260
17109.5,5862952,5258692,3887864,73020,77854,119088,37494,137724,33269,73228,171064,829328,5751,97816,1498,43348,1305,53548,195,54800,510,54160,166,46908,940,68140,274,64260
18114.87,5863339,5258956,3887864,72960,77857,119088,37497,137724,33270,73228,171070,829328,5751,97816,1498,43348,1306,53556,199,54932,510,54160,166,46908,940,68140,274,64260
19121.36,5863735,5259219,3887864,72956,77863,119088,37500,137724,33273,73228,171083,829328,5752,97816,1498,43348,1306,53572,201,55076,510,54160,166,46908,941,68140,274,64260
20134.78,5864122,5259487,3887864,75172,77867,119088,37502,137724,33274,73228,171093,829328,5752,97816,1498,43348,1308,53608,204,55216,511,54160,166,46908,942,68140,274,64260
21139.73,5864514,5259730,3887864,73792,77878,119092,37507,137724,33276,73228,171113,829328,5753,97816,1498,43348,1309,53708,208,55368,512,54164,167,46908,943,68140,274,64260
22145.84,5864905,5259994,3887864,74804,77881,119092,37509,137724,33278,73232,171120,829340,5753,97816,1498,43348,1309,53720,211,55496,512,54164,167,46908,943,68140,274,64260
23166.39,5865297,5260229,3887864,75008,77889,119092,37514,137724,33281,73232,171145,829348,5754,97816,1498,43348,1312,54036,215,55656,514,54164,167,46908,945,68140,274,64260
24169.53,5865697,5260367,3887864,81404,77917,119124,37522,137724,33283,73232,171223,829364,5757,97816,1499,43364,1325,53876,218,55852,517,54164,168,46912,959,68248,279,64260
25172.32,5866090,5260636,3887864,79308,77930,119132,37527,137724,33285,73232,171266,829372,5758,97816,1499,43376,1330,53880,220,55924,522,54164,168,46916,968,68588,281,64264
26177.31,5866484,5260979,3887864,79056,77935,119132,37530,137724,33287,73232,171275,829372,5759,97816,1499,43376,1331,53880,221,55936,522,54164,168,46916,968,68588,281,64264
27182.56,5866878,5261310,3887864,79688,77941,119136,37532,137724,33290,73232,171289,829372,5759,97816,1499,43376,1333,53880,223,55960,523,54164,169,46916,968,68588,281,64264
28187.48,5867270,5261631,3887864,79428,77946,119144,37535,137724,33292,73232,171299,829372,5759,97816,1499,43376,1333,53880,223,55976,523,54164,169,46916,969,68588,282,64264
29192.85,5867665,5261982,3887864,79176,77951,119144,37537,137724,33294,73232,171308,829372,5760,97816,1499,43376,1333,53880,224,55988,523,54164,169,46916,969,68600,282,64264
30196.3,5868063,5262329,3887864,79344,77955,119144,37540,137724,33295,73232,171318,829372,5761,97816,1499,43376,1334,53880,224,55988,524,54164,169,46916,971,68600,282,64264
31201.94,5868461,5262669,3887864,80280,77961,119144,37542,137724,33297,73232,171330,829372,5761,97816,1499,43376,1335,53892,225,55988,524,54164,170,46916,971,68600,282,64264
32204.97,5868855,5263021,3887864,80028,77964,119144,37543,137724,33299,73232,171335,829372,5761,97816,1499,43376,1335,53892,225,56024,525,54164,170,46916,971,68604,282,64264
33209.84,5869246,5263373,3887864,80100,77967,119148,37545,137724,33300,73232,171342,829372,5761,97816,1499,43376,1336,53892,225,56024,525,54164,170,46916,971,68604,282,64264
34212.9,5869640,5263729,3887864,79960,77970,119148,37548,137724,33302,73232,171348,829372,5761,97816,1500,43376,1336,53892,225,56024,525,54164,170,46916,971,68604,282,64264
35215.84,5870035,5264100,3887864,82356,77975,119152,37550,137724,33303,73232,171356,829372,5762,97816,1500,43376,1336,53892,225,56024,525,54164,170,46916,971,68604,282,64264
