time,total,idle,mem_total,mem_free,2649/cpu,2649/rss,2691/cpu,2691/rss,2694/cpu,2694/rss,2695/cpu,2695/rss,3567/cpu,3567/rss,3587/cpu,3587/rss,50315/cpu,50315/rss,51561/cpu,51561/rss,51732/cpu,51732/rss,51997/cpu,51997/rss,52345/cpu,52345/rss,52803/cpu,52803/rss
1006.37,5685000,5105777,3887864,75732,74907,145276,36052,137420,32232,73180,164196,750020,5479,96756,1442,42668,768,53848,109,51100,280,52376,99,46416,470,66572,155,63484
2009.06,5685397,5106145,3887864,75592,74911,145276,36055,137432,32234,73180,164203,750020,5479,96756,1442,42668,768,53848,109,51108,280,52376,99,46416,471,66572,155,63484
3011.62,5685794,5106517,3887864,75596,74915,145276,36056,137432,32235,73180,164209,750020,5479,96756,1442,42668,769,53848,109,51108,280,52376,99,46416,471,66572,155,63484
4014.41,5686190,5106894,3887864,75848,74919,145276,36057,137432,32236,73180,164216,750024,5479,96756,1442,42668,769,53848,109,51108,280,52376,99,46420,471,66572,155,63484
5019.98,5686583,5107264,3887864,75596,74924,145276,36060,137432,32237,73180,164224,750024,5480,96756,1442,42668,769,53848,109,51108,280,52376,100,46420,472,66572,155,63484
6026.24,5686975,5107616,3887864,75348,74931,145276,36063,137432,32241,73180,164237,750024,5481,96764,1442,42668,770,53848,110,51108,281,52376,100,46420,472,66572,156,63484
7031.86,5687367,5107967,3887864,75348,74936,145276,36066,137432,32244,73180,164251,750024,5481,96764,1442,42668,771,53848,110,51128,282,52380,100,46420,472,66580,156,63488
8037.77,5687754,5108293,3887864,75348,74949,145284,36071,137432,32247,73180,164277,750024,5481,96764,1443,42680,772,53848,110,51128,284,52388,101,46432,475,66584,156,63488
9044.17,5688144,5108637,3887864,75096,74954,145284,36078,137436,32250,73180,164292,750024,5482,96764,1444,42688,773,53848,110,51128,285,52388,101,46432,475,66584,156,63488
10049.1,5688534,5108976,3887864,67532,74961,145284,36080,137444,32252,73180,164305,750024,5482,96764,1444,42688,775,53848,110,51128,285,52388,101,46432,475,66584,156,63488
11056.21,5688920,5109077,3887864,83052,74989,144900,36094,137488,32259,73184,164398,750036,5485,96784,1445,42688,788,53856,111,51236,289,52404,101,46436,490,66600,158,63512
12063.66,5689310,5109296,3887864,83684,75000,144952,36098,137488,32261,73184,164433,750040,5487,96792,1445,42688,794,53868,112,51280,292,52408,102,46456,494,66664,158,63516
13072.83,5689706,5109542,3887864,83544,75006,144960,36101,137488,32262,73184,164450,750044,5487,96792,1445,42688,796,53872,112,51280,292,52408,102,46460,496,66664,158,63516
14079.47,5690100,5109800,3887864,83300,75014,144968,36104,137488,32264,73184,164465,750048,5489,96800,1445,42712,796,53872,112,51288,293,52408,102,46460,496,66664,158,63520
15101.0,5690492,5109988,3887864,82812,75028,144976,36111,137488,32266,73188,164513,750056,5491,96872,1445,42716,801,53876,115,51428,296,52420,103,46492,504,66688,158,63532
16107.38,5690895,5110138,3887864,81764,75053,145024,36119,137496,32269,73188,164600,750072,5495,96964,1445,42716,820,54124,117,51516,301,52432,103,46528,520,66720,165,63564
17110.18,5691288,5110454,3887864,82312,75060,145036,36121,137500,32270,73188,164622,750076,5495,96968,1445,42716,822,54124,117,51564,302,52432,104,46528,524,66796,165,63564
18112.89,5691678,5110792,3887864,82792,75068,145108,36123,137500,32272,73188,164637,750076,5496,96976,1445,42716,823,54124,118,51564,303,52432,105,46544,526,66796,165,63564
19115.6,5692076,5111139,3887864,82200,75072,145116,36126,137500,32273,73188,164645,750076,5496,96976,1446,42720,824,54124,118,51564,303,52432,105,46544,526,66796,166,63564
20120.86,5692475,5111481,3887864,83524,75076,145140,36127,137500,32275,73188,164654,750076,5496,96976,1446,42720,824,54132,118,51564,304,52432,105,46544,526,66796,166,63564
21126.59,5692872,5111817,3887864,83036,75081,145140,36130,137500,32280,73188,164665,750076,5496,96976,1446,42720,826,54132,118,51564,305,52432,105,46544,526,66796,166,63564
22131.69,5693262,5112149,3887864,82784,75089,145140,36136,137500,32283,73188,164678,750076,5497,96988,1446,42720,826,54132,118,51564,305,52432,105,46544,526,66796,166,63564
23134.49,5693659,5112491,3887864,82280,75093,145140,36138,137500,32286,73188,164684,750076,5497,96988,1446,42720,826,54132,118,51584,305,52432,105,46544,526,66796,166,63564
24137.25,5694052,5112836,3887864,82648,75103,145156,36140,137500,32287,73188,164695,750076,5498,97004,1446,42720,826,54132,118,51584,305,52432,105,46544,526,66796,166,63564
25139.96,5694449,5113193,3887864,82156,75106,145172,36142,137500,32289,73188,164700,750076,5498,97004,1446,42720,827,54132,118,51584,305,52432,105,46544,526,66796,166,63564
26142.69,5694844,5113549,3887864,81904,75109,145196,36143,137500,32290,73188,164707,750076,5498,97020,1446,42720,827,54132,118,51584,305,52432,105,46544,527,66796,166,63564
