time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1012.81,2421711,2380321,16370460,11450564,1308,109808,6964,69584,11137,377196,656,63588,4038,122928,135,50716,450,70200,292,54072,635,55480,230,65004,132,47912
2017.5,2422309,2380910,16370460,11450060,1308,109808,6965,69584,11141,377196,656,63588,4040,122928,135,50716,450,70200,293,54200,636,55352,230,65004,132,47912
3021.96,2422906,2381502,16370460,11450060,1309,109808,6967,69584,11142,377196,656,63588,4041,122928,135,50716,450,70200,293,54200,636,55352,230,65004,132,47912
4025.64,2423506,2382090,16370460,11433428,1309,109808,6968,69712,11145,377196,656,63588,4042,122928,135,50716,450,70200,293,54200,636,55352,230,65004,132,47912
5029.56,2424104,2382679,16370460,11435508,1309,109808,6969,69712,11147,377196,656,63588,4043,122928,135,50716,451,70200,293,54200,636,55352,230,65004,132,47912
6033.65,2424702,2383264,16370460,11437668,1309,109808,6971,71232,11151,377196,657,63588,4044,122928,135,50716,451,70200,293,54200,636,55352,230,65004,132,47912
7036.24,2425300,2383849,16370460,11439968,1310,109808,6976,69600,11155,377196,657,63588,4045,122928,135,50716,451,70200,294,54200,636,55352,230,65004,132,47912
8040.59,2425899,2384441,16370460,11441432,1310,109808,6977,69600,11158,377196,657,63588,4047,122928,135,50716,451,70200,294,54328,636,55352,230,65004,132,47912
9045.51,2426499,2385035,16370460,11443608,1310,109808,6979,69600,11160,377196,657,63588,4047,122928,135,50716,451,70200,294,54328,636,55352,230,65004,132,47912
10049.56,2427097,2385626,16370460,11444844,1310,109808,6980,69600,11162,377196,657,63588,4049,122928,135,50716,451,70200,294,54328,637,55352,230,65004,132,47912
11063.64,2427701,2386224,16370460,11445116,1310,109808,6980,71008,11164,377196,657,63588,4049,122928,135,50716,451,70200,294,54328,637,55352,230,65004,132,47912
12068.59,2428299,2386815,16370460,11445144,1310,109808,6983,71136,11167,377196,657,63588,4051,122928,135,50716,451,70200,294,54328,637,55352,230,65004,132,47912
13073.59,2428897,2387408,16370460,11445144,1311,109808,6984,71136,11170,377196,657,63588,4052,122928,135,50716,451,70200,294,54456,637,55352,230,65004,132,47912
14078.48,2429496,2387995,16370460,11453028,1311,109808,6985,71136,11173,377196,657,63588,4053,122928,135,50716,451,70200,295,54456,637,55352,230,65004,132,47912
15083.42,2430098,2388586,16370460,11452272,1311,109808,6987,71264,11174,377196,658,63588,4054,122928,135,50716,451,70200,295,54456,637,55352,230,65004,132,47912
16087.75,2430697,2389175,16370460,11452272,1311,109808,6988,71264,11176,377196,658,63588,4055,122928,135,50716,451,70200,295,54456,637,55352,230,65004,133,47912
17092.66,2431295,2389760,16370460,11453532,1312,109808,6993,69284,11181,377196,658,63588,4056,122928,135,50716,452,70200,295,54456,638,55352,230,65004,133,47912
18097.27,2431895,2390353,16370460,11453532,1312,109808,6994,69284,11184,377196,659,63588,4057,122928,135,50716,453,70200,295,54456,638,55352,230,65004,133,47912
19102.64,2432496,2390946,16370460,11453532,1312,109808,6996,69540,11187,377196,659,63588,4058,122928,135,50716,453,70200,295,54456,638,55352,230,65004,133,47912
20106.44,2433093,2391537,16370460,11453532,1313,109808,6996,69540,11188,377196,659,63588,4059,122928,135,50716,453,70200,295,54456,638,55352,230,65004,133,47912
21110.57,2433694,2392127,16370460,11453280,1313,109808,6998,69668,11192,377196,659,63588,4060,122928,135,50716,453,70200,295,54456,638,55352,231,65132,133,47912
22114.39,2434291,2392718,16370460,11453280,1313,109808,7000,69668,11194,377196,659,63588,4061,122928,135,50716,453,70200,295,54584,638,55352,231,65132,134,47912
23124.14,2434892,2393313,16370460,11453280,1313,109808,7002,69796,11197,377196,659,63588,4062,122928,135,50716,453,70200,296,54584,638,55352,231,65132,134,47912
24129.11,2435490,2393904,16370460,11453280,1313,109808,7002,69796,11199,377196,659,63588,4064,122928,135,50716,453,70200,296,54584,639,55352,231,65132,134,47912
25132.79,2436090,2394493,16370460,11449724,1314,109808,7003,69796,11201,377196,659,63588,4064,122928,135,50716,453,70200,296,54584,639,55352,231,65132,134,47912
26137.63,2436689,2395084,16370460,11449724,1314,109808,7005,69924,11203,377196,659,63588,4065,122928,135,50716,453,70200,296,54584,640,55352,231,65132,134,47912
27143.4,2437289,2395669,16370460,11449724,1315,109808,7010,69592,11207,377196,659,63588,4066,122928,135,50716,453,70200,296,54584,640,55352,231,65132,134,47912
28147.47,2437887,2396262,16370460,11449724,1315,109808,7011,69592,11210,377196,659,63588,4067,122928,135,50716,453,70200,296,54584,640,55352,231,65132,134,47912
29152.49,2438486,2396855,16370460,11449724,1315,109808,7013,69720,11212,377196,660,63588,4068,122928,135,50716,453,70200,296,54712,640,55352,231,65132,134,47912
30157.58,2439085,2397442,16370460,11449724,1316,109808,7013,69720,11213,377196,660,63588,4069,122928,136,50716,453,70200,297,54712,641,55352,231,65132,134,47912
31161.85,2439682,2398021,16370460,11448744,1316,109808,7014,69720,11215,377196,660,63588,4070,122928,139,51996,453,70200,297,54712,641,55352,231,65260,134,47912
32165.53,2440279,2398574,16370460,11442736,1316,109808,7021,69288,11232,382700,661,63588,4072,122928,142,53916,454,70200,299,55096,641,55352,231,65388,134,47912
33172.49,2440870,2399032,16370460,11383148,1316,109808,7036,65316,11254,384492,661,63844,4075,123440,144,56092,457,70456,300,55096,642,55352,231,65644,134,47912
34176.03,2441467,2399574,16370460,11374240,1316,109808,7046,65680,11266,384876,662,64356,4077,126384,146,58268,458,70456,302,56632,642,55352,232,66156,134,47912
35181.77,2442055,2399974,16370460,11283728,1317,109808,7065,65748,11297,384876,663,64868,4082,128560,150,60700,460,70456,303,56632,643,55352,233,66412,134,47912
36185.76,2442650,2400501,16370460,11275356,1318,109808,7077,65900,11312,384876,663,66148,4086,129072,152,62620,462,71608,305,56760,644,55352,233,66540,134,47912
37192.99,2443239,2400896,16370460,11192360,1318,109808,7098,65632,11332,384876,664,66532,4089,129072,155,64924,463,71608,307,57016,645,55352,234,66668,134,47912
38197.75,2443831,2401426,16370460,11184420,1318,109808,7103,65524,11350,385132,664,66916,4091,129200,157,67356,465,71608,308,57272,645,55352,234,66796,134,47912
39199.88,2444424,2401987,16370460,11181928,1318,109808,7108,65456,11357,385260,665,66916,4093,129712,160,67868,466,71608,308,57272,646,55352,234,66796,134,47912
40204.22,2445017,2402557,16370460,11180680,1319,109808,7109,65456,11360,385260,665,66916,4094,129712,163,67868,466,71608,308,57272,646,55352,234,66796,134,47912
41208.64,2445613,2403130,16370460,11180680,1319,109808,7109,65456,11362,385260,666,66916,4095,129712,166,67868,466,71608,309,57272,646,55352,234,66796,134,47912
42215.16,2446210,2403705,16370460,11180432,1320,109808,7112,65456,11364,385260,666,66916,4098,129712,168,67868,466,71608,309,57272,646,55352,234,66796,134,47912
43217.15,2446805,2404277,16370460,11177940,1320,109808,7114,65456,11367,385260,666,66916,4099,129712,171,67868,466,71608,309,57272,646,55352,234,66796,134,47912
44219.27,2447402,2404849,16370460,11174440,1320,109808,7115,65456,11369,385260,666,66916,4099,129712,174,67868,467,71608,309,57272,646,55352,234,66796,134,47912
45221.39,2447994,2405400,16370460,11163112,1320,109808,7119,65404,11376,385260,666,66916,4101,129840,176,67868,467,71608,310,57272,647,55608,234,66796,134,47912
46224.41,2448590,2405968,16370460,11162860,1320,109808,7121,65140,11379,385260,666,66916,4102,130096,179,67868,467,71608,310,57272,648,55608,234,66796,134,47912
47227.22,2449184,2406519,16370460,11161348,1320,109808,7128,64928,11387,385260,667,66916,4104,130096,183,69276,469,71608,311,57272,648,55608,235,66796,135,47912
48229.14,2449780,2407094,16370460,11159836,1321,109808,7129,64928,11388,385260,667,66916,4105,130096,185,71324,469,71608,311,57272,648,55608,235,66796,135,47912
49232.66,2450375,2407667,16370460,11156336,1322,109936,7130,65184,11391,385260,667,66916,4106,130096,188,73500,469,71608,311,57272,648,55608,236,66796,135,47912
50235.03,2450968,2408233,16370460,11146280,1322,109936,7131,65184,11393,385260,667,66916,4107,130096,191,75548,469,71608,311,57272,648,55608,236,66796,135,47912
51238.13,2451566,2408804,16370460,11143536,1323,109936,7133,65312,11397,385260,667,66916,4109,130096,195,77340,469,71608,311,57272,649,55608,236,66796,136,47912
52242.68,2452162,2409379,16370460,11142024,1323,109936,7134,65312,11399,385260,667,66916,4109,130096,197,78748,469,71608,312,57272,649,55608,236,66796,136,47912
53246.2,2452756,2409953,16370460,11141020,1323,109936,7136,65312,11402,385260,667,66916,4111,130096,200,78748,469,71608,313,57272,649,55608,236,66796,136,47912
54251.65,2453352,2410527,16370460,11140012,1323,109936,7137,65440,11404,385260,667,66916,4112,130096,203,78748,469,71608,313,57272,649,55608,236,66796,136,47912
55253.39,2453947,2411097,16370460,11133580,1323,109936,7138,65440,11406,385260,667,66916,4112,130096,205,78748,469,71608,313,57272,649,55608,236,66796,136,47912
56257.29,2454544,2411669,16370460,11132084,1323,109936,7140,64868,11408,385260,667,66916,4113,130096,208,78748,469,71608,313,57272,649,55608,236,66796,136,47912
57259.54,2455140,2412235,16370460,11129592,1324,109936,7143,64864,11412,385260,667,66916,4114,130096,211,78748,469,71608,314,57272,649,55608,236,66796,136,47912
58263.86,2455737,2412812,16370460,11129340,1324,109936,7144,64864,11413,385260,668,66916,4115,130096,213,78748,469,71608,314,57272,649,55608,236,66796,136,47912
59266.89,2456332,2413381,16370460,11127576,1324,109936,7145,65120,11416,385260,668,66916,4116,130096,216,78748,470,71608,314,57272,649,55608,236,66796,136,47912
60272.17,2456929,2413953,16370460,11124076,1324,109936,7147,65120,11419,385260,668,66916,4116,130096,219,78748,470,71608,314,57272,649,55608,236,66796,136,47912
61275.93,2457525,2414527,16370460,11123348,1324,109936,7147,65248,11420,385260,669,66916,4118,130096,221,78748,470,71608,314,57272,650,55608,236,66796,136,47912
62280.87,2458122,2415105,16370460,11122592,1324,109936,7148,65248,11422,385260,669,66916,4119,130096,223,78748,470,71608,314,57272,650,55608,236,66796,136,47912
63285.07,2458719,2415677,16370460,11121336,1326,109936,7150,65376,11424,385260,669,66916,4119,130096,226,78748,470,71608,314,57272,650,55608,236,66796,136,47912
64289.45,2459316,2416251,16370460,11120832,1326,109936,7151,65376,11427,385260,669,66916,4121,130096,228,78748,470,71608,314,57272,650,55608,236,66796,136,47912
65293.74,2459913,2416820,16370460,11116044,1326,109936,7152,65376,11429,385260,669,66916,4122,130096,231,78748,470,71608,315,57272,650,55608,236,66796,136,47912
66296.87,2460506,2417387,16370460,11116044,1326,109936,7155,64888,11433,385260,669,66916,4123,130096,233,78748,470,71608,316,57272,650,55608,236,66796,136,47912
67301.06,2461100,2417957,16370460,11116044,1326,109936,7159,64960,11436,385260,669,66916,4124,130096,236,78748,470,71608,316,57272,650,55608,236,66796,136,47912
68305.68,2461699,2418534,16370460,11116044,1326,109936,7161,64960,11439,385260,670,66916,4125,130096,239,78748,470,71608,316,57272,650,55608,236,66796,136,47912
69309.51,2462295,2419107,16370460,11116044,1327,109936,7162,65088,11442,385260,670,66916,4126,130096,241,78748,470,71608,316,57272,650,55608,236,66796,136,47912
70315.33,2462892,2419679,16370460,11115540,1327,109936,7163,65088,11444,385260,670,66916,4126,130096,243,78748,471,71608,316,57272,651,55608,236,66796,136,47912
71317.97,2463487,2420253,16370460,11115540,1327,109936,7164,65216,11446,385260,670,66916,4128,130096,246,78748,471,71608,316,57272,651,55608,237,66796,136,47912
72320.41,2464083,2420829,16370460,11115036,1327,109936,7165,65216,11447,385260,670,66916,4128,130096,249,78748,471,71608,316,57272,651,55608,237,66796,136,47912
73324.26,2464678,2421405,16370460,11115036,1327,109936,7165,65216,11450,385260,671,66916,4130,130096,252,78748,471,71608,317,57272,651,55608,237,66796,136,47912
74328.11,2465273,2421976,16370460,11113528,1328,109936,7167,65216,11453,385260,671,66916,4130,130096,255,78748,471,71608,317,57272,651,55608,237,66796,136,47912
75330.22,2465868,2422543,16370460,11107480,1328,109936,7168,65216,11455,385260,671,66916,4131,130096,256,78748,472,71608,317,57272,651,55608,237,66796,136,47912
76333.41,2466461,2423114,16370460,11107228,1328,109936,7170,64972,11458,385260,671,66916,4132,130096,259,78748,472,71608,318,57272,651,55608,237,66796,136,47912
77335.79,2467056,2423683,16370460,11106248,1328,109936,7174,64724,11461,385260,671,66916,4134,130096,262,78748,472,71608,318,57272,651,55608,237,66796,136,47912
78339.4,2467649,2424258,16370460,11105996,1328,109936,7175,64724,11464,385260,671,66916,4134,130096,265,78876,472,71608,318,57272,652,55608,237,66796,136,47912
79342.37,2468243,2424830,16370460,11103224,1329,109936,7178,66388,11466,385260,672,66916,4135,130096,268,78876,472,71608,318,57272,652,55608,237,66796,136,47912
80345.81,2468838,2425400,16370460,11102972,1329,109936,7180,66516,11469,385260,672,66916,4136,130096,271,78876,472,71608,319,57272,652,55608,237,66796,136,47912
81350.32,2469433,2425969,16370460,11102972,1330,109936,7182,66644,11473,385260,672,66916,4137,130096,273,78876,472,71608,319,57272,652,55608,237,66796,136,47912
82354.55,2470030,2426544,16370460,11101968,1330,109936,7183,66772,11475,385260,672,66916,4138,130096,276,78876,472,71608,319,57272,652,55608,237,66796,136,47912
83359.33,2470625,2427118,16370460,11101968,1330,109936,7185,66772,11477,385260,672,66916,4140,130096,278,78876,472,71608,319,57272,652,55608,237,66796,136,47912
84362.8,2471223,2427692,16370460,11100204,1330,109936,7188,68052,11481,385260,672,66916,4140,130096,281,78876,472,71608,319,57272,652,55608,237,66796,136,47912
85367.06,2471819,2428267,16370460,11099952,1330,109936,7189,68052,11482,385260,672,66916,4141,130096,284,78876,472,71608,319,57272,652,55608,237,66796,137,47912
86370.85,2472415,2428835,16370460,11101572,1330,109936,7191,64812,11485,385260,672,66916,4142,130096,286,78876,472,71608,319,57272,653,55608,237,66796,137,47912
87375.27,2473012,2429404,16370460,11101324,1330,109936,7195,65156,11489,385260,672,66916,4143,130096,289,78876,473,71608,320,57272,653,55608,237,66796,137,47912
88380.33,2473610,2429980,16370460,11101084,1331,109936,7196,65156,11491,385260,672,66916,4144,130096,292,78876,473,71608,321,57272,653,55608,237,66796,137,47912
89385.02,2474205,2430550,16370460,11099612,1331,109936,7198,65004,11493,385260,672,66916,4145,130096,294,78876,473,71608,321,57272,653,55608,237,66796,137,47912
90390.19,2474803,2431121,16370460,11098856,1331,109936,7199,65004,11495,385260,672,66916,4146,130096,296,78876,473,71608,321,57272,653,55608,237,66796,137,47912
91394.07,2475399,2431695,16370460,11098132,1332,109936,7199,65004,11497,385260,673,66916,4146,130096,299,78876,473,71608,321,57272,653,55608,238,66796,137,47912
92399.2,2475995,2432270,16370460,11097880,1332,109936,7201,65004,11500,385260,673,66916,4148,130096,302,78876,473,71608,322,57272,653,55608,238,66796,137,47912
93403.61,2476592,2432845,16370460,11097628,1333,109936,7201,65004,11502,385260,673,66916,4149,130096,305,78876,473,71608,322,57272,653,55608,238,66796,137,47912
94408.8,2477187,2433416,16370460,11097628,1333,109936,7204,65004,11504,385260,673,66916,4150,130096,307,78876,473,71608,322,57272,654,55608,238,66796,137,47912
95415.15,2477785,2433988,16370460,11097628,1333,109936,7206,66156,11507,385260,674,66916,4151,130096,311,78876,473,71608,322,57272,654,55608,238,66796,137,47912
96419.63,2478380,2434540,16370460,11097096,1333,109936,7209,64568,11522,385260,674,66916,4153,130096,313,78876,473,71608,322,57272,655,55608,238,66796,137,47912
97422.48,2478973,2435107,16370460,11097124,1333,109936,7213,64476,11527,385260,674,66916,4153,130096,315,78876,473,71608,323,57272,655,55608,238,66796,137,47912
98425.18,2479567,2435682,16370460,11097124,1334,109936,7215,64476,11528,385260,674,66916,4155,130096,318,78876,473,71608,323,57272,655,55608,238,66796,137,47912
99427.97,2480166,2436255,16370460,11096872,1334,109936,7216,64860,11531,385260,674,66916,4155,130096,320,78876,473,71608,323,57272,655,55608,238,66796,137,47912
100430.38,2480760,2436824,16370460,11095612,1334,109936,7217,64860,11533,385260,675,66916,4156,130096,322,78876,474,71608,323,57272,655,55608,238,66796,137,47912
101434.0,2481355,2437399,16370460,11095612,1334,109936,7218,64860,11536,385260,675,66916,4157,130096,325,78876,474,71608,323,57272,655,55608,238,66796,137,47912
102437.36,2481952,2437974,16370460,11095360,1334,109936,7219,64860,11537,385260,675,66916,4158,130096,328,78876,474,71608,324,57272,655,55608,238,66796,137,47912
103441.06,2482549,2438549,16370460,11095108,1334,109936,7220,64860,11540,385260,675,66916,4159,130096,331,78876,474,71608,324,57272,655,55608,238,66796,137,47912
104443.87,2483143,2439117,16370460,11094352,1335,109936,7222,64860,11543,385260,675,66916,4160,130096,333,78876,474,71608,324,57272,656,55608,238,66796,137,47912
105448.41,2483737,2439688,16370460,11094100,1336,109936,7223,64860,11544,385260,675,66916,4161,130096,336,79004,474,71608,324,57272,656,55608,238,66796,137,47912
106451.55,2484332,2440254,16370460,11090824,1336,109936,7225,65116,11548,385260,675,66916,4163,130096,338,79004,474,71608,324,57272,656,55608,238,66796,138,47912
107456.31,2484929,2440824,16370460,11090824,1336,109936,7229,64820,11551,385260,675,66916,4164,130096,341,79004,474,71608,325,57272,656,55608,238,66796,138,47912
108461.02,2485527,2441400,16370460,11090824,1336,109936,7230,64820,11554,385260,676,66916,4164,130096,343,79004,474,71608,325,57272,656,55608,238,66796,138,47912
109466.95,2486125,2441976,16370460,11090824,1336,109936,7232,64820,11555,385260,676,66916,4165,130096,346,79004,474,71608,326,57272,656,55608,238,66796,138,47912
110470.23,2486720,2442547,16370460,11090320,1336,109936,7233,64820,11558,385260,676,66916,4166,130096,349,79004,474,71608,326,57272,656,55608,238,66796,139,47912
111476.91,2487317,2443121,16370460,11090320,1336,109936,7234,64948,11562,385260,676,66916,4167,130096,351,79004,474,71608,326,57272,656,55608,238,66796,139,47912
112482.09,2487916,2443697,16370460,11090320,1337,109936,7236,64948,11563,385260,676,66916,4169,130096,354,79004,474,71608,326,57272,656,55608,239,66796,139,47912
113487.85,2488514,2444273,16370460,11090068,1338,109936,7237,64948,11565,385260,676,66916,4170,130096,357,79004,474,71608,326,57272,656,55608,239,66796,139,47912
114493.39,2489110,2444848,16370460,11089564,1338,109936,7240,66484,11568,385260,676,66916,4170,130096,360,79004,474,71608,327,57272,657,55608,239,66796,139,47912
115497.73,2489706,2445422,16370460,11089340,1338,109936,7240,66484,11570,385260,676,66916,4172,130096,362,79004,475,71608,327,57272,657,55608,239,66796,139,47912
116503.19,2490304,2445990,16370460,11086204,1338,109936,7242,66516,11572,385260,676,66916,4173,130096,364,79004,475,71608,327,57400,657,55608,239,66796,139,47912
117507.6,2490900,2446558,16370460,11086384,1338,109936,7246,65148,11576,385260,677,66916,4174,130096,367,79004,475,71608,327,57400,657,55608,239,66796,139,47912
118517.01,2491499,2447136,16370460,11086384,1338,109936,7247,65148,11578,385260,677,66916,4175,130096,370,79388,475,71608,328,57400,657,55608,239,66796,139,47912
119518.5,2492092,2447703,16370460,11085404,1338,109936,7248,64520,11581,385260,677,66916,4176,130096,373,79388,475,71608,328,57400,657,55608,239,66796,139,47912
120520.43,2492688,2448282,16370460,11083892,1338,109936,7249,64520,11583,385260,677,66916,4176,130096,374,79388,475,71608,328,57400,657,55608,239,66796,139,47912
121525.6,2493288,2448872,16370460,11083892,1338,109936,7250,64520,11585,385260,677,66916,4178,130096,374,79388,475,71608,328,57400,657,55608,239,66796,139,47912
