time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.39,1926022,1892820,16370460,11453644,1093,109808,5267,68080,8597,377032,528,63924,3156,127204,93,58112,322,71232,209,55792,446,55128,163,69140,92,47784
2010.06,1926622,1893414,16370460,11453644,1093,109808,5268,68080,8598,377032,528,63924,3157,127204,94,58112,322,71232,209,55792,446,55128,163,69140,92,47784
3015.68,1927222,1894006,16370460,11453644,1093,109808,5270,68080,8601,377032,529,63924,3158,127204,94,58112,322,71232,209,55792,446,55128,163,69140,92,47784
4021.66,1927820,1894597,16370460,11453644,1095,109808,5271,68080,8604,377032,529,63924,3159,127204,94,58112,322,71232,209,55792,446,55128,163,69140,92,47784
5025.24,1928419,1895190,16370460,11453644,1095,109808,5272,68080,8606,377032,529,63924,3160,127204,94,58112,322,71232,209,55792,446,55128,163,69140,92,47784
6028.49,1929017,1895775,16370460,11456960,1095,109808,5273,68080,8608,377032,530,63924,3161,127204,94,58112,322,71232,209,55792,446,55128,163,69140,92,47784
7032.15,1929615,1896367,16370460,11456960,1095,109808,5274,68080,8609,377032,530,63924,3162,127204,94,58240,323,71232,209,55792,447,55128,163,69140,93,47784
8035.39,1930210,1896949,16370460,11456708,1095,109808,5280,68968,8614,377032,530,63924,3163,127204,94,58240,323,71232,209,55792,447,55128,163,69140,93,47784
9038.9,1930806,1897538,16370460,11456708,1095,109808,5282,68056,8618,377032,530,63924,3165,127204,94,58240,323,71232,209,55792,447,55128,163,69140,93,47784
10041.81,1931405,1898127,16370460,11447132,1095,109808,5283,68056,8619,377032,530,63924,3165,127204,94,58240,323,71232,209,55792,448,55128,163,69140,93,47784
11043.46,1931995,1898565,16370460,11440744,1096,109808,5310,66580,8661,377928,531,63924,3169,127204,95,58496,329,71232,211,55792,454,56024,164,69140,94,47784
12046.39,1932593,1899152,16370460,11440744,1096,109808,5311,66580,8664,377928,531,63924,3170,127204,95,58496,329,71232,211,55792,454,56024,164,69140,94,47784
13049.44,1933190,1899743,16370460,11440744,1097,109808,5313,66580,8667,377928,531,63924,3171,127204,95,58496,329,71232,211,55792,454,56024,164,69140,94,47784
14053.77,1933788,1900334,16370460,11440744,1097,109808,5314,66580,8670,377928,531,63924,3172,127204,95,58496,329,71232,211,55792,454,56024,164,69140,94,47784
15058.74,1934387,1900927,16370460,11440744,1097,109808,5315,66708,8672,377928,531,63924,3173,127204,95,58496,330,71232,211,55792,455,56024,164,69140,94,47784
16062.7,1934986,1901515,16370460,11448780,1097,109808,5316,66708,8673,377928,531,63924,3173,127204,95,58496,330,71232,212,55792,455,56024,165,69140,94,47784
17065.91,1935584,1902106,16370460,11448808,1098,109808,5316,66708,8676,377928,531,63924,3175,127204,95,58496,330,71232,212,55792,455,56024,165,69140,94,47784
18069.22,1936180,1902691,16370460,11448808,1098,109808,5322,66008,8679,377928,532,63924,3175,127204,95,58496,330,71232,212,55792,455,56024,165,69140,94,47784
19075.92,1936780,1903280,16370460,11448808,1098,109808,5325,66008,8683,377928,532,63924,3177,127204,95,58496,330,71232,212,55792,455,56024,165,69140,94,47784
20081.42,1937382,1903875,16370460,11448808,1098,109808,5325,66008,8684,377928,532,63924,3177,127204,95,58496,330,71232,212,55792,455,56024,165,69140,94,47784
21086.54,1937980,1904463,16370460,11448808,1098,109808,5327,66264,8687,377928,532,63924,3179,127204,95,58496,330,71232,212,55792,455,56024,165,69140,94,47784
