time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.84,1779774,1749343,16370460,11505816,1030,109808,4723,65640,7797,372424,490,63924,2885,127344,81,56960,277,70976,180,55792,383,54580,140,69140,80,47656
2009.29,1780373,1749933,16370460,11505816,1031,109808,4725,65640,7800,372424,490,63924,2886,127344,81,56960,277,70976,181,55792,384,54580,140,69140,80,47656
3014.14,1780971,1750519,16370460,11505816,1031,109808,4726,64288,7804,372424,490,63924,2888,127344,81,56960,277,70976,181,55792,384,54580,140,69140,80,47656
4019.38,1781569,1751107,16370460,11505816,1031,109808,4729,63952,7808,372424,490,63924,2889,127344,81,56960,277,70976,181,55792,384,54580,140,69140,80,47656
5023.82,1782169,1751694,16370460,11508132,1032,109808,4731,64080,7810,372424,490,63924,2890,127344,81,56960,277,70976,181,55792,385,54580,140,69140,80,47656
6027.48,1782770,1752286,16370460,11508132,1032,109808,4732,64080,7812,372424,490,63924,2892,127032,81,56960,277,70976,181,55792,385,54580,140,69140,80,47656
7032.02,1783368,1752878,16370460,11508132,1033,109808,4733,64208,7815,372424,490,63924,2893,127032,81,56960,277,70976,181,55792,385,54580,140,69140,80,47656
8035.81,1783967,1753471,16370460,11508132,1033,109808,4734,64208,7816,372424,491,63924,2894,127032,81,56960,277,70976,181,55792,385,54580,140,69140,80,47656
9040.18,1784565,1754061,16370460,11508132,1033,109808,4737,64464,7820,372424,491,63924,2895,127032,81,56960,277,70976,181,55792,385,54580,140,69140,80,47656
10043.67,1785162,1754650,16370460,11497548,1033,109808,4738,64464,7822,372424,491,63924,2896,127032,81,56960,277,70976,182,55792,386,54580,140,69140,80,47656
11046.55,1785755,1755135,16370460,11473632,1033,109808,4753,67820,7842,372552,491,63924,2898,127160,81,57088,281,70976,183,55792,388,54964,140,69140,81,47656
12052.01,1786354,1755662,16370460,11472428,1034,109808,4761,68012,7863,372552,491,63924,2900,127160,83,57088,283,70976,183,55792,391,55092,141,69140,81,47656
13054.82,1786949,1756242,16370460,11469908,1034,109808,4766,67728,7868,372552,491,63924,2902,127160,83,57088,284,70976,183,55792,391,55092,141,69140,81,47656
14057.83,1787547,1756833,16370460,11469908,1034,109808,4767,67728,7870,372552,491,63924,2903,127160,83,57088,284,70976,183,55792,391,55092,141,69140,81,47656
15061.92,1788145,1757415,16370460,11475760,1034,109808,4769,67728,7873,372552,491,63924,2904,127160,83,57088,284,70976,183,55792,391,55092,141,69140,81,47656
16065.64,1788745,1758007,16370460,11475508,1034,109808,4769,67728,7875,372552,492,63924,2904,127160,83,57088,285,70976,184,55792,391,55092,141,69140,81,47656
17070.38,1789345,1758597,16370460,11475508,1034,109808,4772,67984,7878,372552,492,63924,2906,127160,83,57088,285,70976,185,55792,391,55092,141,69140,81,47656
18074.49,1789942,1759187,16370460,11475508,1034,109808,4773,67984,7880,372552,492,63924,2907,127160,83,57088,285,70976,185,55792,391,55092,142,69140,81,47656
19080.32,1790539,1759779,16370460,11475508,1035,109808,4774,67984,7883,372552,492,63924,2908,127160,83,57088,285,70976,185,55792,392,55092,142,69140,81,47656
20084.61,1791138,1760371,16370460,11475508,1036,109808,4776,67984,7886,372552,492,63924,2909,127160,83,57088,285,70976,185,55792,392,55092,142,69140,81,47656
21088.9,1791738,1760965,16370460,11475508,1036,109808,4777,67984,7888,372552,492,63924,2910,127160,83,57088,285,70976,185,55792,392,55092,142,69140,81,47656
22093.66,1792335,1761559,16370460,11475508,1036,109808,4778,67984,7889,372552,493,63924,2910,127160,83,57088,285,70976,185,55792,393,55092,143,69140,81,47656
