time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.7,2071104,2035269,16370460,11452156,1158,109808,5809,70240,9394,382920,567,64052,3420,127716,106,59392,366,71616,236,55748,508,55708,185,69268,105,47912
2008.72,2071703,2035863,16370460,11452156,1158,109808,5810,70240,9396,382920,567,64052,3421,127716,106,59392,366,71616,236,55748,508,55708,185,69268,105,47912
3013.11,2072300,2036453,16370460,11452156,1158,109808,5811,70240,9398,382920,567,64052,3421,127716,106,59392,366,71616,236,55748,509,55708,185,69268,105,47912
4019.92,2072900,2037042,16370460,11451932,1158,109808,5812,70368,9401,382920,568,64052,3422,127716,106,59392,366,71616,236,55748,509,55708,185,69268,105,47912
5024.88,2073500,2037629,16370460,11451932,1158,109808,5817,68076,9405,382920,568,64052,3424,127716,106,59392,367,71616,236,55748,509,55708,185,69268,105,47912
6031.25,2074097,2038219,16370460,11451932,1159,109808,5819,68204,9408,382920,568,64052,3424,127716,106,59392,367,71616,236,55748,509,55708,185,69268,105,47912
7033.85,2074697,2038813,16370460,11451932,1159,109808,5820,68204,9410,382920,568,64052,3426,127716,106,59392,367,71616,236,55748,509,55708,185,69268,105,47912
8037.68,2075292,2039397,16370460,11448656,1159,109808,5821,68460,9412,382920,568,64052,3426,127716,106,59392,367,71616,236,55748,509,55708,185,69268,105,47912
9042.87,2075891,2039988,16370460,11448656,1160,109808,5822,68460,9415,382920,568,64052,3428,127716,106,59392,367,71616,236,55748,509,55708,185,69268,105,47912
10046.68,2076489,2040575,16370460,11439080,1160,109808,5824,68588,9418,382920,569,64052,3429,127716,106,59392,367,71616,237,55748,509,55708,185,69268,105,47912
11048.22,2077076,2041014,16370460,11430680,1160,109808,5852,65524,9452,383048,570,64052,3433,127716,107,59776,373,71616,238,55748,516,55144,186,69268,105,47912
12053.84,2077676,2041603,16370460,11430680,1161,109808,5853,65524,9455,383048,570,64052,3434,127716,107,59776,373,71616,239,55748,516,55144,186,69268,105,47912
13057.98,2078275,2042197,16370460,11430680,1161,109808,5853,65524,9456,383048,570,64052,3435,127716,107,59776,373,71616,240,55748,516,55144,186,69268,105,47912
14062.55,2078875,2042787,16370460,11430680,1161,109808,5855,65524,9459,383048,570,64052,3436,127716,107,59776,373,71616,240,55748,516,55144,186,69268,105,47912
15066.12,2079472,2043372,16370460,11430680,1161,109808,5859,65428,9462,383048,570,64052,3437,127716,107,59776,374,71616,240,55748,517,55144,186,69268,105,47912
16069.7,2080070,2043962,16370460,11430680,1161,109808,5861,65428,9466,383048,570,64052,3438,127716,107,59776,374,71616,240,55748,517,55144,186,69268,105,47912
17075.98,2080673,2044556,16370460,11430680,1162,109808,5864,63840,9468,383048,571,64052,3439,127716,107,59776,374,71616,241,55748,517,55144,186,69268,105,47912
18080.46,2081270,2045138,16370460,11434648,1162,109808,5865,63968,9470,383048,571,64052,3439,127716,107,59776,374,71616,241,55748,517,55144,186,69268,105,47912
19084.0,2081869,2045729,16370460,11434648,1162,109808,5866,63968,9472,383048,571,64052,3441,127716,108,59776,374,71616,241,55748,517,55144,187,69268,105,47912
20089.21,2082469,2046320,16370460,11434648,1162,109808,5867,63968,9475,383048,571,64052,3441,127716,108,59776,375,71616,241,55748,517,55144,187,69268,105,47912
21093.45,2083066,2046911,16370460,11434648,1162,109808,5870,63968,9478,383048,571,64052,3443,127716,108,59776,375,71616,241,55748,517,55144,187,69268,105,47912
