time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.51,2119468,2082766,16370460,11449688,1179,109808,5995,65904,9654,383048,580,64052,3506,127716,110,61056,382,71616,246,55748,528,55144,191,69268,108,47912
2010.11,2120071,2083356,16370460,11449688,1179,109808,5997,67696,9655,383048,580,64052,3507,127716,110,61056,382,71616,246,55748,529,55144,191,69268,108,47912
3013.16,2120666,2083928,16370460,11449688,1179,109808,6000,66664,9671,383176,580,64052,3508,127716,110,61056,382,71616,246,55748,529,55144,192,69268,109,47912
4015.27,2121265,2084517,16370460,11449688,1180,109808,6003,65808,9674,383176,580,64052,3509,127716,110,61056,382,71616,246,55748,529,55144,192,69268,109,47912
5018.29,2121863,2085108,16370460,11449688,1180,109808,6005,65808,9677,383176,580,64052,3509,127716,110,61056,382,71616,246,55748,529,55144,192,69268,109,47912
6022.36,2122462,2085700,16370460,11449688,1180,109808,6007,67088,9680,383176,580,64052,3511,127716,110,61056,382,71616,246,55748,529,55144,192,69268,109,47912
7026.1,2123061,2086291,16370460,11449688,1181,109808,6008,67472,9682,383176,581,64052,3512,127716,110,61056,382,71616,246,55748,529,55144,192,69268,109,47912
8029.5,2123658,2086883,16370460,11449688,1181,109808,6008,67472,9683,383176,581,64052,3513,127716,110,61056,383,71616,246,55748,529,55144,192,69268,109,47912
9033.61,2124255,2087470,16370460,11453260,1182,109808,6010,67472,9685,383176,581,64052,3513,127716,110,61056,383,71616,246,55748,530,55144,192,69268,109,47912
10038.44,2124854,2088060,16370460,11436376,1182,109808,6011,67472,9688,383176,581,64052,3515,127716,110,61056,383,71616,246,55748,530,55144,192,69268,109,47912
11039.39,2125445,2088515,16370460,11426112,1182,109808,6035,68456,9719,383176,582,64052,3518,127844,112,61056,389,71616,248,55748,535,55528,193,69268,109,47912
12043.36,2126042,2089103,16370460,11426112,1182,109808,6035,68456,9721,383176,582,64052,3518,127844,112,61056,389,71616,248,55748,535,55528,193,69268,109,47912
13048.14,2126639,2089685,16370460,11423872,1182,109808,6038,67972,9724,383176,582,64052,3521,127844,112,61056,389,71616,248,55748,536,55528,193,69268,110,47912
14052.96,2127240,2090273,16370460,11423872,1182,109808,6041,68020,9727,383176,582,64052,3523,127844,112,61056,389,71616,248,55748,536,55528,193,69268,110,47912
15057.31,2127838,2090864,16370460,11423872,1183,109808,6043,68020,9729,383176,582,64052,3524,127844,112,61056,389,71616,248,55748,536,55528,193,69268,110,47912
16062.32,2128436,2091456,16370460,11423872,1183,109808,6044,68020,9732,383176,583,64052,3525,127844,112,61056,389,71616,248,55748,536,55528,193,69268,110,47912
17067.41,2129037,2092047,16370460,11423872,1184,109808,6044,68148,9734,383176,583,64052,3525,127844,112,61056,389,71616,249,55748,537,55528,193,69268,110,47912
18071.72,2129634,2092636,16370460,11423872,1184,109808,6046,68276,9737,383176,583,64052,3527,127844,112,61056,389,71616,249,55748,537,55528,194,69268,110,47912
19075.14,2130233,2093222,16370460,11430668,1184,109808,6048,68276,9740,383176,583,64052,3528,127844,112,61056,389,71616,250,55748,537,55528,194,69268,110,47912
20078.88,2130830,2093813,16370460,11430668,1184,109808,6049,69940,9743,383176,583,64052,3529,127844,112,61056,389,71616,250,55748,537,55528,194,69268,110,47912
21083.9,2131430,2094406,16370460,11430668,1184,109808,6051,69940,9745,383176,583,64052,3529,127844,112,61056,389,71616,250,55748,537,55528,194,69268,110,47912
