time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.65,2167825,2130221,16370460,11455096,1200,109808,6169,67388,9923,383176,592,64052,3594,127844,115,50732,396,71616,255,55876,548,55528,198,69268,113,47912
2008.23,2168425,2130809,16370460,11455096,1200,109808,6172,67476,9926,383176,592,64052,3595,127844,115,50732,396,71616,255,55876,549,55528,198,69268,113,47912
3012.12,2169024,2131396,16370460,11454844,1200,109808,6176,68472,9930,383176,592,64052,3596,127844,115,50732,397,71616,255,55876,550,55528,198,69268,113,47912
4016.63,2169623,2131990,16370460,11454844,1201,109808,6177,68472,9932,383176,592,64052,3597,127844,115,50732,397,71616,256,55876,550,55528,198,69268,113,47912
5020.0,2170222,2132581,16370460,11454844,1202,109808,6180,67968,9934,383176,593,64052,3598,127844,115,50732,397,71616,256,55876,550,55528,198,69268,113,47912
6023.59,2170819,2133170,16370460,11454844,1202,109808,6180,67968,9936,383176,593,64052,3598,127844,115,50732,397,71616,256,55876,550,55528,198,69268,113,47912
7028.35,2171417,2133762,16370460,11454844,1202,109808,6181,67968,9938,383176,593,64052,3599,127844,115,50732,397,71616,256,55876,551,55528,199,69268,113,47912
8032.1,2172017,2134355,16370460,11454844,1202,109808,6182,67968,9940,383176,593,64052,3601,127844,115,50732,397,71616,256,55876,551,55528,199,69268,113,47912
9035.83,2172616,2134947,16370460,11454844,1202,109808,6183,67968,9943,383176,594,64052,3601,127844,115,50732,397,71616,256,55876,551,55528,199,69268,113,47912
10040.55,2173214,2135529,16370460,11442496,1203,109808,6184,67968,9945,383176,594,64052,3602,127844,115,50732,397,71616,256,55876,551,55528,199,69268,113,47912
11042.81,2173807,2136036,16370460,11438972,1203,109808,6199,70284,9964,383176,594,64052,3605,127844,116,50732,400,71616,257,55876,554,55528,200,69268,114,47912
12044.15,2174404,2136562,16370460,11435304,1203,109808,6203,70284,9977,383176,594,64052,3605,127844,116,50732,400,71616,257,55876,554,55528,200,69268,114,47912
13047.65,2174997,2137086,16370460,11431112,1203,109808,6215,70540,9991,383176,595,64052,3608,127844,116,50860,403,71616,258,55876,557,55912,201,69268,114,47912
14055.16,2175597,2137677,16370460,11431112,1203,109808,6216,70540,9994,383176,595,64052,3608,127844,116,50860,403,71616,258,55876,557,55912,201,69268,114,47912
15059.58,2176196,2138270,16370460,11431112,1204,109808,6217,70540,9996,383176,595,64052,3609,127844,116,50860,404,71616,258,55876,557,55912,201,69268,114,47912
16064.11,2176796,2138858,16370460,11437436,1204,109808,6217,70540,9998,383176,595,64052,3610,127844,116,50860,404,71616,258,55876,557,55912,201,69268,114,47912
17068.65,2177395,2139450,16370460,11438648,1204,109808,6219,71948,10000,383176,595,64052,3611,127844,116,50860,404,71616,258,55876,557,55912,201,69268,114,47912
18071.85,2177995,2140042,16370460,11439796,1205,109808,6220,71948,10003,383176,595,64052,3612,127844,116,50860,404,71616,258,55876,557,55912,201,69268,114,47912
19076.69,2178592,2140635,16370460,11439796,1205,109808,6221,71948,10005,383176,595,64052,3613,127844,116,50860,404,71616,258,55876,557,55912,201,69268,114,47912
20080.15,2179190,2141221,16370460,11438376,1205,109808,6222,71948,10007,383176,595,64052,3614,127844,116,50860,404,71616,258,55876,558,55912,201,69268,114,47912
21084.59,2179789,2141812,16370460,11437368,1205,109808,6224,71948,10009,383176,595,64052,3615,127844,116,50860,404,71616,259,55876,558,55912,202,69268,114,47912
22089.39,2180390,2142401,16370460,11437368,1205,109808,6226,71908,10012,383176,596,64052,3617,127844,116,50860,404,71616,259,55876,558,55912,202,69268,114,47912
23094.32,2180986,2142988,16370460,11437368,1206,109808,6230,70328,10016,383176,596,64052,3617,127844,116,50860,404,71616,259,55876,558,55736,202,69268,114,47912
