time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.1,1828728,1797404,16370460,11484100,1051,109808,4902,67976,8060,372552,502,63924,2975,127160,85,57216,292,70976,189,55792,403,55220,147,69140,84,47656
2009.37,1829326,1797994,16370460,11484100,1052,109808,4904,67976,8063,372552,503,63924,2976,127160,85,57216,292,70976,189,55792,404,55220,147,69140,84,47656
3012.67,1829924,1798586,16370460,11484100,1052,109808,4906,69512,8065,372552,503,63924,2977,127160,85,57216,292,70976,189,55792,404,55220,147,69140,84,47656
4017.08,1830524,1799178,16370460,11483848,1052,109808,4907,69512,8068,372552,504,63924,2978,127160,85,57216,292,70976,189,55792,405,55220,147,69140,84,47656
5020.55,1831123,1799763,16370460,11489644,1052,109808,4908,70664,8070,372552,504,63924,2979,127160,85,57216,292,70976,189,55792,405,55220,147,69140,84,47656
6024.06,1831721,1800354,16370460,11489644,1052,109808,4910,70664,8072,372552,504,63924,2979,127160,85,57216,292,70976,191,55792,405,55220,148,69140,84,47656
7028.99,1832319,1800946,16370460,11489644,1053,109808,4912,70664,8075,372552,504,63924,2981,127160,85,57216,292,70976,191,55792,405,55220,148,69140,84,47656
8033.36,1832918,1801540,16370460,11489644,1053,109808,4913,70664,8077,372552,504,63924,2981,127160,85,57216,292,70976,191,55792,405,55220,148,69140,84,47656
9037.42,1833518,1802133,16370460,11489644,1053,109808,4914,70664,8079,372552,504,63924,2982,127160,85,57216,292,70976,191,55792,405,55220,148,69140,84,47656
10041.79,1834117,1802719,16370460,11486116,1054,109808,4915,69344,8081,372552,504,63924,2983,127160,86,57216,292,70976,191,55792,405,55220,148,69140,84,47656
11047.03,1834710,1803186,16370460,11485160,1054,109808,4935,70140,8113,372552,504,63924,2986,127160,86,57216,296,71104,192,55792,409,55220,148,69140,85,47656
12053.72,1835307,1803718,16370460,11483232,1054,109808,4945,70340,8128,372552,504,63924,2988,127160,86,57472,299,71104,193,55792,411,55220,149,69140,85,47656
13058.96,1835905,1804309,16370460,11482488,1054,109808,4945,70340,8130,372552,504,63924,2989,127160,86,57472,299,71104,193,55792,411,55220,149,69140,85,47656
14063.69,1836503,1804898,16370460,11482488,1055,109808,4948,70468,8133,372552,504,63924,2990,127160,86,57472,300,71104,193,55792,411,55220,149,69140,85,47656
15068.39,1837101,1805487,16370460,11476188,1055,109808,4948,70468,8134,372552,505,63924,2991,127160,86,57472,300,71104,193,55792,411,55220,149,69140,85,47656
16072.55,1837700,1806079,16370460,11485832,1055,109808,4949,70468,8136,372552,505,63924,2991,127160,86,57472,300,71104,193,55792,411,55220,149,69140,85,47656
17076.95,1838298,1806671,16370460,11485832,1055,109808,4951,70468,8139,372552,505,63924,2993,127160,86,57472,300,71104,193,55792,412,55220,149,69140,85,47656
18083.53,1838899,1807266,16370460,11485832,1055,109808,4952,70468,8141,372552,505,63924,2993,127160,86,57472,300,71104,193,55792,413,55220,149,69140,85,47656
19091.38,1839499,1807861,16370460,11485832,1055,109808,4954,70468,8144,372552,506,63924,2995,127160,86,57472,300,71104,193,55792,413,55220,149,69140,85,47656
20095.72,1840098,1808452,16370460,11485832,1055,109808,4954,70468,8145,372552,506,63924,2995,127160,86,57472,300,71104,193,55792,413,55220,150,69140,85,47656
21101.85,1840695,1809031,16370460,11483312,1056,109808,4958,69964,8150,372552,506,63924,2997,127160,86,57472,300,71104,193,55792,413,55220,150,69140,85,47656
22106.39,1841293,1809621,16370460,11483312,1057,109808,4961,69964,8153,372552,506,63924,2998,127160,87,57472,300,71104,193,55792,413,55220,150,69140,85,47656
