time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1005.67,7398693,7261339,16370460,9433152,3675,109788,21464,77572,37058,534596,1982,65080,13279,125832
2010.9,7399290,7261927,16370460,9433152,3675,109788,21466,77572,37061,534596,1982,65080,13281,125832
3013.67,7399886,7262515,16370460,9433900,3675,109788,21468,77572,37065,534596,1982,65080,13283,125832
4017.22,7400485,7263104,16370460,9435824,3676,109788,21470,75660,37068,534596,1982,65080,13284,125832
5020.22,7401083,7263695,16370460,9437572,3676,109788,21472,75660,37071,534596,1982,65080,13285,125832
6023.75,7401681,7264286,16370460,9438140,3676,109788,21472,75660,37074,534596,1983,65080,13286,125832
7028.7,7402279,7264877,16370460,9438268,3677,109788,21473,75660,37078,534596,1983,65080,13288,125832
8035.09,7402877,7265466,16370460,9438464,3678,109788,21475,75660,37080,534596,1983,65080,13288,125832
9038.48,7403476,7266058,16370460,9438268,3678,109788,21476,75660,37082,534596,1983,65080,13290,125832
10042.97,7404074,7266641,16370460,9433512,3678,109788,21477,75660,37085,534596,1983,65080,13291,125832
11047.92,7404662,7267151,16370460,9423000,3678,109788,21484,75408,37092,534596,1984,65080,13292,125832
12052.65,7405258,7267712,16370460,9446016,3679,109788,21486,75236,37095,534596,1984,65080,13294,125832
13058.78,7405854,7268301,16370460,9445604,3679,109788,21489,75364,37099,534596,1984,65080,13295,125832
14062.79,7406453,7268891,16370460,9445108,3679,109788,21491,75492,37101,534596,1984,65080,13296,125832
15067.11,7407051,7269482,16370460,9444884,3679,109788,21492,75620,37104,534596,1984,65080,13297,125832
16072.06,7407649,7270075,16370460,9444884,3679,109788,21492,75620,37106,534596,1984,65080,13297,125832
17077.7,7408248,7270667,16370460,9444636,3680,109788,21493,75620,37109,534596,1985,65080,13299,125832
18082.42,7408846,7271258,16370460,9444636,3680,109788,21495,75620,37112,534596,1985,65080,13300,125832
19086.26,7409445,7271851,16370460,9444636,3680,109788,21495,75620,37113,534596,1986,65080,13301,125832
20090.66,7410041,7272437,16370460,9436068,3680,109788,21496,75620,37117,534596,1986,65080,13303,125832
21094.94,7410640,7273029,16370460,9436536,3681,109788,21498,75620,37120,534596,1986,65080,13303,125832
22098.49,7411237,7273617,16370460,9437324,3681,109788,21500,75620,37123,534596,1986,65080,13305,125832
