time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1012.17,7274875,7139847,16370460,9474320,3610,109788,21112,72876,36381,499424,1947,65080,13033,124552
2015.79,7275473,7140434,16370460,9475992,3610,109788,21114,71188,36384,499424,1947,65080,13035,124552
3020.53,7276070,7141021,16370460,9483328,3610,109788,21115,71188,36386,499424,1947,65080,13036,124552
4026.06,7276669,7141614,16370460,9483328,3610,109788,21117,71188,36388,499424,1947,65080,13037,124552
5031.33,7277271,7142208,16370460,9483328,3610,109788,21118,71188,36391,499424,1948,65080,13039,124552
6037.26,7277870,7142799,16370460,9483328,3610,109788,21120,71188,36394,499424,1948,65080,13039,124552
7041.26,7278470,7143391,16370460,9483328,3611,109788,21121,71188,36396,499424,1948,65080,13040,124552
8048.35,7279070,7143986,16370460,9483328,3611,109788,21121,71188,36398,499424,1948,65080,13042,124552
9053.46,7279667,7144577,16370460,9483328,3612,109788,21123,71188,36402,499424,1948,65080,13042,124552
10057.78,7280265,7145157,16370460,9462664,3612,109788,21125,71188,36406,499424,1948,65080,13044,124552
11060.64,7280857,7145663,16370460,9477896,3613,109788,21133,71024,36413,499680,1949,65080,13045,124552
12066.17,7281456,7146250,16370460,9475920,3613,109788,21134,71024,36417,499680,1949,65080,13047,124552
13069.77,7282056,7146838,16370460,9458056,3613,109788,21136,71024,36419,499680,1949,65080,13047,124552
14077.0,7282655,7147430,16370460,9458468,3613,109788,21138,72944,36421,499680,1949,65080,13049,124552
15081.97,7283253,7148023,16370460,9458468,3613,109788,21140,72944,36424,499680,1949,65080,13050,124552
16086.03,7283851,7148611,16370460,9458468,3613,109788,21141,72944,36427,499680,1949,65080,13052,124552
17090.42,7284450,7149202,16370460,9458468,3614,109788,21143,72944,36430,499680,1950,65080,13052,124552
18094.38,7285050,7149795,16370460,9458468,3614,109788,21143,72944,36432,499680,1950,65080,13053,124552
19099.31,7285648,7150387,16370460,9458468,3614,109788,21144,72944,36435,499680,1950,65080,13055,124552
20103.45,7286246,7150975,16370460,9458468,3615,109788,21147,72944,36439,499680,1950,65080,13056,124552
21108.84,7286845,7151569,16370460,9458468,3615,109788,21148,72944,36441,499680,1950,65080,13056,124552
