time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1003.78,7225236,7091115,16370460,9464852,3582,109788,20972,73216,36130,499424,1933,65080,12935,125348
2010.14,7225836,7091707,16370460,9464852,3584,109788,20973,73216,36132,499424,1933,65080,12935,125348
3014.66,7226434,7092294,16370460,9465832,3584,109788,20975,73344,36135,499424,1933,65080,12937,125348
4018.5,7227031,7092884,16370460,9465860,3584,109788,20977,73344,36139,499424,1934,65080,12939,125348
5022.84,7227628,7093468,16370460,9469060,3584,109788,20978,72156,36141,499424,1934,65080,12942,124552
6027.58,7228228,7094058,16370460,9469060,3584,109788,20979,72156,36144,499424,1934,65080,12942,124552
7032.4,7228826,7094652,16370460,9469060,3584,109788,20980,72156,36147,499424,1934,65080,12944,124552
8035.32,7229423,7095243,16370460,9469060,3584,109788,20982,72156,36150,499424,1934,65080,12945,124552
9039.59,7230021,7095834,16370460,9469060,3586,109788,20983,72156,36153,499424,1934,65080,12946,124552
10043.45,7230618,7096419,16370460,9463040,3586,109788,20984,72156,36156,499424,1934,65080,12947,124552
11045.6,7231210,7096928,16370460,9470084,3586,109788,20990,71288,36164,499424,1935,65080,12949,124552
12053.67,7231809,7097507,16370460,9489364,3586,109788,20993,70796,36167,499424,1935,65080,12950,124552
13057.66,7232406,7098094,16370460,9489116,3587,109788,20996,70796,36170,499424,1936,65080,12951,124552
14062.44,7233004,7098686,16370460,9488892,3587,109788,20997,70796,36174,499424,1936,65080,12952,124552
15065.54,7233602,7099273,16370460,9489428,3587,109788,20999,70924,36176,499424,1936,65080,12953,124552
16069.45,7234199,7099863,16370460,9488956,3587,109788,21000,70924,36179,499424,1936,65080,12955,124552
17073.69,7234798,7100455,16370460,9488956,3588,109788,21002,70924,36182,499424,1936,65080,12955,124552
18077.17,7235396,7101046,16370460,9488956,3589,109788,21004,70924,36185,499424,1936,65080,12957,124552
19081.03,7235993,7101635,16370460,9488452,3589,109788,21006,71308,36188,499424,1937,65080,12958,124552
20084.49,7236594,7102228,16370460,9488452,3589,109788,21006,71308,36189,499424,1937,65080,12959,124552
21088.56,7237192,7102818,16370460,9488452,3589,109788,21008,71308,36191,499424,1937,65080,12960,124552
22092.28,7237789,7103411,16370460,9488452,3589,109788,21009,71308,36194,499424,1937,65080,12961,124552
