time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1006.71,7299410,7163924,16370460,9469416,3622,109788,21183,71268,36517,500828,1953,65080,13083,125448
2011.84,7300009,7164517,16370460,9469416,3622,109788,21184,71268,36519,500828,1954,65080,13084,125448
3015.87,7300608,7165103,16370460,9465732,3623,109788,21186,71268,36523,500828,1954,65080,13085,125448
4020.68,7301205,7165696,16370460,9467400,3623,109788,21187,71268,36525,500828,1954,65080,13087,125448
5024.63,7301805,7166286,16370460,9468048,3623,109788,21189,71268,36527,500828,1954,65080,13088,125448
6028.66,7302402,7166874,16370460,9466032,3623,109788,21191,72804,36531,500828,1954,65080,13089,125448
7032.35,7303001,7167438,16370460,9449904,3623,109788,21193,72804,36561,522204,1954,65080,13090,125448
8037.34,7303599,7168029,16370460,9449904,3624,109788,21193,72804,36565,522204,1954,65080,13091,125448
9042.02,7304197,7168617,16370460,9449904,3624,109788,21197,72804,36568,522204,1954,65080,13092,125448
10046.09,7304794,7169203,16370460,9440580,3624,109788,21198,72804,36571,522204,1955,65080,13093,125448
11048.28,7305385,7169710,16370460,9465564,3626,109788,21206,72116,36579,522332,1955,65080,13096,125448
12053.13,7305984,7170303,16370460,9463360,3626,109788,21208,72116,36582,522332,1955,65080,13096,125448
13058.55,7306583,7170890,16370460,9451632,3626,109788,21209,72116,36584,522332,1956,65080,13097,125448
14062.03,7307182,7171481,16370460,9459444,3626,109788,21210,72116,36587,522332,1956,65080,13098,125448
15066.59,7307779,7172070,16370460,9459444,3626,109788,21212,72116,36589,522332,1957,65080,13100,125448
16072.31,7308376,7172658,16370460,9459444,3627,109788,21213,72628,36592,522332,1957,65080,13101,125448
17077.07,7308974,7173247,16370460,9459444,3627,109788,21215,72628,36594,522332,1957,65080,13103,125448
18081.57,7309573,7173839,16370460,9459444,3627,109788,21216,72628,36598,522332,1957,65080,13103,125448
19086.22,7310170,7174427,16370460,9459444,3628,109788,21218,72628,36601,522332,1957,65080,13105,125448
20090.41,7310769,7175017,16370460,9458716,3628,109788,21219,72628,36603,522332,1958,65080,13106,125448
21095.65,7311367,7175606,16370460,9458716,3628,109788,21221,72756,36606,522332,1958,65080,13107,125448
