time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1003.61,7348446,7212043,16370460,9453664,3649,109788,21324,76036,36792,522332,1968,65080,13180,125448
2008.75,7349045,7212637,16370460,9453664,3649,109788,21326,76036,36794,522332,1968,65080,13181,125448
3013.0,7349640,7213222,16370460,9457528,3649,109788,21327,76036,36796,522332,1968,65080,13182,125448
4017.46,7350239,7213814,16370460,9457528,3649,109788,21328,76036,36799,522332,1968,65080,13183,125448
5022.01,7350838,7214405,16370460,9457528,3649,109788,21329,76164,36801,522332,1968,65080,13184,125448
6026.82,7351435,7214993,16370460,9457528,3650,109788,21332,76164,36805,522332,1968,65080,13185,125448
7032.83,7352035,7215586,16370460,9457528,3650,109788,21333,76164,36808,522332,1968,65080,13187,125448
8038.2,7352633,7216174,16370460,9457528,3651,109788,21336,74644,36810,522332,1968,65080,13188,125448
9043.21,7353231,7216765,16370460,9457304,3651,109788,21336,74644,36813,522332,1968,65080,13189,125448
10046.67,7353830,7217354,16370460,9449492,3651,109788,21337,74644,36815,522332,1968,65080,13190,125448
11050.74,7354421,7217866,16370460,9456024,3652,109788,21345,75388,36822,522844,1970,65080,13192,125448
12053.63,7355016,7218424,16370460,9466400,3652,109788,21346,75480,36826,523100,1970,65080,13193,125448
13057.89,7355613,7219009,16370460,9445776,3652,109788,21347,75480,36828,523356,1970,65080,13194,125448
14061.92,7356211,7219598,16370460,9445960,3652,109788,21349,75480,36831,523356,1970,65080,13195,125448
15066.26,7356810,7220189,16370460,9448652,3652,109788,21350,75480,36835,523612,1970,65080,13196,125448
16072.14,7357408,7220779,16370460,9450268,3653,109788,21351,75480,36838,523868,1970,65080,13197,125448
17076.43,7358005,7221370,16370460,9450456,3653,109788,21354,75608,36841,524124,1970,65080,13198,125448
18081.0,7358603,7221961,16370460,9450456,3653,109788,21356,75608,36844,524380,1970,65080,13199,125448
19086.54,7359202,7222555,16370460,9450456,3654,109788,21356,75608,36846,524508,1970,65080,13201,125448
20090.76,7359802,7223148,16370460,9450456,3654,109788,21357,75608,36849,524892,1971,65080,13201,125448
21094.86,7360398,7223740,16370460,9450204,3654,109788,21359,75608,36852,525276,1971,65080,13203,125448
22097.97,7360994,7224331,16370460,9450204,3655,109788,21359,75608,36854,525404,1971,65080,13204,125448
