time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1003.88,7448908,7310592,16370460,9444284,3701,109788,21608,76076,37332,523364,1996,65080,13381,125832
2008.92,7449506,7311184,16370460,9444284,3701,109788,21611,76076,37335,523364,1996,65080,13383,125832
3015.48,7450106,7311779,16370460,9444284,3701,109788,21612,76076,37337,523364,1996,65080,13384,125832
4020.6,7450705,7312369,16370460,9444036,3702,109788,21612,76076,37340,523364,1997,65080,13385,125832
5025.73,7451302,7312959,16370460,9443784,3702,109788,21614,76076,37342,523364,1997,65080,13386,125832
6030.41,7451902,7313551,16370460,9443532,3702,109788,21615,76204,37344,523364,1997,65080,13387,125832
7033.97,7452498,7314141,16370460,9443532,3702,109788,21617,76204,37348,523364,1998,65080,13388,125832
8041.3,7453098,7314724,16370460,9437988,3702,109788,21619,76204,37351,523364,1998,65080,13390,125832
9043.4,7453695,7315311,16370460,9437656,3703,109788,21620,76204,37353,523364,1999,65080,13391,125832
10046.13,7454291,7315892,16370460,9425812,3703,109788,21622,75948,37358,523492,1999,65080,13392,125832
11049.06,7454879,7316399,16370460,9435092,3703,109788,21630,75892,37365,523492,1999,65080,13394,125832
12052.98,7455473,7316970,16370460,9460544,3703,109788,21632,75852,37369,523492,1999,65080,13395,125832
13057.06,7456071,7317561,16370460,9459564,3705,109788,21634,75852,37372,523492,1999,65080,13397,125832
14062.15,7456672,7318153,16370460,9459068,3705,109788,21635,75852,37374,523492,1999,65080,13398,125832
15065.97,7457270,7318746,16370460,9459068,3705,109788,21635,75852,37377,523492,1999,65080,13398,125832
16069.9,7457868,7319339,16370460,9460308,3705,109788,21637,75852,37379,523492,1999,65080,13400,125832
17075.46,7458467,7319930,16370460,9460056,3706,109788,21638,75852,37382,523492,1999,65080,13401,125832
18079.94,7459064,7320514,16370460,9461064,3706,109788,21641,77516,37385,523492,1999,65080,13402,125832
19085.32,7459663,7321106,16370460,9461064,3707,109788,21642,77644,37388,523492,1999,65080,13404,125832
20090.31,7460262,7321692,16370460,9461064,3707,109788,21644,77644,37391,523492,2000,65080,13404,125832
21093.25,7460858,7322283,16370460,9460840,3707,109788,21645,77644,37395,523492,2000,65080,13406,125832
22098.37,7461458,7322875,16370460,9460840,3707,109788,21646,77772,37397,523492,2001,65080,13407,125832
