time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss
1004.85,7250348,7115763,16370460,9483256,3596,109788,21045,72392,36256,499424,1940,65080,12986,124552
2009.7,7250948,7116355,16370460,9483256,3597,109788,21047,72520,36259,499424,1940,65080,12987,124552
3013.6,7251550,7116944,16370460,9482064,3597,109788,21049,71064,36261,499424,1941,65080,12988,124552
4018.01,7252148,7117536,16370460,9482064,3598,109788,21050,71064,36263,499424,1941,65080,12989,124552
5022.41,7252746,7118129,16370460,9482064,3598,109788,21052,71064,36266,499424,1941,65080,12990,124552
6026.31,7253344,7118721,16370460,9482064,3598,109788,21053,71064,36269,499424,1941,65080,12991,124552
7031.15,7253942,7119311,16370460,9482064,3598,109788,21054,71064,36273,499424,1942,65080,12992,124552
8035.35,7254539,7119901,16370460,9482064,3598,109788,21056,71064,36275,499424,1942,65080,12993,124552
9039.52,7255138,7120493,16370460,9482064,3599,109788,21057,71064,36277,499424,1942,65080,12994,124552
10043.48,7255736,7121080,16370460,9478032,3599,109788,21058,71064,36280,499424,1942,65080,12995,124552
11045.4,7256327,7121577,16370460,9469344,3600,109788,21065,70860,36289,499424,1943,65080,12997,124552
12049.22,7256923,7122163,16370460,9490940,3600,109788,21068,70860,36291,499424,1943,65080,12998,124552
13054.91,7257520,7122753,16370460,9490468,3600,109788,21069,70860,36295,499424,1943,65080,13000,124552
14060.09,7258119,7123342,16370460,9477288,3600,109788,21070,70860,36297,499424,1943,65080,13002,124552
15066.68,7258720,7123933,16370460,9477288,3600,109788,21072,70860,36301,499424,1943,65080,13002,124552
16069.8,7259318,7124526,16370460,9477288,3602,109788,21072,70860,36303,499424,1943,65080,13003,124552
17076.62,7259918,7125117,16370460,9477288,3602,109788,21074,70860,36306,499424,1943,65080,13005,124552
18081.27,7260516,7125709,16370460,9477288,3602,109788,21075,70860,36309,499424,1943,65080,13005,124552
19087.17,7261114,7126302,16370460,9477288,3602,109788,21075,70860,36311,499424,1943,65080,13007,124552
20094.49,7261714,7126895,16370460,9477288,3602,109788,21077,70860,36314,499424,1944,65080,13007,124552
21098.9,7262313,7127484,16370460,9477288,3603,109788,21079,70860,36317,499424,1944,65080,13009,124552
