time,total,idle,mem_total,mem_free,1762/cpu,1762/rss,6171/cpu,6171/rss,7479/cpu,7479/rss
1006.56,1673229,1485468,3887864,424368,69143,675844,5108,56336,834,17856
2008.86,1673623,1485833,3887864,425068,69162,675844,5110,56336,834,17856
3011.62,1674015,1486204,3887864,426028,69178,675844,5111,56336,834,17856
4012.81,1674411,1486579,3887864,422460,69184,675848,5111,56336,834,17856
5013.89,1674810,1486964,3887864,422288,69194,676460,5112,56336,834,17856
6014.96,1675206,1487352,3887864,422316,69202,676464,5113,56336,835,17856
7016.02,1675602,1487741,3887864,421960,69208,676464,5113,56336,835,17856
8017.07,1676000,1488131,3887864,422472,69214,676480,5113,56336,835,17856
9019.58,1676396,1488509,3887864,423264,69224,676480,5113,56336,835,17856
10021.03,1676788,1488866,3887864,421604,69249,676572,5120,56336,836,17860
11022.31,1677176,1489057,3887864,426832,69336,673356,5136,56340,837,17872
12025.92,1677565,1489330,3887864,426580,69353,675264,5137,56340,837,17876
13028.63,1677959,1489606,3887864,426932,69370,675264,5140,56340,837,17876
14029.75,1678347,1489855,3887864,423844,69392,675264,5143,56340,837,17876
15031.88,1678737,1490141,3887864,423900,69399,675264,5143,56340,837,17880
16033.04,1679129,1490360,3887864,423756,69495,675852,5148,56344,838,17880
17034.27,1679528,1490742,3887864,423944,69508,675928,5149,56344,838,17880
18035.35,1679926,1491132,3887864,424500,69514,675928,5149,56344,838,17880
19036.49,1680320,1491495,3887864,424412,69534,676044,5153,56344,839,18092
20038.46,1680714,1491850,3887864,424872,69561,676084,5158,56344,840,18100
21039.59,1681109,1492210,3887864,426588,69584,674424,5163,56344,842,18104
22040.6,1681507,1492581,3887864,427196,69602,674424,5166,56344,842,18132
23041.6,1681905,1492971,3887864,427252,69609,674424,5167,56344,842,18136
24042.63,1682304,1493346,3887864,428280,69614,674424,5167,56344,842,18136
25043.66,1682704,1493739,3887864,430932,69618,674424,5167,56344,842,18136
26045.9,1683098,1494120,3887864,430668,69628,674424,5167,56344,842,18136
