time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,45263/cpu,45263/rss,45469/cpu,45469/rss,45764/cpu,45764/rss,45963/cpu,45963/rss,46357/cpu,46357/rss,46634/cpu,46634/rss
1017.11,4402483,3849267,3887864,813648,111063,521656,21086,72216,27114,133612,49318,97992,3829,95420,996,43324,511,51152,1214,55368,429,47012,2144,69996,667,65980,2843,56392
2027.29,4402873,3849607,3887864,814520,111083,521656,21089,72216,27117,133612,49328,97992,3830,95420,996,43324,511,51152,1214,55368,429,47012,2146,69996,667,65980,2843,56392
3030.3,4403270,3849953,3887864,809304,111091,521656,21090,72216,27119,133612,49331,97992,3830,95420,996,43324,511,51152,1214,55368,430,47012,2146,69996,667,65980,2843,56392
4033.36,4403669,3850322,3887864,816524,111100,521660,21094,72216,27120,133612,49338,97992,3830,95420,996,43324,511,51152,1214,55368,430,47012,2146,69996,667,65980,2844,56392
5036.21,4404064,3850677,3887864,813880,111108,521660,21095,72216,27122,133612,49341,97992,3830,95420,996,43324,511,51152,1214,55368,430,47012,2146,69996,667,65980,2844,56392
6038.89,4404463,3850981,3887864,813628,111174,521660,21096,72216,27126,133612,49346,97992,3831,95420,996,43324,511,51152,1215,55368,430,47012,2146,69996,667,65980,2845,56392
7042.55,4404858,3851308,3887864,817668,111182,521660,21097,72216,27128,133612,49349,97992,3831,95420,996,43324,511,51152,1215,55368,430,47012,2146,69996,667,65980,2845,56392
8050.11,4405252,3851647,3887864,817416,111190,521660,21100,72216,27130,133612,49355,97992,3832,95420,996,43324,511,51152,1216,55368,430,47012,2147,69996,667,65980,2846,56392
9052.95,4405640,3851960,3887864,813420,111205,521660,21103,72216,27134,133612,49362,97992,3832,95420,996,43324,511,51152,1216,55368,430,47012,2147,69996,667,65980,2846,56392
10056.54,4406037,3852334,3887864,809820,111210,521660,21105,72216,27135,133612,49365,97992,3832,95420,996,43324,511,51152,1216,55368,430,47012,2147,69996,667,65980,2847,56392
11071.67,4406428,3852425,3887864,811520,111300,521676,21108,72220,27147,133612,49399,98016,3834,95424,997,43324,512,51152,1220,55372,432,47012,2165,70068,668,65980,2862,56396
12082.52,4406818,3852618,3887864,812940,111340,521680,21110,72220,27151,133612,49412,98016,3837,95424,998,43324,512,51152,1222,55372,433,47012,2170,70068,669,65980,2867,56736
13089.23,4407217,3852886,3887864,812448,111350,521680,21111,72220,27154,133612,49416,98016,3837,95424,998,43324,512,51152,1222,55372,433,47012,2170,70068,669,65980,2867,56736
14094.9,4407608,3853104,3887864,800856,111368,521680,21114,72220,27159,133612,49425,98016,3840,95424,998,43324,514,51152,1223,55372,433,47012,2170,70068,670,65980,2868,56736
15104.2,4408006,3853235,3887864,801008,111442,521692,21117,72220,27168,133612,49446,98016,3843,95508,998,43324,516,51152,1227,55372,434,47012,2182,70088,671,65984,2880,56816
16107.03,4408393,3853442,3887864,799444,111503,521704,21119,72220,27176,133612,49462,98016,3845,95536,998,43324,519,51168,1231,55372,435,47012,2192,70092,675,66896,2889,56816
17110.01,4408790,3853798,3887864,800520,111509,521704,21120,72220,27178,133612,49465,98016,3845,95536,998,43324,519,51168,1231,55372,435,47012,2192,70092,675,66896,2891,56816
18112.74,4409185,3854118,3887864,800496,111517,521704,21121,72220,27180,133612,49468,98016,3845,95536,998,43328,519,51168,1231,55372,435,47012,2192,70092,675,66968,2891,56816
19116.09,4409581,3854450,3887864,800972,111524,521704,21122,72220,27182,133612,49472,98016,3845,95536,998,43328,519,51168,1231,55372,435,47012,2192,70092,675,66968,2892,56816
20120.08,4409980,3854800,3887864,789704,111532,521708,21124,72220,27183,133612,49476,98016,3845,95536,998,43328,519,51168,1233,55372,435,47012,2192,70092,677,67004,2892,56816
21122.78,4410377,3855165,3887864,806476,111539,521708,21125,72220,27185,133612,49483,98040,3846,95536,998,43328,519,51168,1233,55372,435,47012,2193,70092,677,67004,2893,56816
22125.5,4410771,3855531,3887864,807896,111551,521708,21127,72220,27187,133612,49489,98040,3846,95540,998,43328,519,51168,1234,55372,435,47012,2194,70092,677,67004,2893,56816
23128.88,4411166,3855884,3887864,796984,111559,521708,21128,72220,27188,133612,49493,98040,3847,95540,998,43328,519,51168,1234,55372,435,47012,2194,70092,677,67004,2893,56816
24140.66,4411562,3856256,3887864,797108,111566,521708,21130,72220,27191,133612,49497,98040,3847,95544,998,43328,519,51168,1234,55372,435,47012,2194,70092,677,67004,2893,56816
25144.66,4411963,3856587,3887864,806324,111580,521708,21134,72220,27192,133612,49502,98040,3852,95632,998,43328,520,51168,1234,55372,435,47012,2194,70092,678,67068,2894,56816
26148.62,4412362,3856959,3887864,805784,111589,521708,21136,72220,27195,133612,49507,98040,3852,95632,998,43328,520,51168,1234,55372,435,47012,2194,70092,678,67068,2895,56816
