time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,45263/cpu,45263/rss,45469/cpu,45469/rss,45764/cpu,45764/rss,45963/cpu,45963/rss,46357/cpu,46357/rss,46634/cpu,46634/rss
1010.43,4184733,3665472,3887864,854396,103335,493292,20040,72092,25554,132444,46109,97068,3537,94008,935,42852,323,56892,958,54164,358,46740,1644,68532,526,64164,2267,56152
2015.55,4185123,3665828,3887864,854680,103347,493292,20042,72092,25558,132444,46113,97068,3537,94008,935,42852,323,56892,958,54164,358,46740,1644,68532,527,64164,2269,56152
3018.32,4185516,3666156,3887864,851680,103358,493292,20043,72092,25559,132444,46118,97068,3539,94008,935,42852,323,56892,958,54168,358,46740,1644,68536,527,64164,2270,56152
4020.92,4185915,3666540,3887864,860228,103362,493292,20045,72092,25561,132444,46120,97068,3539,94008,935,42852,323,56892,958,54168,358,46740,1644,68536,527,64164,2270,56152
5023.59,4186312,3666888,3887864,855384,103373,493292,20047,72092,25563,132448,46124,97068,3539,94008,935,42852,324,56896,958,54168,358,46740,1645,68536,527,64164,2270,56152
6026.2,4186707,3667249,3887864,855492,103385,493292,20048,72092,25565,132448,46129,97068,3540,94008,935,42856,324,56896,959,54180,358,46740,1646,68552,527,64164,2271,56152
7030.04,4187106,3667593,3887864,843684,103395,493292,20049,72092,25566,132448,46135,97068,3540,94008,935,42856,324,56896,959,54180,358,46740,1646,68552,527,64164,2271,56152
8032.94,4187497,3667920,3887864,844080,103408,493292,20051,72092,25569,132448,46143,97068,3540,94008,935,42856,324,56896,960,54180,358,46740,1646,68552,527,64168,2271,56152
9035.67,4187892,3668258,3887864,854508,103416,493292,20054,72096,25571,132448,46147,97068,3540,94008,935,42856,324,56896,960,54184,358,46740,1646,68552,527,64168,2271,56152
10040.82,4188284,3668615,3887864,853616,103424,493292,20055,72096,25573,132448,46151,97068,3540,94008,935,42856,324,56896,960,54188,358,46740,1647,68552,528,64168,2272,56152
11068.53,4188675,3668703,3887864,847468,103520,493308,20059,72096,25589,132820,46186,98596,3544,94012,936,42908,325,57004,964,54284,359,46740,1663,68592,528,64196,2286,56156
12074.35,4189073,3668894,3887864,842988,103557,493324,20060,72096,25593,132836,46199,98600,3546,94012,936,42908,326,57008,967,54292,361,46740,1667,68608,528,64196,2293,56344
13079.54,4189469,3669149,3887864,844352,103566,493324,20062,72096,25596,132836,46203,98600,3547,94012,936,42908,326,57016,967,54292,361,46740,1667,68608,529,64196,2294,56380
14085.48,4189864,3669378,3887864,858312,103581,493328,20065,72096,25600,132836,46209,98600,3548,94020,936,42944,327,57080,968,54292,361,46740,1667,68608,529,64200,2295,56412
15092.83,4190257,3669643,3887864,857568,103591,493328,20066,72096,25602,132836,46214,98600,3549,94020,936,42944,329,57168,968,54296,361,46740,1667,68608,529,64200,2295,56412
16103.84,4190642,3669869,3887864,852920,103607,493328,20068,72096,25605,132840,46221,98600,3549,94020,937,42964,332,57312,968,54296,361,46740,1669,68612,529,64200,2295,56416
17110.54,4191039,3670141,3887864,853328,103614,493328,20069,72096,25608,132840,46225,98600,3549,94020,937,42964,334,57428,970,54296,361,46740,1670,68612,529,64200,2296,56416
18120.58,4191427,3670390,3887864,844604,103629,493328,20071,72096,25610,132840,46234,98600,3549,94024,937,42964,338,57564,970,54296,361,46740,1670,68612,529,64204,2296,56424
19126.21,4191818,3670677,3887864,855140,103636,493328,20074,72096,25612,132840,46238,98600,3550,94024,937,42964,341,57716,970,54296,361,46740,1670,68612,529,64204,2297,56428
20134.34,4192210,3670951,3887864,855448,103645,493328,20076,72096,25615,132844,46242,98600,3550,94024,937,42964,345,57844,970,54296,361,46740,1670,68612,529,64204,2299,56480
21141.27,4192602,3671207,3887864,852608,103656,493328,20077,72096,25620,132996,46247,98600,3551,94024,937,42964,348,58020,970,54296,361,46740,1670,68612,530,64204,2299,56496
22145.95,4192998,3671494,3887864,852552,103665,493328,20078,72096,25622,132996,46251,98600,3551,94024,937,42964,350,58180,971,54296,361,46740,1670,68612,530,64204,2299,56524
23155.46,4193388,3671666,3887864,848324,103676,493328,20080,72096,25625,132996,46256,98600,3551,94024,937,42964,355,58316,971,54300,362,46740,1671,68612,530,64204,2300,56536
24159.53,4193783,3671724,3887864,849368,103828,493364,20083,72096,25635,133060,46281,98600,3555,94024,937,43028,359,58484,975,54320,363,46744,1686,68712,533,64232,2313,56624
25162.51,4194172,3671938,3887864,835944,103883,493384,20085,72096,25640,133108,46296,98604,3557,94024,937,43064,362,58664,979,54364,363,46744,1696,68712,537,64248,2322,56632
26165.26,4194563,3672272,3887864,838620,103897,493384,20088,72096,25643,133112,46303,98604,3558,94024,938,43096,363,58676,979,54364,363,46744,1697,68712,537,64248,2322,56632
27168.02,4194958,3672590,3887864,845296,103908,493388,20090,72096,25646,133112,46307,98604,3558,94024,938,43096,364,58688,980,54368,364,46744,1697,68712,537,64248,2323,56632
28171.13,4195350,3672941,3887864,846508,103915,493388,20091,72096,25647,133112,46312,98612,3558,94024,938,43096,365,58700,980,54368,364,46744,1698,68712,538,64248,2323,56632
