time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,45263/cpu,45263/rss,45469/cpu,45469/rss,45764/cpu,45764/rss,45963/cpu,45963/rss,46357/cpu,46357/rss,46634/cpu,46634/rss
1008.02,4150114,3636019,3887864,881708,102005,474692,19875,72084,25307,130484,45590,95100,3489,93708,925,42796,309,56188,916,52292,346,46740,1553,65048,504,61172,2168,56124
2010.62,4150512,3636374,3887864,891100,102012,474692,19876,72084,25308,130484,45593,95100,3490,93708,925,42796,309,56188,916,52292,346,46740,1553,65048,504,61172,2169,56124
3013.58,4150906,3636744,3887864,890596,102021,474692,19877,72084,25310,130484,45598,95100,3490,93708,925,42796,309,56204,916,52292,346,46740,1553,65048,504,61172,2169,56124
4016.56,4151303,3637085,3887864,878000,102035,474692,19879,72084,25313,130484,45604,95100,3491,93708,925,42796,309,56204,917,52292,346,46740,1555,65048,504,61172,2169,56124
5023.29,4151699,3637447,3887864,894128,102045,474692,19880,72084,25315,130484,45609,95100,3491,93708,925,42796,309,56204,917,52292,346,46740,1555,65048,504,61172,2170,56124
6029.91,4152084,3637788,3887864,894128,102060,474692,19883,72084,25318,130484,45618,95100,3491,93708,925,42796,309,56204,917,52292,346,46740,1556,65048,504,61172,2170,56124
7032.78,4152480,3638122,3887864,897704,102069,474692,19886,72084,25321,130484,45622,95100,3491,93708,925,42796,309,56204,917,52292,346,46740,1556,65048,504,61172,2171,56124
8035.59,4152874,3638494,3887864,897704,102077,474692,19888,72084,25323,130484,45626,95100,3492,93708,925,42796,309,56212,917,52292,346,46740,1556,65048,505,61172,2172,56124
9038.32,4153269,3638843,3887864,883116,102088,474692,19889,72084,25327,130484,45630,95100,3492,93708,925,42796,309,56212,918,52292,346,46740,1556,65048,505,61172,2173,56124
10044.58,4153667,3639214,3887864,877484,102095,474692,19891,72084,25328,130484,45633,95100,3492,93708,925,42796,309,56212,918,52292,346,46740,1556,65048,505,61172,2173,56124
11072.46,4154055,3639301,3887864,876720,102178,474712,19894,72084,25339,130484,45664,95248,3495,93712,925,42800,310,56312,922,52304,347,46740,1570,65184,506,61180,2188,56124
12079.03,4154453,3639469,3887864,876668,102236,476232,19897,72088,25347,130484,45682,95248,3497,93716,926,42800,311,56436,926,52304,348,46740,1580,66424,506,61180,2196,56136
13097.14,4154844,3639728,3887864,875972,102243,476232,19898,72088,25348,130484,45686,95248,3497,93716,926,42800,311,56436,926,52304,348,46740,1580,66424,506,61180,2197,56136
14102.06,4155236,3639952,3887864,877512,102266,476236,19900,72088,25353,130488,45696,95248,3499,93716,927,42800,311,56448,926,52304,348,46740,1582,66580,506,61180,2197,56136
15118.08,4155633,3640192,3887864,878488,102288,476244,19903,72088,25358,130488,45703,95256,3501,93716,927,42800,313,56528,928,52304,349,46740,1583,66728,507,61180,2199,56136
16128.48,4156027,3640269,3887864,879636,102396,476724,19906,72088,25367,130488,45731,95256,3504,93744,928,42800,316,56700,933,52784,349,46740,1602,67336,513,62236,2216,56144
17131.36,4156423,3640482,3887864,876148,102488,483156,19909,72088,25370,130488,45744,95256,3506,93744,928,42800,317,56732,935,53108,350,46740,1611,67368,514,62256,2225,56144
18134.12,4156813,3640803,3887864,875524,102499,483268,19910,72088,25373,130488,45748,95256,3506,93744,928,42800,317,56740,936,53156,350,46740,1611,67368,514,62320,2225,56144
19137.2,4157213,3641147,3887864,875524,102509,483304,19912,72088,25376,130488,45752,95256,3507,93744,928,42800,317,56740,937,53276,350,46740,1611,67368,514,62320,2227,56144
20144.14,4157608,3641496,3887864,861732,102518,483336,19913,72088,25378,130488,45755,95256,3507,93744,928,42800,318,56748,937,53328,350,46740,1612,67368,515,62392,2228,56144
21147.25,4158001,3641859,3887864,864728,102525,483360,19914,72088,25380,130488,45759,95256,3507,93744,928,42800,318,56752,937,53328,350,46740,1612,67368,515,62392,2228,56144
22151.42,4158393,3642218,3887864,865324,102536,483388,19916,72088,25383,130488,45764,95256,3507,93744,928,42800,318,56752,938,53328,350,46740,1612,67368,515,62392,2229,56144
23154.18,4158784,3642560,3887864,872032,102545,483396,19918,72088,25385,130488,45768,95256,3508,93744,928,42800,318,56760,938,53352,350,46740,1612,67368,515,62392,2229,56144
24156.93,4159181,3642915,3887864,872032,102560,483436,19919,72088,25388,130488,45775,95920,3509,93744,928,42800,318,56760,939,53416,350,46740,1614,67384,515,62392,2230,56144
25159.69,4159577,3643272,3887864,875028,102567,483440,19921,72088,25389,130488,45778,95976,3509,93744,928,42800,318,56760,939,53428,351,46740,1614,67384,515,62392,2230,56144
26162.39,4159972,3643643,3887864,876140,102577,483444,19922,72088,25391,130488,45784,96412,3509,93744,928,42800,318,56760,940,53432,351,46740,1614,67384,515,62408,2230,56144
27165.28,4160369,3643979,3887864,872728,102585,483468,19925,72088,25393,130488,45790,96496,3509,93744,928,42800,318,56760,940,53440,351,46740,1614,67384,515,62408,2230,56144
