time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,45263/cpu,45263/rss,45469/cpu,45469/rss,45764/cpu,45764/rss,45963/cpu,45963/rss,46357/cpu,46357/rss,46634/cpu,46634/rss
1015.35,4329770,3788013,3887864,795784,108442,529044,20728,72212,26584,133588,48235,107924,3734,95308,977,43172,453,50980,1127,55260,405,46988,1975,69420,619,66636,2650,56240
2018.09,4330159,3788348,3887864,794684,108451,529044,20730,72212,26587,133588,48243,108208,3734,95308,977,43172,453,50980,1127,55260,405,46988,1976,69420,619,66636,2651,56240
3020.78,4330553,3788701,3887864,802280,108459,529044,20731,72212,26589,133588,48246,108208,3734,95308,977,43172,453,50980,1127,55260,405,46988,1976,69420,620,66636,2651,56240
4023.49,4330954,3789051,3887864,808140,108468,529044,20733,72212,26592,133588,48251,108320,3735,95308,977,43172,453,50980,1128,55260,405,46988,1976,69420,620,66636,2652,56240
5026.39,4331350,3789430,3887864,808452,108474,529044,20734,72212,26593,133588,48254,108320,3735,95308,977,43172,453,50980,1128,55260,405,46988,1976,69420,620,66636,2652,56240
6031.99,4331747,3789760,3887864,807092,108484,529044,20736,72212,26595,133588,48258,108348,3735,95308,977,43172,453,50980,1128,55260,406,46988,1976,69420,620,66636,2652,56240
7036.93,4332139,3790085,3887864,806852,108502,529044,20738,72212,26599,133588,48267,108352,3736,95308,977,43172,453,50980,1129,55260,406,46988,1979,69420,620,66636,2653,56240
8040.44,4332532,3790422,3887864,799796,108513,529044,20741,72212,26602,133588,48274,108356,3736,95308,977,43172,453,50980,1129,55260,406,46988,1979,69420,620,66636,2654,56240
9043.28,4332931,3790788,3887864,809480,108522,529044,20743,72212,26604,133588,48278,108356,3737,95308,977,43172,453,50980,1129,55260,406,46988,1979,69420,620,66636,2654,56240
10047.58,4333328,3791160,3887864,805988,108527,529044,20745,72212,26605,133588,48281,108364,3737,95308,977,43172,453,50980,1129,55260,406,46988,1979,69420,620,66636,2654,56240
11062.54,4333716,3791237,3887864,803300,108625,529068,20749,72212,26619,133600,48311,108384,3739,95312,978,43240,454,50980,1134,55264,407,46992,1998,69428,621,66636,2669,56244
12068.68,4334113,3791375,3887864,803200,108727,529084,20751,72212,26625,133600,48325,108388,3741,95312,978,43284,454,50980,1137,55328,408,46992,2003,69428,621,66636,2677,56760
13078.43,4334509,3791598,3887864,795368,108736,529084,20752,72212,26627,133600,48328,108388,3741,95312,978,43284,454,50980,1137,55328,408,46992,2004,69428,621,66636,2677,56764
14087.68,4334901,3791845,3887864,796420,108753,529088,20754,72212,26630,133600,48336,108388,3743,95312,979,43308,455,50980,1138,55328,408,46992,2004,69428,622,66636,2678,56764
15096.67,4335295,3792017,3887864,796296,108797,529096,20756,72212,26638,133600,48349,108388,3746,95316,979,43340,458,50980,1141,55328,409,47000,2008,69428,622,66640,2682,56804
16103.8,4335687,3792127,3887864,798664,108896,529112,20758,72212,26646,133600,48378,108396,3749,95316,980,43380,460,50980,1147,55332,410,47000,2028,69448,628,66652,2702,56812
17107.4,4336078,3792442,3887864,797396,108920,529112,20759,72212,26649,133600,48387,108396,3750,95316,980,43380,461,50988,1148,55332,410,47000,2032,69452,628,66652,2703,56816
18112.61,4336469,3792767,3887864,791304,108930,529112,20761,72212,26652,133604,48392,108396,3750,95316,980,43380,461,50988,1148,55332,410,47000,2033,69452,629,66652,2704,56816
19118.8,4336861,3793100,3887864,791480,108942,529112,20763,72212,26655,133604,48399,108396,3750,95316,980,43380,461,50988,1148,55332,410,47000,2033,69452,629,66652,2704,56816
20121.61,4337253,3793408,3887864,785596,108954,529112,20767,72212,26658,133604,48403,108396,3751,95316,980,43380,461,50992,1150,55332,410,47000,2033,69452,630,66652,2708,56516
21124.34,4337646,3793779,3887864,787300,108961,529112,20768,72212,26659,133604,48408,108400,3751,95316,980,43408,461,50992,1150,55332,410,47000,2033,69452,630,66652,2708,56516
22127.08,4338040,3794131,3887864,799900,108969,529112,20770,72212,26663,133604,48410,108400,3751,95316,980,43408,462,50992,1150,55332,410,47000,2034,69452,630,66652,2709,56516
23129.93,4338433,3794495,3887864,804196,108975,529112,20772,72212,26664,133604,48414,108400,3751,95316,980,43408,462,50992,1150,55332,411,47000,2034,69452,630,66652,2709,56516
24132.68,4338828,3794838,3887864,803488,108983,529112,20773,72212,26666,133604,48421,108400,3751,95316,980,43408,462,50992,1150,55332,411,47000,2034,69452,630,66652,2710,56516
25140.65,4339222,3795206,3887864,803488,108993,529112,20775,72212,26669,133604,48425,108400,3751,95316,980,43408,462,50992,1150,55332,411,47000,2034,69452,630,66652,2710,56516
26143.54,4339611,3795527,3887864,804840,109008,529112,20778,72212,26671,133604,48431,108400,3752,95316,980,43408,462,50992,1152,55332,411,47000,2034,69452,630,66652,2710,56516
27147.82,4340009,3795892,3887864,804764,109020,529112,20779,72212,26674,133604,48437,108400,3753,95316,980,43408,462,50992,1152,55332,411,47000,2035,69452,630,66652,2711,56516
