time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,45263/cpu,45263/rss,45469/cpu,45469/rss,45764/cpu,45764/rss,45963/cpu,45963/rss,46357/cpu,46357/rss,46634/cpu,46634/rss
1007.49,4436711,3878453,3887864,814696,112308,521720,21254,72220,27355,133676,49827,100076,3878,95652,1006,43408,527,50316,1252,55376,442,47088,2220,70092,689,67368,2933,56816
2013.64,4437102,3878802,3887864,813460,112315,521720,21256,72220,27356,133676,49831,100076,3878,95652,1006,43408,527,50316,1252,55376,442,47088,2220,70092,690,67368,2933,56816
3016.35,4437502,3879152,3887864,813460,112326,521720,21258,72220,27359,133676,49835,100076,3878,95652,1006,43408,527,50316,1252,55376,442,47088,2221,70092,690,67368,2933,56816
4019.07,4437895,3879507,3887864,812768,112334,521720,21258,72220,27362,133676,49838,100076,3878,95652,1006,43408,527,50316,1252,55376,442,47088,2221,70092,690,67368,2933,56816
5023.09,4438290,3879869,3887864,818848,112346,521720,21261,72220,27363,133676,49845,100076,3879,95652,1006,43408,527,50316,1253,55376,442,47088,2222,70092,690,67368,2934,56816
6025.87,4438682,3880223,3887864,814680,112354,521720,21262,72220,27365,133676,49848,100076,3879,95652,1006,43408,527,50316,1253,55376,442,47088,2222,70092,690,67368,2934,56816
7030.55,4439076,3880582,3887864,818396,112362,521720,21264,72220,27367,133676,49853,100076,3880,95652,1006,43408,527,50316,1253,55376,442,47088,2223,70092,690,67368,2935,56816
8035.35,4439464,3880901,3887864,801764,112369,521720,21265,72220,27370,133676,49855,100076,3880,95652,1006,43408,527,50316,1253,55376,442,47088,2223,70092,690,67368,2935,56816
9038.47,4439862,3881258,3887864,808908,112381,521720,21267,72220,27374,133676,49861,100076,3880,95652,1006,43408,527,50316,1253,55376,442,47088,2223,70092,690,67368,2937,56816
10046.84,4440258,3881629,3887864,809112,112388,521720,21269,72220,27376,133676,49865,100076,3880,95652,1006,43408,528,50316,1253,55376,442,47088,2223,70092,690,67368,2937,56816
11063.01,4440648,3881703,3887864,809372,112477,521736,21272,72220,27394,133708,49897,100116,3883,95652,1008,43408,529,50316,1259,55380,442,47088,2238,70100,691,67368,2950,56824
12076.98,4441044,3881901,3887864,809072,112522,521736,21273,72220,27399,133708,49909,100116,3885,95656,1008,43408,529,50320,1261,55388,444,47088,2244,70104,691,67368,2958,56824
13086.89,4441439,3882130,3887864,814248,112532,521736,21276,72220,27401,133708,49914,100116,3886,95656,1008,43408,529,50320,1262,55388,444,47088,2244,70104,691,67368,2959,56824
14090.43,4441832,3882382,3887864,812876,112546,521740,21278,72220,27404,133708,49919,100116,3887,95656,1008,43408,530,50320,1262,55388,444,47092,2244,70104,692,67368,2959,56824
15106.76,4442232,3882547,3887864,814896,112594,521752,21280,72220,27411,133708,49935,100116,3890,95656,1008,43420,532,50320,1265,55388,444,47092,2252,70104,692,67368,2963,56828
16109.56,4442624,3882671,3887864,813148,112689,521768,21283,72220,27424,133708,49962,100172,3893,95656,1009,43420,534,50336,1271,55388,445,47092,2269,70120,698,67368,2980,56924
17113.57,4443016,3882989,3887864,801696,112700,521768,21286,72220,27426,133708,49966,100172,3893,95656,1009,43420,535,50352,1271,55388,445,47092,2270,70120,699,67368,2980,56924
18117.78,4443412,3883338,3887864,813472,112707,521768,21288,72220,27427,133708,49969,100172,3894,95656,1009,43420,535,50352,1271,55388,446,47092,2270,70120,699,67368,2980,56924
19121.91,4443803,3883665,3887864,813012,112721,521768,21290,72220,27433,133708,49977,100172,3894,95656,1009,43420,535,50352,1271,55388,446,47092,2270,70120,699,67368,2982,56924
20124.78,4444196,3883992,3887864,796632,112732,521768,21291,72220,27435,133708,49981,100172,3895,95656,1009,43420,535,50352,1272,55388,446,47092,2270,70120,699,67368,2984,56540
21127.5,4444594,3884362,3887864,796632,112738,521768,21293,72220,27437,133708,49984,100172,3895,95656,1009,43420,535,50352,1272,55388,446,47092,2272,70120,699,67368,2984,56540
22130.19,4444986,3884715,3887864,797272,112746,521768,21295,72220,27438,133708,49989,100172,3895,95656,1009,43420,535,50352,1272,55388,446,47092,2272,70120,699,67368,2985,56540
23132.9,4445383,3885085,3887864,798532,112751,521768,21296,72220,27439,133708,49991,100172,3895,95656,1009,43420,536,50352,1274,55388,446,47092,2272,70120,699,67368,2985,56540
24135.59,4445776,3885435,3887864,785756,112759,521768,21297,72220,27441,133708,49994,100172,3895,95656,1009,43420,536,50352,1274,55388,446,47092,2272,70120,699,67368,2985,56540
25138.4,4446168,3885769,3887864,787828,112779,521768,21299,72220,27445,133708,50012,100236,3896,95656,1009,43420,536,50352,1275,55388,446,47092,2274,70120,699,67368,2986,56540
26141.2,4446563,3886118,3887864,803156,112788,521768,21300,72220,27447,133708,50017,100236,3896,95656,1009,43420,536,50352,1275,55388,446,47092,2274,70120,700,67368,2986,56540
27145.78,4446959,3886498,3887864,803232,112794,521768,21302,72220,27448,133708,50019,100236,3897,95656,1009,43420,536,50352,1275,55388,446,47092,2274,70120,700,67368,2987,56540
