time,total,idle,mem_total,mem_free,2028/cpu,2028/rss,2030/cpu,2030/rss,2054/cpu,2054/rss,2056/cpu,2056/rss,2938/cpu,2938/rss,2954/cpu,2954/rss,76112/cpu,76112/rss,76310/cpu,76310/rss,76597/cpu,76597/rss,76802/cpu,76802/rss,77016/cpu,77016/rss,77305/cpu,77305/rss
1010.42,4667276,4117385,3887864,213556,55154,130808,23501,73840,132569,793108,26237,141328,5379,107636,1111,45388,220,54488,437,55544,85,47052,574,67464,166,66168,488,53756
2013.09,4667663,4117691,3887864,217824,55160,130808,23504,73840,132588,793108,26241,141328,5380,107636,1111,45388,220,54488,438,55544,86,47052,578,67468,166,66168,491,53764
3015.9,4668048,4117957,3887864,226200,55168,130812,23506,73840,132605,793112,26244,141328,5381,107640,1111,45388,221,54488,439,55544,86,47052,578,67468,166,66168,492,53764
4021.84,4668440,4118273,3887864,239536,55172,130812,23509,73840,132613,793112,26246,141328,5381,107640,1111,45388,223,54496,439,55544,86,47052,579,67468,166,66168,492,53764
5024.68,4668830,4118594,3887864,239032,55178,130812,23511,73840,132624,793112,26249,141328,5383,107644,1113,44988,225,54496,440,55544,86,47052,579,67468,166,66168,492,53764
6027.62,4669222,4118919,3887864,235648,55182,130820,23512,73840,132634,793112,26252,141328,5383,107644,1113,44988,228,54504,440,55544,86,47052,579,67468,166,66168,493,53768
7031.38,4669618,4119265,3887864,235464,55186,130820,23514,73840,132643,793112,26254,141328,5383,107644,1113,44988,230,54504,440,55544,86,47052,579,67468,166,66168,493,53768
8034.13,4670010,4119596,3887864,245520,55194,130820,23516,73840,132659,793112,26258,141328,5384,107644,1113,44988,232,54512,440,55544,86,47052,580,67468,166,66168,493,53768
9037.69,4670405,4119960,3887864,245532,55199,130820,23517,73840,132669,793112,26259,141328,5385,107644,1113,44548,234,54516,441,55544,86,47064,580,67468,166,66168,494,53768
10040.37,4670801,4120300,3887864,242184,55202,130820,23518,73840,132677,793112,26261,141328,5385,107644,1113,44548,237,54588,441,55544,86,47064,580,67468,168,65520,494,53768
11043.18,4671202,4120672,3887864,242068,55206,130820,23520,73840,132683,793112,26262,141328,5386,107644,1113,44548,239,54588,441,55544,86,47064,580,67468,168,65520,494,53768
12049.75,4671600,4121025,3887864,233756,55210,130824,23522,73840,132693,793112,26266,141328,5386,107644,1113,44548,241,54592,441,55544,86,47064,581,67468,168,65520,495,53776
13059.25,4671992,4121288,3887864,238728,55221,130824,23524,73840,132753,793116,26271,141328,5387,107648,1113,44548,245,54604,444,55556,87,47076,584,67472,168,65520,498,53776
14066.97,4672391,4121390,3887864,239148,55248,130824,23527,73840,132905,793128,26281,141328,5391,107648,1114,44548,248,54616,448,55556,87,47092,601,67492,175,65536,515,53788
15076.21,4672781,4121663,3887864,243416,55258,130824,23528,73840,132937,793132,26283,141328,5392,107648,1114,44552,251,54616,450,55556,87,47104,606,67500,175,65536,519,53788
16079.16,4673178,4121992,3887864,246844,55263,130824,23531,73840,132947,793132,26287,141328,5392,107648,1115,44552,252,54616,450,55556,88,47120,607,67500,175,65536,520,53788
17082.25,4673570,4122304,3887864,246484,55270,130828,23533,73840,132963,793132,26291,141328,5393,107648,1115,44552,253,54616,451,55556,88,47120,608,67500,175,65536,520,53788
18085.22,4673960,4122645,3887864,246704,55275,130828,23534,73840,132974,793132,26293,141328,5393,107648,1115,44552,253,54616,452,55556,88,47132,608,67500,175,65536,521,53788
19087.88,4674358,4122984,3887864,243152,55280,130828,23536,73840,132984,793132,26294,141328,5394,107648,1115,44552,253,54616,452,55556,88,47132,608,67500,175,65536,521,53788
20090.59,4674753,4123363,3887864,243180,55283,130832,23537,73840,132989,793132,26296,141328,5394,107648,1115,44552,254,54616,452,55556,88,47140,608,67500,175,65536,522,53792
21093.35,4675150,4123706,3887864,240004,55287,130832,23538,73840,132999,793132,26298,141328,5394,107648,1115,44552,254,54616,452,55556,88,47140,608,67500,175,65536,523,53792
22096.15,4675542,4124076,3887864,240008,55290,130832,23541,73840,133006,793132,26301,141328,5395,107664,1115,44552,254,54616,452,55556,88,47140,609,67500,176,65536,523,53792
23099.84,4675934,4124428,3887864,233204,55295,130832,23542,73840,133015,793132,26304,141328,5395,107672,1115,44552,254,54616,453,55556,89,47140,609,67500,176,65536,524,53796
24102.72,4676331,4124786,3887864,242600,55299,130832,23543,73840,133025,793132,26306,141328,5395,107672,1115,44552,254,54616,453,55556,89,47140,609,67500,176,65536,524,53796
25105.45,4676732,4125161,3887864,241540,55302,130832,23545,73840,133031,793132,26308,141328,5396,107672,1115,44560,254,54616,453,55556,89,47140,609,67500,176,65536,524,53796
26109.52,4677126,4125507,3887864,241024,55305,130832,23546,73840,133038,793132,26309,141328,5397,107680,1116,44560,254,54616,453,55556,89,47140,609,67500,176,65536,524,53796
27115.07,4677515,4125841,3887864,241024,55315,130832,23550,73840,133060,793132,26313,141328,5398,107684,1116,44560,254,54616,455,55556,89,47140,614,67500,177,65536,526,53796
28117.9,4677906,4126183,3887864,242812,55321,130832,23551,73840,133072,793132,26315,141328,5398,107688,1116,44560,254,54616,455,55556,89,47140,615,67500,177,65536,526,53796
29120.61,4678305,4126551,3887864,244968,55327,131224,23553,73840,133081,793132,26317,141328,5398,107688,1116,44560,254,54616,456,55556,89,47140,615,67500,177,65536,526,53796
30123.32,4678704,4126907,3887864,240552,55329,131224,23554,73840,133088,793132,26319,141328,5398,107688,1116,44560,254,54616,456,55556,89,47140,616,67500,177,65536,527,53796
31127.02,4679098,4127282,3887864,240312,55333,131224,23555,73840,133095,793132,26320,141328,5399,107688,1116,44560,254,54616,456,55556,89,47140,616,67500,177,65536,527,53796
32129.98,4679497,4127627,3887864,235268,55336,131224,23558,73840,133103,793132,26322,141328,5399,107688,1116,44560,254,54616,456,55556,89,47140,616,67500,177,65536,528,53796
33139.36,4679885,4127961,3887864,235024,55344,131416,23562,73840,133118,793132,26326,141328,5400,107692,1116,44560,254,54616,457,55556,89,47140,616,67500,177,65536,529,53796
34146.36,4680285,4128280,3887864,227888,55350,131416,23565,73840,133132,793132,26341,140384,5400,107692,1116,44560,254,54616,457,55556,89,47140,616,67500,177,65536,530,53796
35149.18,4680682,4128655,3887864,241952,55353,131580,23566,73840,133138,793132,26342,140384,5400,107692,1116,44560,255,54616,457,55556,89,47140,616,67500,177,65536,530,53796
36151.9,4681078,4129021,3887864,242368,55358,131632,23567,73840,133146,793132,26345,140384,5400,107692,1116,44568,255,54616,457,55556,89,47140,617,67500,177,65536,531,53796
37159.85,4681475,4129363,3887864,243124,55364,132216,23568,73840,133160,793132,26348,140384,5402,107692,1116,44568,255,54616,457,55556,89,47140,617,67500,178,65536,531,53796
38162.59,4681874,4129733,3887864,243124,55369,132644,23570,73840,133170,793132,26349,140384,5402,107692,1116,44568,255,54616,458,55556,89,47140,618,67500,178,65536,531,53804
39169.87,4682266,4130070,3887864,240024,55374,132804,23571,73840,133182,793132,26353,140384,5402,107692,1116,44568,255,54616,459,55556,90,47144,618,67500,179,65536,533,53804
40175.73,4682662,4130424,3887864,240024,55381,133044,23575,73840,133195,793132,26356,140384,5403,107692,1116,44568,255,54616,459,55556,90,47144,619,67500,179,65536,533,53808
41178.8,4683054,4130758,3887864,240096,55390,133260,23577,73840,133206,793132,26359,140384,5404,107692,1116,44568,256,54616,459,55556,90,47144,619,67500,179,65536,534,53808
42181.59,4683454,4131129,3887864,239828,55394,133260,23579,73844,133212,793132,26361,140384,5404,107692,1116,44568,256,54616,459,55556,90,47144,619,67500,179,65536,534,53808
43184.3,4683852,4131468,3887864,244420,55398,133336,23581,73844,133221,793132,26363,140384,5404,107692,1116,44568,256,54616,460,55556,90,47144,619,67500,179,65536,535,53808
44187.02,4684252,4131845,3887864,244172,55400,133336,23582,73844,133228,793132,26365,140384,5404,107692,1116,44568,256,54616,460,55556,90,47144,619,67500,179,65536,535,53808
45190.14,4684645,4132194,3887864,245404,55405,133336,23584,73844,133237,793132,26367,140384,5405,107696,1116,44568,256,54616,460,55556,90,47144,619,67500,179,65536,535,53808
46195.59,4685038,4132548,3887864,243428,55410,133336,23586,73844,133248,793132,26368,140384,5405,107696,1117,44584,256,54616,461,55556,91,47144,619,67500,179,65536,536,53808
47201.54,4685426,4132868,3887864,241000,55421,133340,23590,73844,133275,793132,26376,140384,5406,107728,1117,44584,256,54616,461,55556,91,47144,623,67508,180,65536,536,53808
