time,sent,received,total
1.47,,,
1002.15,,,
2003.05,,,
3003.72,,,
4004.32,,,
5005.33,,,
6005.93,,,
7006.57,,,
8007.47,,,
9008.22,,,
10008.87,,,
11009.41,,,
12009.94,,,
13010.55,,,
14011.13,,,
15011.74,,,
16012.33,,,
17012.93,,,
18013.54,,,
19014.42,,,
20015.58,,,
21016.3,,,
22016.9,,,
23017.5,,,
