time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.16,1681862,1653241,16370460,11510052,988,109808,4358,71840,7253,372480,464,63924,2709,127344,73,56320,248,70720,162,55792,343,55232,124,68628,72,47656
2006.71,1682460,1653832,16370460,11510052,988,109808,4360,71840,7256,372480,464,63924,2710,127344,73,56320,248,70720,162,55792,343,55232,124,68628,72,47656
3010.58,1683060,1654426,16370460,11510052,988,109808,4361,71840,7259,372480,464,63924,2711,127344,73,56320,248,70720,162,55792,344,55232,124,68628,72,47656
4016.4,1683660,1655019,16370460,11510052,989,109808,4362,71840,7260,372480,465,63924,2712,127344,73,56320,248,70720,162,55792,344,55232,124,68628,72,47656
5020.0,1684258,1655608,16370460,11510528,989,109808,4363,71840,7262,372480,465,63924,2713,127344,73,56320,248,70720,162,55792,344,55232,124,68628,72,47656
6023.84,1684857,1656201,16370460,11510556,989,109808,4363,71840,7264,372480,465,63924,2713,127344,73,56320,248,70720,162,55792,345,55232,124,68628,72,47656
7028.23,1685454,1656789,16370460,11510556,989,109808,4365,71836,7267,372480,465,63924,2715,127344,73,56320,248,70720,162,55792,345,55232,124,68628,72,47656
8033.06,1686052,1657377,16370460,11510556,989,109808,4370,71736,7271,372480,465,63924,2716,127344,73,56320,248,70720,162,55792,345,55232,124,68628,72,47656
9037.2,1686650,1657966,16370460,11510556,990,109808,4372,71736,7274,372480,465,63924,2716,127344,73,56320,248,70720,162,55792,345,55232,124,68628,72,47656
10042.12,1687248,1658553,16370460,11500476,991,109808,4374,72632,7275,372480,465,63924,2718,127344,74,56320,248,70720,162,55792,345,55232,125,68628,72,47656
11048.28,1687844,1659025,16370460,11486444,991,109808,4392,71116,7307,372608,466,63924,2720,127344,74,56448,253,70720,163,55792,348,55232,125,68628,72,47656
12054.42,1688440,1659559,16370460,11489412,991,109808,4400,70028,7320,372608,466,63924,2721,127344,74,56448,255,70720,165,55792,351,55232,127,68628,73,47656
13056.61,1689041,1660149,16370460,11489412,991,109808,4402,70028,7323,372608,466,63924,2722,127344,74,56448,255,70720,165,55792,351,55232,127,68628,73,47656
14060.27,1689641,1660741,16370460,11489412,991,109808,4404,70028,7325,372608,466,63924,2724,127344,74,56448,255,70720,165,55792,351,55232,128,68628,73,47656
15064.86,1690241,1661336,16370460,11489412,991,109808,4404,70028,7327,372608,466,63924,2725,127344,74,56448,255,70720,165,55792,352,55232,128,68628,73,47656
16070.19,1690839,1661921,16370460,11486932,991,109808,4405,70028,7330,372608,466,63924,2726,127344,74,56448,255,70720,165,55792,352,55232,128,68628,73,47656
17075.2,1691436,1662509,16370460,11486932,991,109808,4408,69824,7333,372608,466,63924,2727,127344,74,56448,255,70720,165,55792,352,55360,128,68628,73,47656
18079.94,1692036,1663096,16370460,11486932,993,109808,4411,69668,7337,372608,466,63924,2728,127344,74,56448,255,70720,166,55792,352,55360,128,68628,73,47656
19085.48,1692635,1663687,16370460,11486932,993,109808,4413,69668,7340,372608,466,63924,2728,127344,74,56448,255,70720,166,55792,352,55360,128,68628,73,47656
20089.42,1693233,1664277,16370460,11486932,993,109808,4415,69668,7341,372608,467,63924,2730,127344,74,56448,255,70720,166,55792,352,55360,128,68628,73,47656
21093.0,1693833,1664868,16370460,11486932,993,109808,4416,69756,7344,372608,467,63924,2730,127344,74,56448,255,70720,166,55792,352,55360,128,68628,73,47656
22096.03,1694430,1665460,16370460,11486932,993,109808,4418,69756,7346,372608,468,63924,2732,127344,74,56448,255,70720,166,55792,353,55360,128,68628,73,47656
