time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1003.8,1632900,1605166,16370460,11501848,966,109808,4186,69784,6992,372480,452,63924,2620,127344,69,55680,233,70720,153,55792,322,55232,117,68628,68,47528
2008.06,1633498,1605756,16370460,11501848,967,109808,4187,69784,6995,372480,452,63924,2622,127344,69,55680,233,70720,153,55792,323,55232,117,68628,68,47528
3012.32,1634096,1606348,16370460,11501596,967,109808,4189,69912,6998,372480,452,63924,2623,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
4016.82,1634695,1606940,16370460,11501344,967,109808,4189,70040,7000,372480,452,63924,2624,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
5023.66,1635295,1607532,16370460,11501344,968,109808,4192,70040,7003,372480,452,63924,2625,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
6028.27,1635893,1608120,16370460,11504232,968,109808,4192,70040,7005,372480,452,63924,2625,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
7032.79,1636493,1608715,16370460,11504232,968,109808,4193,70040,7007,372480,452,63924,2626,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
8035.44,1637091,1609305,16370460,11504232,968,109808,4194,70040,7008,372480,453,63924,2628,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
9039.9,1637689,1609894,16370460,11504232,968,109808,4196,70040,7012,372480,453,63924,2629,127344,69,55680,233,70720,153,55792,324,55232,117,68628,68,47528
10043.75,1638287,1610475,16370460,11488104,968,109808,4200,69908,7017,372480,453,63924,2629,127344,69,55680,234,70720,153,55792,324,55232,117,68628,68,47528
11046.58,1638880,1610956,16370460,11486932,969,109808,4217,68072,7038,372480,453,63924,2633,127344,69,55808,237,70720,155,55792,328,55232,118,68628,68,47656
12048.54,1639476,1611478,16370460,11486072,969,109808,4226,68136,7060,372480,453,63924,2637,127344,69,55936,240,70720,156,55792,331,55232,119,68628,68,47656
13051.61,1640075,1612068,16370460,11485840,969,109808,4227,68136,7062,372480,453,63924,2637,127344,70,55936,240,70720,156,55792,331,55232,120,68628,68,47656
14056.52,1640672,1612660,16370460,11486820,970,109808,4227,68136,7064,372480,453,63924,2637,127344,70,55936,240,70720,156,55792,331,55232,120,68628,68,47656
15061.84,1641272,1613253,16370460,11486872,970,109808,4229,68136,7067,372480,453,63924,2639,127344,70,55936,240,70720,156,55792,331,55232,120,68628,68,47656
16065.13,1641871,1613840,16370460,11478064,970,109808,4230,68136,7070,372480,454,63924,2640,127344,70,55936,240,70720,156,55792,331,55232,120,68628,69,47656
17069.25,1642469,1614433,16370460,11478064,971,109808,4231,68136,7071,372480,454,63924,2640,127344,70,55936,240,70720,157,55792,331,55232,120,68628,69,47656
18074.31,1643066,1615022,16370460,11478064,971,109808,4232,68136,7073,372480,455,63924,2642,127344,70,55936,240,70720,157,55792,331,55232,120,68628,69,47656
19077.96,1643665,1615614,16370460,11478064,971,109808,4232,68264,7075,372480,455,63924,2643,127344,70,55936,241,70720,157,55792,332,55232,120,68628,69,47656
20081.79,1644262,1616200,16370460,11479792,971,109808,4236,68700,7079,372480,455,63924,2644,127344,70,55936,241,70720,157,55792,332,55232,120,68628,69,47656
21085.0,1644862,1616790,16370460,11479792,971,109808,4239,68828,7083,372480,455,63924,2644,127344,71,55936,241,70720,157,55792,332,55232,120,68628,69,47656
22088.14,1645459,1617379,16370460,11479792,972,109808,4241,68828,7085,372480,455,63924,2646,127344,71,55936,241,70720,157,55792,332,55232,120,68628,69,47656
