time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.29,1289681,1268249,16370460,11546932,817,109808,2946,69820,5107,349416,362,63796,1990,126192,39,52480,127,69568,87,54128,179,54656,65,67872,39,47400
2008.14,1290279,1268841,16370460,11544916,817,109808,2948,71356,5109,349416,362,63796,1991,126192,39,52480,127,69568,87,54128,179,54656,65,67872,39,47400
3011.98,1290877,1269435,16370460,11544916,817,109808,2949,71356,5110,349416,362,63796,1992,126192,39,52480,127,69568,87,54128,179,54656,65,67872,39,47400
4015.84,1291476,1270028,16370460,11544916,819,109808,2950,71356,5112,349416,362,63796,1992,126192,39,52480,127,69568,87,54128,179,54656,65,67872,39,47400
5019.22,1292081,1270618,16370460,11544916,819,109808,2952,69456,5115,349416,362,63796,1994,126192,39,52480,127,69568,87,54128,180,54656,65,67872,39,47400
6023.52,1292678,1271206,16370460,11545112,819,109808,2955,69732,5118,349416,362,63796,1995,126192,40,52480,127,69568,87,54128,180,54656,65,67872,40,47400
7027.57,1293276,1271794,16370460,11544664,819,109808,2957,69732,5121,349416,362,63796,1996,126192,40,52480,127,69568,87,54128,180,54656,65,67872,40,47400
8030.69,1293874,1272383,16370460,11543908,819,109808,2959,69732,5123,349416,363,63796,1998,126192,40,52480,127,69568,87,54128,180,54656,65,67872,40,47400
9034.6,1294472,1272975,16370460,11543908,820,109808,2959,69732,5125,349416,363,63796,1998,126192,40,52480,127,69568,87,54128,180,54656,65,67872,40,47400
10038.05,1295071,1273561,16370460,11536096,820,109808,2960,69860,5128,349416,363,63796,1999,126192,40,52480,127,69568,88,54128,180,54656,65,67872,40,47400
11039.85,1295666,1274042,16370460,11527560,820,109808,2977,69980,5148,349416,363,63796,2001,126192,40,52736,131,69696,89,54128,183,54912,66,67872,40,47400
12043.77,1296264,1274576,16370460,11527056,820,109808,2986,70052,5170,349416,364,63796,2003,126448,40,52736,134,69696,90,54128,187,54912,67,68000,40,47400
13047.77,1296862,1275167,16370460,11527056,820,109808,2987,70052,5172,349416,364,63796,2004,126448,40,52736,134,69696,90,54128,187,54912,67,68000,40,47400
14052.5,1297460,1275756,16370460,11527356,820,109808,2989,70180,5174,349416,364,63796,2005,126448,40,52736,134,69696,90,54128,187,54912,67,68000,40,47400
15056.76,1298059,1276342,16370460,11534584,821,109808,2991,70180,5178,349416,364,63796,2008,126448,40,52736,134,69696,90,54128,187,54912,67,68000,40,47400
16060.43,1298658,1276930,16370460,11534584,821,109808,2993,70180,5182,349416,365,63796,2009,126448,40,52736,135,69696,90,54128,187,54912,67,68000,40,47400
17064.68,1299256,1277515,16370460,11534084,821,109808,2996,70436,5185,349416,365,63796,2010,126448,40,52736,135,69696,90,54128,187,54912,67,68000,40,47400
18069.92,1299855,1278102,16370460,11546620,821,109808,2997,70436,5187,349416,365,63796,2011,126448,40,52736,135,69696,91,54128,187,54912,68,68000,40,47400
19073.82,1300453,1278694,16370460,11546620,822,109808,2999,70272,5190,349416,365,63796,2012,126448,40,52736,135,69696,91,54128,187,54912,68,68000,40,47400
20076.72,1301050,1279283,16370460,11546620,823,109808,3000,70272,5192,349416,365,63796,2013,126448,41,52736,135,69696,91,54128,188,54912,68,68000,40,47400
21082.68,1301650,1279875,16370460,11546620,823,109808,3001,70272,5194,349416,366,63796,2014,126448,41,52736,135,69696,91,54128,188,54912,68,68000,40,47400
22087.29,1302249,1280467,16370460,11546620,823,109808,3003,70272,5198,349416,366,63796,2015,126448,41,52736,135,69696,91,54128,188,54912,68,68000,40,47400
