time,total,idle,mem_total,mem_free,4320/cpu,4320/rss,4339/cpu,4339/rss,4349/cpu,4349/rss,4450/cpu,4450/rss,4451/cpu,4451/rss,8877/cpu,8877/rss,8966/cpu,8966/rss,9073/cpu,9073/rss,9161/cpu,9161/rss,9270/cpu,9270/rss,9525/cpu,9525/rss
1004.26,1387581,1364360,16370460,11555200,860,109808,3298,67888,5633,349672,388,63796,2172,126704,48,53376,157,70208,106,54640,219,54572,80,68384,47,47528
2008.29,1388180,1364952,16370460,11555200,860,109808,3299,68016,5635,349672,388,63796,2172,126704,48,53376,157,70208,106,54640,219,54572,80,68384,47,47528
3011.98,1388777,1365538,16370460,11555200,860,109808,3301,68016,5638,349672,388,63796,2173,126704,48,53376,157,70208,106,54640,219,54572,80,68384,47,47528
4014.74,1389377,1366133,16370460,11555200,860,109808,3303,68016,5639,349672,388,63796,2174,126704,48,53376,157,70208,106,54640,219,54572,80,68384,47,47528
5019.38,1389978,1366727,16370460,11555200,861,109808,3304,68016,5642,349672,388,63796,2174,126704,48,53376,157,70208,106,54640,219,54572,80,68384,47,47528
6022.19,1390576,1367318,16370460,11555200,861,109808,3305,68016,5644,349672,388,63796,2176,126704,48,53376,157,70208,106,54640,220,54572,80,68384,47,47528
7027.32,1391173,1367905,16370460,11554668,862,109808,3307,68016,5647,349672,388,63796,2177,126704,48,53376,157,70208,106,54640,220,54572,80,68384,47,47528
8030.31,1391771,1368497,16370460,11554696,862,109808,3307,68016,5649,349672,389,63796,2178,126704,48,53376,157,70208,106,54640,220,54572,80,68384,47,47528
9034.13,1392371,1369090,16370460,11554696,862,109808,3309,68016,5651,349672,389,63796,2179,126704,48,53376,157,70208,106,54640,220,54572,80,68384,47,47528
10037.75,1392968,1369676,16370460,11542348,862,109808,3310,68016,5653,349672,389,63796,2180,126704,48,53376,157,70208,106,54640,220,54572,81,68384,47,47528
11043.4,1393561,1370139,16370460,11508580,862,109808,3331,68420,5686,358248,390,63796,2182,126704,48,53632,162,70208,108,55280,224,54572,81,68384,48,47528
12045.5,1394156,1370677,16370460,11507376,863,109808,3340,67304,5699,358376,390,63796,2185,126704,49,53760,164,70208,108,55408,227,55212,82,68384,48,47528
13050.52,1394755,1371264,16370460,11507376,863,109808,3342,67304,5702,358376,390,63796,2185,126704,49,53760,164,70208,108,55408,227,55212,82,68384,48,47528
14054.47,1395355,1371858,16370460,11507376,863,109808,3342,67304,5704,358376,391,63796,2186,126704,49,53760,164,70208,108,55408,227,55212,82,68384,48,47528
15058.49,1395953,1372447,16370460,11507376,863,109808,3345,67688,5708,358376,391,63796,2187,126704,49,53760,164,70208,109,55408,227,55212,82,68384,48,47528
16063.59,1396549,1373038,16370460,11507376,863,109808,3346,67688,5710,358376,391,63796,2188,126704,49,53760,164,70208,109,55408,227,55212,82,68384,48,47528
17067.88,1397149,1373627,16370460,11522272,864,109808,3347,67688,5712,358376,391,63796,2189,126704,49,53760,164,70208,110,55408,227,55212,82,68384,48,47528
18073.52,1397749,1374221,16370460,11522440,864,109808,3348,67688,5714,358376,391,63796,2190,126704,49,53760,164,70208,110,55408,227,55212,82,68384,48,47528
19078.83,1398349,1374817,16370460,11522440,864,109808,3349,67688,5715,358376,391,63796,2191,126704,49,53760,164,70208,110,55408,227,55212,82,68384,48,47528
20082.23,1398946,1375410,16370460,11522440,864,109808,3350,67688,5718,358376,391,63796,2192,126704,49,53760,165,70208,110,55408,228,55212,82,68384,48,47528
21089.19,1399545,1375993,16370460,11522440,864,109808,3354,67104,5722,358376,391,63796,2193,126704,49,53760,165,70208,110,55408,229,55212,82,68384,49,47528
22094.64,1400145,1376586,16370460,11522440,865,109808,3355,67104,5725,358376,392,63796,2194,126704,49,53760,165,70208,110,55408,229,55212,82,68384,49,47528
