time,total,idle,mem_total,mem_free,947/cpu,947/rss
1004.53,542793,518571,3887864,2135872,276,91200
2022.79,543197,518968,3887864,2136260,278,91200
3023.62,543597,519361,3887864,2136764,278,91200
4024.35,543997,519757,3887864,2137320,279,91200
5025.04,544396,520151,3887864,2137824,279,91200
6026.77,544792,520529,3887864,2138232,279,91200
7036.24,545194,520924,3887864,2138280,279,91200
8037.71,545589,521293,3887864,2139204,279,91200
9039.38,545988,521670,3887864,2140236,279,91200
10040.96,546388,522061,3887864,2140152,279,91200
11042.26,546779,522377,3887864,2132420,279,91200
12043.12,547175,522686,3887864,2125320,279,91200
13043.79,547566,523038,3887864,2127004,279,91200
14044.47,547963,523433,3887864,2127260,280,91200
15045.12,548360,523829,3887864,2127592,280,91200
16046.0,548758,524201,3887864,2128016,280,91200
17047.61,549153,524590,3887864,2128140,280,91200
18048.91,549545,524956,3887864,2129560,281,91200
19050.38,549942,525340,3887864,2129764,281,91200
20052.0,550340,525730,3887864,2130104,282,91200
21052.77,550735,526100,3887864,2130852,282,91200
22053.41,551137,526496,3887864,2130604,282,91200
23054.07,551538,526887,3887864,2130604,282,91200
24054.98,551930,527207,3887864,2124516,282,91200
