time,total,idle,mem_total,mem_free,1647/cpu,1647/rss,44271/cpu,44271/rss
1003.79,2191096,1829854,3887864,1674640,108758,865240,435,58528
2007.45,2191493,1830238,3887864,1674828,108769,865240,435,58528
3009.71,2191883,1830602,3887864,1674884,108789,865464,435,58528
4011.43,2192278,1830967,3887864,1675604,108811,865516,435,58528
5013.81,2192676,1831343,3887864,1676136,108823,865524,435,58528
6016.24,2193072,1831721,3887864,1676420,108837,865584,436,58528
7017.34,2193466,1832071,3887864,1676948,108852,865612,437,58528
8018.26,2193866,1832461,3887864,1677024,108859,865616,437,58528
9019.17,2194263,1832846,3887864,1677088,108867,865616,437,58528
10020.28,2194659,1833234,3887864,1672896,108873,865612,437,58528
11021.67,2195051,1833436,3887864,1671884,108984,865076,445,58532
12023.86,2195442,1833787,3887864,1671692,108996,865076,445,58532
13025.45,2195833,1834119,3887864,1671852,109013,865088,445,58532
14028.34,2196227,1834458,3887864,1672172,109030,865096,445,58532
15030.14,2196618,1834788,3887864,1672972,109056,865216,446,58532
16031.25,2197014,1835119,3887864,1672732,109091,865196,448,58532
17032.22,2197407,1835485,3887864,1674568,109102,865196,449,58532
18033.19,2197805,1835868,3887864,1675608,109113,867024,449,58532
19034.21,2198203,1836256,3887864,1675356,109121,867024,449,58532
20035.17,2198602,1836646,3887864,1675104,109127,867024,449,58532
21036.12,2199000,1837020,3887864,1674880,109140,867024,450,58532
22037.09,2199397,1837410,3887864,1674924,109147,867024,450,58532
23038.04,2199792,1837794,3887864,1674908,109156,868156,450,58532
24038.99,2200191,1838181,3887864,1675176,109163,868164,450,58532
25039.96,2200588,1838566,3887864,1675464,109171,868184,450,58532
26041.74,2200984,1838950,3887864,1675216,109180,868188,450,58532
27043.71,2201376,1839313,3887864,1675416,109200,868252,450,58532
