time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1008.66,501268,451326,3887864,1568956,6283,74024,3047,70812,14435,409584,3554,116548,578,89228,137,41924,116,14832,560,53992
2010.56,501663,451703,3887864,1569356,6286,74024,3048,70816,14440,409584,3556,116548,580,89228,137,41924,116,14868,560,53992
3012.41,502063,452085,3887864,1569356,6289,74024,3049,70816,14445,409584,3558,116548,580,89228,137,41924,116,14868,561,53992
4014.43,502457,452459,3887864,1568856,6293,74024,3051,70816,14451,409584,3559,116548,580,89228,137,41924,117,14868,561,53992
5016.41,502855,452844,3887864,1568884,6295,74024,3051,70816,14456,409584,3560,116548,580,89228,137,41924,117,14880,561,53992
6020.74,503250,453219,3887864,1569164,6299,74024,3053,70816,14463,409584,3562,116548,581,89228,137,41924,117,14880,561,53992
7022.9,503647,453516,3887864,1569416,6303,74024,3056,70816,14549,409612,3564,116548,581,89228,137,41924,117,14880,561,53992
8024.79,504043,453892,3887864,1569272,6306,74024,3057,70816,14555,409612,3565,116548,581,89228,137,41924,117,14880,561,53992
9026.72,504438,454274,3887864,1569600,6308,74024,3059,70816,14560,409612,3567,116548,581,89228,137,41924,117,14880,563,53292
10030.24,504832,454646,3887864,1563804,6312,74036,3060,70816,14566,409612,3573,116548,581,89228,137,41924,117,14880,563,53292
11032.29,505225,454889,3887864,1568420,6333,74368,3062,70816,14620,409628,3578,116552,582,89228,137,41924,118,14880,574,53320
12035.55,505615,455223,3887864,1568168,6340,74368,3064,70816,14638,409628,3581,116552,584,89228,137,41924,118,14884,576,53320
13042.02,506004,455567,3887864,1568168,6347,74368,3067,70816,14659,409628,3584,116552,584,89228,137,41924,118,14888,579,53368
14044.75,506404,455931,3887864,1568168,6351,74368,3069,70816,14672,409628,3586,116552,584,89228,138,41924,118,14888,583,53372
15046.76,506802,456315,3887864,1568244,6354,74372,3070,70816,14677,409628,3587,116552,584,89228,138,41924,118,14896,584,53372
16048.73,507197,456698,3887864,1568496,6356,74372,3071,70816,14682,409628,3588,116552,584,89228,138,41924,118,14896,584,53372
17050.75,507597,457081,3887864,1568496,6358,74372,3074,70816,14685,409628,3590,116552,584,89228,138,41924,118,14896,584,53372
18055.19,507990,457457,3887864,1569356,6362,74372,3076,70816,14692,409628,3591,116552,585,89228,138,41924,118,14900,584,53372
19059.26,508382,457810,3887864,1569792,6368,74372,3078,70816,14708,409628,3595,116552,585,89228,138,41924,118,14900,585,53372
20063.81,508775,458167,3887864,1570416,6378,74372,3081,70816,14721,409628,3599,116552,585,89228,138,41924,118,14900,585,53372
21067.52,509165,458515,3887864,1570168,6384,74372,3084,70816,14734,409628,3604,116552,585,89228,138,41924,118,14900,586,53372
22070.64,509561,458866,3887864,1570580,6389,74372,3087,70824,14744,409628,3607,116552,587,89228,138,41924,119,14900,586,53372
23075.0,509954,459231,3887864,1570328,6395,74372,3090,70824,14753,409628,3610,116552,587,89228,138,41924,119,14900,586,53372
