time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1010.48,518560,467152,3887864,1568860,6507,74384,3152,70824,14969,409636,3667,116556,601,89236,141,41924,121,14928,591,53380
2014.38,518951,467512,3887864,1569116,6514,74384,3155,70824,14982,409636,3669,116556,601,89236,142,41924,121,14928,592,53380
3019.49,519345,467871,3887864,1569484,6518,74384,3161,70824,14993,409640,3672,116556,602,89236,142,41924,121,14928,592,53380
4023.45,519738,468233,3887864,1569232,6523,74384,3164,70828,15002,409640,3675,116556,602,89236,142,41924,121,14928,592,53380
5027.98,520128,468598,3887864,1569900,6527,74384,3166,70828,15013,409640,3679,116556,602,89236,142,41924,121,14936,592,53380
6031.94,520523,468957,3887864,1569900,6536,74384,3170,70828,15026,409640,3682,116556,602,89236,142,41924,121,14936,592,53380
7035.01,520917,469309,3887864,1569900,6541,74384,3173,70828,15035,409640,3687,116556,604,89236,142,41924,121,14936,592,53384
8037.05,521307,469649,3887864,1569900,6549,74384,3176,70828,15047,409640,3690,116556,604,89236,142,41924,121,14936,592,53384
9039.03,521708,470030,3887864,1569648,6552,74384,3177,70828,15052,409640,3691,116556,604,89236,142,41924,121,14936,592,53384
10041.3,522109,470396,3887864,1562480,6556,74476,3178,70828,15060,409640,3692,116556,604,89236,142,41924,122,14936,592,53384
11043.5,522503,470658,3887864,1553508,6574,74612,3180,70828,15110,409656,3695,116556,605,89236,142,41924,123,14936,603,53404
12045.47,522899,471027,3887864,1553508,6578,74612,3181,70828,15121,409656,3697,116556,606,89236,142,41924,123,14940,606,53412
13049.54,523295,471405,3887864,1553796,6582,74612,3184,70828,15126,409656,3697,116556,606,89236,142,41924,123,14940,606,53412
14051.74,523682,471740,3887864,1554436,6588,74612,3185,70828,15150,409660,3701,116556,606,89236,142,41924,123,14944,611,53420
15053.73,524082,472121,3887864,1556804,6591,74612,3188,70828,15156,409660,3702,116556,607,89236,142,41924,123,14944,612,53420
16055.97,524477,472497,3887864,1558252,6594,74616,3189,70836,15164,409664,3703,116556,607,89236,142,41924,123,14944,612,53420
17058.33,524871,472868,3887864,1559796,6597,74616,3190,70836,15168,409664,3705,116556,607,89236,142,41924,123,14944,612,53420
18060.27,525268,473231,3887864,1560828,6601,74616,3192,70836,15175,409664,3707,116556,607,89236,142,41924,123,14944,612,53420
19062.35,525663,473606,3887864,1562296,6604,74616,3194,70836,15181,409664,3709,116556,607,89236,142,41924,123,14944,612,53420
20064.69,526059,473979,3887864,1562576,6608,74616,3196,70836,15189,409664,3711,116556,607,89236,142,41924,123,14944,612,53420
21066.74,526455,474364,3887864,1562988,6610,74616,3197,70836,15192,409664,3711,116556,607,89236,143,41924,123,14944,612,53420
22068.84,526854,474747,3887864,1563892,6613,74616,3199,70836,15197,409748,3713,116556,608,89236,143,41924,123,14948,612,53420
23070.86,527249,475126,3887864,1563892,6617,74616,3201,70836,15204,410900,3714,116556,608,89236,143,41924,123,14948,613,53420
