time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1009.28,465834,418967,3887864,1569716,5819,73832,2814,70808,13444,409468,3332,116528,543,89216,128,41896,105,14888,497,53928
2014.85,466223,419325,3887864,1570288,5824,73832,2817,70808,13455,409524,3338,116528,543,89216,128,41896,105,14888,497,53928
3019.71,466619,419682,3887864,1570588,5829,73832,2821,70808,13464,409524,3341,116528,543,89216,128,41896,105,14888,497,53928
4023.83,467014,420034,3887864,1569844,5834,73832,2824,70808,13476,409524,3343,116528,545,89216,129,41896,105,14888,497,53928
5028.62,467409,420402,3887864,1569748,5839,73832,2827,70808,13486,409524,3346,116528,545,89216,129,41896,105,14892,497,53928
6032.37,467807,420768,3887864,1570040,5844,73832,2830,70808,13494,409524,3348,116528,547,89216,129,41896,105,14892,497,53928
7036.46,468207,421130,3887864,1570100,5849,73832,2833,70808,13505,409524,3350,116528,551,89224,129,41896,105,14892,497,53928
8040.8,468602,421492,3887864,1570352,5854,73832,2839,70808,13512,409524,3353,116528,551,89228,129,41896,107,14892,497,53928
9044.87,468988,421850,3887864,1570788,5861,73832,2842,70808,13528,409524,3355,116528,552,89228,129,41896,107,14896,499,53928
10056.01,469384,422201,3887864,1568056,5869,73832,2845,70808,13539,409524,3358,116528,552,89228,129,41896,107,14896,499,53928
11058.44,469781,422429,3887864,1563172,5888,73836,2847,70808,13597,409540,3363,116528,553,89228,129,41896,107,14900,512,53944
12060.43,470175,422798,3887864,1562676,5892,73836,2849,70808,13607,409540,3365,116528,553,89228,129,41896,107,14900,513,53944
13063.23,470571,423178,3887864,1562676,5894,73836,2850,70808,13611,409540,3367,116528,553,89228,129,41896,107,14900,513,53944
14065.25,470967,423540,3887864,1561980,5902,73836,2852,70808,13624,409540,3369,116528,554,89228,130,41896,107,14904,515,53956
15067.32,471364,423925,3887864,1562908,5905,73844,2852,70808,13628,409540,3369,116528,554,89228,130,41896,107,14904,515,53956
16069.34,471754,424269,3887864,1564352,5912,73860,2855,70808,13652,409548,3372,116528,554,89228,130,41896,108,14908,520,53956
17071.4,472150,424651,3887864,1564864,5914,73860,2856,70808,13657,409548,3373,116528,555,89228,130,41896,108,14908,521,53964
18073.41,472549,425032,3887864,1565560,5917,73860,2858,70808,13662,409548,3374,116528,555,89228,130,41896,108,14908,521,53964
19075.45,472946,425410,3887864,1566704,5920,73860,2860,70808,13669,409548,3377,116536,555,89228,130,41896,108,14912,521,53964
20077.46,473345,425788,3887864,1567540,5924,73860,2862,70808,13675,409548,3378,116536,555,89228,130,41896,108,14912,521,53964
21082.1,473740,426156,3887864,1567932,5928,73860,2864,70808,13682,409548,3380,116536,555,89228,130,41896,108,14912,521,53964
22086.79,474136,426512,3887864,1568976,5933,73864,2868,70808,13692,409548,3386,116536,556,89228,130,41896,108,14912,522,53964
23088.92,474523,426870,3887864,1569496,5937,73864,2871,70808,13701,409548,3388,116536,556,89228,130,41896,108,14916,522,53964
24090.98,474918,427243,3887864,1570628,5940,73864,2871,70808,13708,409548,3389,116536,557,89228,132,41920,108,14916,522,53964
