time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1008.53,554002,499744,3887864,1558184,6946,74684,3366,70860,15909,416240,3887,116572,632,89240,149,41924,131,15116,646,53464
2010.43,554400,500127,3887864,1558196,6948,74684,3367,70860,15913,416240,3888,116572,632,89240,149,41924,131,15120,646,53464
3012.29,554797,500508,3887864,1558500,6951,74684,3369,70864,15918,416240,3890,116572,632,89240,149,41924,131,15120,646,53464
4014.22,555196,500890,3887864,1558616,6953,74684,3371,70864,15922,416240,3891,116572,632,89240,149,41924,131,15120,646,53464
5016.09,555596,501271,3887864,1559204,6956,74684,3372,70864,15929,416240,3894,116572,632,89240,149,41924,131,15120,646,53464
6021.15,555984,501641,3887864,1558952,6962,74684,3373,70868,15938,416240,3896,116572,633,89240,149,41924,131,15124,646,53464
7023.28,556377,502000,3887864,1558828,6968,74684,3377,70868,15949,416244,3899,116572,633,89240,149,41924,131,15124,646,53464
8025.2,556772,502372,3887864,1558968,6969,74684,3378,70868,15953,416244,3900,116572,633,89240,149,41924,131,15124,646,53464
9027.27,557172,502751,3887864,1558976,6975,74808,3380,70868,15958,416244,3901,116572,633,89240,149,41924,131,15124,647,53464
10029.48,557567,503125,3887864,1553324,6979,74808,3381,70868,15965,416244,3903,116572,633,89240,149,41924,131,15124,647,53464
11032.05,557958,503383,3887864,1554044,6994,74812,3383,70868,16015,416252,3906,116572,635,89248,150,41928,131,15124,659,53468
12034.81,558354,503696,3887864,1554236,6999,74812,3384,70868,16084,416252,3908,116572,636,89248,150,41928,132,15124,660,53528
13036.8,558748,504074,3887864,1554852,7001,74812,3387,70868,16091,416252,3909,116572,636,89248,150,41928,132,15128,661,53532
14038.83,559144,504433,3887864,1554812,7007,74812,3388,70868,16108,416252,3912,116572,636,89248,150,41928,132,15128,665,53536
15040.81,559544,504816,3887864,1555236,7009,74812,3389,70868,16113,416256,3912,116572,636,89248,150,41928,132,15128,665,53540
16042.82,559936,505180,3887864,1554904,7014,74812,3391,70872,16121,416256,3915,116572,636,89248,150,41928,132,15128,665,53540
17047.64,560328,505550,3887864,1555356,7018,74812,3394,70876,16128,416256,3919,116572,637,89248,150,41928,132,15128,665,53540
18049.84,560723,505894,3887864,1556232,7023,74812,3397,70876,16136,416256,3921,116572,637,89248,150,41928,132,15128,665,53540
19051.85,561118,506274,3887864,1556292,7025,74812,3399,70876,16143,416268,3922,116572,637,89248,150,41928,132,15128,666,53540
20053.81,561517,506655,3887864,1556136,7028,74812,3400,70876,16148,416268,3924,116572,637,89248,150,41928,132,15128,666,53540
21055.78,561917,507037,3887864,1556612,7030,74812,3401,70876,16153,416268,3925,116572,638,89248,150,41928,132,15128,666,53540
22057.79,562312,507419,3887864,1556932,7034,74812,3402,70876,16159,416268,3926,116572,639,89252,150,41928,132,15128,666,53540
23062.64,562704,507781,3887864,1557108,7038,74816,3407,70876,16167,416268,3928,116572,645,89256,150,41928,132,15128,666,53540
24067.42,563092,508139,3887864,1557364,7043,74816,3409,70876,16177,416268,3932,116572,646,89256,151,41928,132,15128,670,53540
