time,total,idle,mem_total,mem_free,1980/cpu,1980/rss,1983/cpu,1983/rss,2001/cpu,2001/rss,2015/cpu,2015/rss,2760/cpu,2760/rss,2781/cpu,2781/rss,3796/cpu,3796/rss,3986/cpu,3986/rss
1014.8,571732,516174,3887864,1557764,7144,74820,3463,70896,16372,416276,3981,116580,654,89264,153,41928,135,15144,674,53540
2019.37,572126,516521,3887864,1557348,7150,74820,3466,70896,16381,416280,3986,116580,654,89264,153,41928,135,15144,674,53540
3023.58,572520,516857,3887864,1557184,7156,74820,3469,70896,16392,416280,3989,116580,654,89264,153,41928,135,15144,674,53540
4028.38,572915,517206,3887864,1557376,7162,74820,3472,70896,16401,416280,3991,116580,655,89264,153,41928,135,15152,674,53540
5033.12,573305,517565,3887864,1557700,7167,74820,3475,70896,16414,416280,3994,116580,655,89264,153,41928,135,15152,675,53540
6038.58,573698,517930,3887864,1557288,7171,74820,3478,70896,16422,416280,3996,116580,655,89264,154,41928,135,15152,675,53540
7043.4,574088,518286,3887864,1557540,7185,74820,3480,70896,16434,416280,3999,116580,655,89264,154,41928,135,15152,675,53540
8047.99,574479,518638,3887864,1558180,7191,74820,3486,70896,16444,416280,4001,116580,656,89264,154,41928,135,15156,675,53540
9051.72,574870,518994,3887864,1558432,7198,74820,3488,70896,16458,416280,4004,116580,656,89264,154,41928,136,15156,676,53540
10057.77,575258,519350,3887864,1553932,7205,74820,3492,70896,16470,416280,4008,116580,657,89264,154,41928,136,15156,676,53540
11059.95,575640,519585,3887864,1550684,7224,74820,3494,70896,16531,416288,4013,116580,658,89264,154,41928,136,15156,689,53548
12061.99,576036,519951,3887864,1550684,7227,74820,3496,70896,16541,416288,4016,116584,659,89264,154,41928,136,15156,692,53548
13064.01,576434,520301,3887864,1551632,7231,74820,3497,70896,16548,416288,4017,116584,659,89264,154,41928,136,15156,693,53548
14066.08,576826,520665,3887864,1552716,7235,74820,3498,70896,16562,416292,4018,116584,659,89264,154,41928,137,15156,695,53548
15068.11,577225,521046,3887864,1554048,7239,74820,3499,70896,16568,416292,4020,116584,659,89264,154,41928,137,15156,695,53548
16071.3,577615,521378,3887864,1554496,7248,74820,3504,70896,16595,416292,4023,116584,659,89264,155,41928,137,15156,702,53548
17076.5,578005,521737,3887864,1554760,7254,74820,3506,70896,16609,416296,4026,116584,659,89264,155,41928,138,15156,703,53548
18080.77,578396,522092,3887864,1555660,7260,74820,3512,70896,16618,416300,4029,116584,660,89264,155,41928,138,15156,703,53548
19085.24,578785,522454,3887864,1555792,7265,74820,3514,70896,16628,416300,4030,116584,661,89264,155,41928,138,15156,703,53548
20087.33,579181,522824,3887864,1556356,7270,74820,3518,70896,16639,416300,4035,116588,661,89264,155,41928,138,15164,703,53548
21089.38,579578,523209,3887864,1556432,7272,74820,3519,70896,16643,416300,4037,116592,661,89264,155,41928,138,15164,703,53548
22091.38,579970,523588,3887864,1556552,7276,74820,3520,70896,16648,416304,4039,116592,661,89264,155,41928,138,15164,703,53548
23093.44,580367,523960,3887864,1556760,7278,74820,3522,70896,16654,416304,4039,116592,661,89264,155,41928,138,15164,704,53548
24095.47,580761,524339,3887864,1556752,7281,74820,3523,70896,16659,416304,4041,116592,661,89264,155,41928,138,15164,704,53548
