time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,3808/cpu,3808/rss,3835/cpu,3835/rss
1004.97,2269041,2035792,3887864,1464512,51317,426616,11114,70480,13701,120816,22983,74224,1739,89260,496,41848,457,15608,1220,54180
2006.91,2269437,2036166,3887864,1464680,51323,426616,11115,70480,13703,120816,22985,74224,1739,89260,496,41848,457,15608,1220,54180
3008.84,2269836,2036523,3887864,1465640,51330,426616,11118,70480,13705,120816,22989,74224,1739,89260,496,41848,457,15608,1220,54180
4013.25,2270233,2036891,3887864,1465680,51339,426616,11120,70480,13709,120816,22992,74224,1739,89260,496,41848,458,15608,1220,54180
5015.61,2270628,2037230,3887864,1459520,51353,426616,11122,70480,13713,120816,22999,74224,1740,89260,496,41848,458,15608,1221,54180
6017.59,2271024,2037599,3887864,1467448,51360,426620,11124,70480,13714,120816,23003,74224,1741,89260,496,41848,458,15608,1221,54180
7019.71,2271420,2037977,3887864,1467680,51366,426620,11127,70480,13716,120816,23006,74224,1741,89260,497,41848,458,15608,1221,54180
8021.63,2271820,2038340,3887864,1464572,51371,426620,11128,70480,13717,120816,23009,74224,1741,89260,497,41848,458,15608,1221,54180
9023.56,2272215,2038713,3887864,1464952,51376,426620,11129,70480,13719,120816,23012,74224,1741,89260,497,41848,458,15608,1221,54180
10028.89,2272609,2039065,3887864,1467668,51383,426620,11131,70480,13720,120816,23014,74224,1741,89260,497,41848,458,15608,1221,54180
11031.35,2272995,2039280,3887864,1466872,51449,426648,11132,70480,13726,120816,23033,74228,1741,89260,497,41848,458,15608,1236,54196
12036.48,2273384,2039599,3887864,1466468,51460,426648,11134,70480,13727,120816,23037,74228,1742,89260,497,41848,458,15608,1237,54196
13038.67,2273778,2039941,3887864,1463440,51468,426648,11136,70480,13729,120816,23041,74228,1742,89260,497,41848,458,15608,1238,54196
14040.71,2274164,2040260,3887864,1471236,51477,426652,11136,70480,13730,120816,23044,74228,1742,89260,497,41848,458,15608,1238,54196
15042.78,2274557,2040593,3887864,1471236,51483,426652,11139,70480,13732,120816,23047,74228,1742,89260,497,41848,458,15608,1238,54196
16045.94,2274951,2040867,3887864,1457936,51500,426652,11141,70480,13735,120816,23061,74280,1743,89260,497,41848,458,15608,1240,54196
17048.02,2275345,2041199,3887864,1457880,51508,426652,11144,70480,13737,120816,23065,74280,1743,89260,497,41848,458,15608,1240,54196
18050.05,2275744,2041548,3887864,1466260,51513,426652,11145,70480,13738,120816,23068,74280,1743,89260,497,41848,458,15608,1240,54196
19053.41,2276138,2041863,3887864,1467900,51521,426652,11147,70480,13741,120816,23072,74280,1743,89260,497,41848,458,15608,1240,54196
20055.41,2276528,2042199,3887864,1467648,51527,426652,11148,70480,13742,120816,23075,74280,1744,89260,497,41848,458,15608,1240,54196
21063.99,2276916,2042502,3887864,1472788,51536,426652,11150,70480,13744,120816,23080,74280,1744,89260,497,41848,458,15608,1240,54196
22066.97,2277313,2042850,3887864,1471440,51560,426660,11151,70480,13746,120816,23082,74280,1744,89260,497,41848,458,15608,1241,54196
23069.08,2277712,2043127,3887864,1475868,51627,426684,11153,70480,13749,120816,23088,74280,1745,89260,497,41848,458,15608,1241,54196
24071.14,2278109,2043496,3887864,1475868,51632,426684,11155,70480,13750,120816,23090,74280,1745,89260,497,41848,458,15608,1241,54196
25073.17,2278501,2043829,3887864,1459748,51638,426684,11156,70480,13751,120816,23092,74280,1745,89264,497,41848,458,15608,1241,54196
26075.32,2278894,2044166,3887864,1461864,51647,426684,11157,70480,13753,120816,23098,74280,1745,89264,497,41848,458,15608,1241,54196
27080.01,2279274,2044440,3887864,1453776,51659,426684,11162,70480,13756,120816,23102,74280,1745,89264,498,41848,459,15608,1241,54196
28082.27,2279669,2044787,3887864,1465020,51663,426684,11164,70480,13757,120816,23105,74280,1746,89264,498,41848,459,15608,1241,54196
29084.64,2280061,2045124,3887864,1465292,51669,426684,11165,70480,13759,120816,23107,74280,1746,89264,498,41848,459,15608,1241,54196
30090.01,2280454,2045450,3887864,1452332,51676,426684,11167,70480,13761,120816,23110,74280,1746,89264,498,41848,459,15608,1241,54196
31092.41,2280840,2045793,3887864,1455920,51682,426684,11168,70480,13763,120816,23113,74280,1746,89264,498,41848,459,15608,1242,54196
32095.74,2281226,2046093,3887864,1459216,51692,426684,11169,70480,13764,120816,23117,74280,1746,89264,498,41848,459,15608,1243,54196
33099.75,2281610,2046397,3887864,1460676,51702,426684,11172,70480,13768,120816,23123,74280,1748,89264,498,41848,459,15608,1243,54196
34101.86,2282002,2046721,3887864,1474896,51722,426684,11174,70480,13771,120816,23129,74280,1748,89264,498,41848,459,15608,1246,54196
35103.92,2282399,2047100,3887864,1474896,51728,426684,11175,70480,13773,120816,23133,74280,1748,89264,498,41848,459,15608,1246,54196
36105.98,2282793,2047455,3887864,1473916,51737,426684,11178,70480,13774,120816,23137,74280,1748,89264,498,41848,459,15608,1246,54196
37108.06,2283193,2047836,3887864,1473880,51740,426684,11179,70480,13776,120816,23139,74280,1748,89264,499,41848,459,15608,1246,54196
38110.15,2283587,2048197,3887864,1474756,51747,426684,11181,70480,13777,120816,23142,74280,1748,89264,499,41848,460,15608,1246,54196
39112.26,2283985,2048562,3887864,1474508,51754,426684,11183,70480,13780,120816,23145,74280,1749,89264,499,41848,460,15608,1246,54196
40114.86,2284383,2048937,3887864,1466724,51759,426684,11185,70480,13781,120816,23147,74280,1749,89264,499,41848,460,15608,1246,54196
