time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,3808/cpu,3808/rss,3835/cpu,3835/rss
1004.88,2216986,1989985,3887864,1469872,50070,429504,10872,70472,13436,121888,22441,74028,1706,89256,486,41912,446,15844,1150,54000
2006.74,2217383,1990342,3887864,1468488,50077,429504,10873,70472,13437,121888,22444,74028,1707,89256,486,41912,446,15844,1150,54000
3008.65,2217779,1990722,3887864,1468488,50084,429504,10874,70472,13439,121888,22448,74028,1707,89256,486,41912,446,15844,1150,54000
4010.6,2218171,1991071,3887864,1464712,50091,429504,10876,70472,13441,121888,22450,74028,1707,89256,486,41912,446,15844,1150,54000
5016.56,2218567,1991436,3887864,1464712,50102,429504,10879,70472,13443,121888,22456,74028,1707,89256,486,41912,446,15844,1151,54000
6018.68,2218963,1991780,3887864,1460428,50111,429504,10881,70472,13445,121888,22460,74028,1707,89256,486,41912,446,15844,1152,54000
7020.69,2219359,1992159,3887864,1462264,50116,429504,10882,70472,13447,121888,22464,74028,1707,89256,486,41912,446,15844,1152,54000
8022.84,2219757,1992514,3887864,1458912,50123,429504,10883,70472,13448,121888,22468,74028,1708,89256,486,41912,446,15844,1152,54000
9024.88,2220152,1992894,3887864,1459056,50128,429504,10885,70472,13450,121888,22471,74028,1708,89256,487,41912,446,15844,1152,54000
10033.81,2220549,1993261,3887864,1444588,50133,429504,10886,70472,13451,121888,22474,74028,1708,89256,487,41912,446,15844,1152,54000
11036.37,2220938,1993470,3887864,1453876,50200,429512,10888,70472,13459,121892,22495,74028,1709,89256,487,41912,446,15844,1168,54072
12041.51,2221335,1993832,3887864,1454196,50213,429520,10890,70472,13460,121892,22500,74028,1709,89256,487,41912,446,15844,1169,54072
13046.29,2221725,1994152,3887864,1467760,50221,429520,10892,70472,13462,121892,22502,74028,1709,89256,487,41912,446,15844,1169,54072
14048.53,2222123,1994487,3887864,1468228,50230,429520,10893,70472,13464,121892,22506,74028,1709,89256,487,41912,446,15844,1171,54076
15050.54,2222515,1994817,3887864,1456844,50236,429520,10895,70472,13465,121892,22509,74028,1709,89256,487,41912,446,15844,1171,54076
16053.56,2222913,1995147,3887864,1457172,50247,429584,10896,70472,13468,121892,22517,74028,1710,89256,487,41912,446,15844,1171,54076
17055.65,2223311,1995464,3887864,1461012,50256,429584,10898,70472,13471,121892,22520,74028,1710,89256,487,41912,447,15844,1171,54076
18057.67,2223710,1995816,3887864,1467464,50262,429584,10899,70472,13473,121892,22524,74028,1710,89256,487,41912,447,15844,1171,54076
19060.21,2224103,1996138,3887864,1462004,50269,429584,10902,70472,13474,121892,22527,74028,1710,89256,487,41912,447,15844,1171,54076
20065.54,2224498,1996481,3887864,1461740,50275,429584,10903,70472,13476,121892,22531,74028,1710,89256,487,41912,447,15844,1171,54076
21069.59,2224893,1996779,3887864,1454336,50282,429584,10907,70472,13478,121892,22533,74028,1710,89256,487,41912,447,15844,1171,54076
22071.68,2225290,1997102,3887864,1467412,50292,429584,10908,70472,13481,121892,22538,74028,1711,89256,487,41912,447,15844,1173,54076
23073.72,2225688,1997477,3887864,1468348,50297,429584,10909,70472,13482,121892,22540,74028,1711,89256,487,41912,447,15844,1173,54076
24078.7,2226081,1997794,3887864,1471264,50304,429584,10910,70472,13484,121892,22543,74028,1711,89256,487,41912,447,15844,1173,54076
25082.52,2226465,1998135,3887864,1471732,50310,429584,10912,70472,13485,121892,22547,74028,1712,89256,487,41912,447,15844,1173,54076
26086.57,2226860,1998449,3887864,1472800,50318,429584,10914,70472,13487,121892,22551,74028,1712,89256,487,41912,447,15844,1173,54076
27091.24,2227255,1998794,3887864,1472552,50327,429584,10916,70472,13489,121892,22555,74028,1712,89256,487,41912,448,15844,1173,54076
28093.44,2227653,1999109,3887864,1469372,50337,429588,10917,70472,13491,121892,22562,74028,1713,89256,487,41912,448,15844,1173,54076
29095.85,2228057,1999452,3887864,1469492,50342,429588,10920,70472,13493,121892,22564,74028,1713,89256,487,41912,448,15844,1173,54076
30097.93,2228446,1999765,3887864,1474020,50349,429588,10923,70472,13495,121892,22568,74028,1713,89256,487,41912,448,15844,1173,54076
31100.16,2228834,2000103,3887864,1473516,50354,429588,10925,70476,13498,121892,22571,74028,1713,89256,487,41912,448,15844,1173,54076
32102.18,2229228,2000415,3887864,1472408,50365,429588,10926,70476,13499,121892,22574,74028,1714,89260,488,41912,448,15844,1174,54076
33106.08,2229609,2000731,3887864,1476572,50372,429588,10929,70476,13502,121892,22580,74028,1714,89260,488,41912,448,15844,1174,54076
34109.01,2230003,2001029,3887864,1470432,50434,429588,10931,70476,13504,121892,22587,74028,1714,89260,488,41912,448,15844,1178,54080
35111.11,2230397,2001384,3887864,1473360,50444,429588,10932,70476,13505,121892,22592,74028,1714,89260,488,41912,449,15572,1178,54080
36113.2,2230795,2001765,3887864,1473112,50450,429588,10934,70476,13507,121892,22595,74028,1714,89260,488,41912,449,15592,1178,54080
37115.23,2231191,2002126,3887864,1464648,50456,429588,10935,70476,13508,121892,22598,74028,1714,89260,488,41912,449,15592,1179,54080
38117.83,2231583,2002506,3887864,1464648,50462,429588,10936,70476,13510,121892,22602,74028,1715,89260,488,41912,449,15592,1179,54080
39120.08,2231981,2002852,3887864,1465084,50469,429588,10940,70476,13512,121892,22604,74028,1715,89260,489,41912,449,15592,1179,54080
40122.1,2232373,2003226,3887864,1464836,50476,429588,10941,70476,13513,121892,22608,74028,1715,89260,489,41912,449,15592,1179,54080
41124.22,2232769,2003574,3887864,1463732,50482,429588,10944,70476,13515,121892,22611,74028,1715,89260,489,41912,449,15592,1179,54080
