time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,3808/cpu,3808/rss,3835/cpu,3835/rss
1009.42,2320715,2081169,3887864,1466360,52622,427408,11354,70480,13967,118980,23538,74380,1774,89300,507,41880,468,15660,1288,54308
2011.45,2321112,2081521,3887864,1472928,52629,427408,11355,70480,13969,118980,23540,74380,1774,89300,507,41880,468,15660,1288,54308
3013.33,2321511,2081895,3887864,1473328,52634,427408,11356,70480,13970,118980,23544,74380,1774,89300,507,41880,468,15664,1289,54312
4015.29,2321908,2082254,3887864,1473640,52641,427412,11358,70480,13971,118980,23547,74380,1774,89300,507,41880,468,15664,1289,54312
5017.21,2322307,2082629,3887864,1473640,52650,427412,11361,70480,13973,118980,23552,74380,1774,89300,507,41880,468,15664,1289,54316
6021.58,2322705,2082988,3887864,1459556,52656,427412,11362,70480,13974,118980,23555,74380,1774,89300,507,41880,468,15664,1289,54316
7027.79,2323096,2083340,3887864,1460216,52668,427412,11365,70480,13978,118980,23561,74380,1775,89300,508,41884,469,15664,1289,54316
8030.05,2323494,2083667,3887864,1470912,52679,427412,11367,70480,13982,118980,23565,74380,1775,89300,508,41884,469,15664,1289,54316
9032.08,2323893,2084049,3887864,1471288,52684,427412,11369,70480,13983,118980,23567,74380,1777,89300,508,41884,469,15664,1289,54316
10034.27,2324285,2084405,3887864,1458992,52690,427412,11370,70480,13984,118980,23570,74380,1777,89300,508,41884,469,15664,1289,54316
11036.6,2324679,2084667,3887864,1462532,52739,427424,11372,70480,13987,118980,23585,74384,1777,89300,508,41884,469,15668,1300,54344
12040.37,2325083,2084991,3887864,1455468,52751,427424,11373,70480,13990,118980,23589,74384,1777,89300,508,41884,470,15668,1302,54344
13044.29,2325464,2085330,3887864,1469624,52758,427424,11375,70480,13991,118980,23592,74384,1777,89300,508,41884,470,15668,1302,54344
14047.81,2325845,2085637,3887864,1469708,52772,427424,11377,70480,13994,118980,23600,74384,1778,89300,508,41884,470,15668,1303,54344
15049.94,2326233,2085942,3887864,1468852,52781,427424,11381,70480,13996,118980,23604,74384,1778,89300,508,41884,470,15676,1303,54344
16052.05,2326621,2086280,3887864,1468988,52789,427424,11382,70480,13997,118980,23607,74384,1778,89300,508,41884,470,15676,1303,54344
17054.09,2327009,2086585,3887864,1463380,52798,427424,11383,70480,14000,118980,23611,74384,1778,89300,508,41900,470,15676,1303,54344
18056.08,2327400,2086920,3887864,1464280,52805,427424,11385,70480,14002,118980,23614,74384,1779,89300,508,41900,470,15676,1304,54344
19058.12,2327794,2087245,3887864,1463252,52812,427424,11387,70480,14004,118980,23617,74384,1779,89300,508,41900,470,15676,1304,54344
20063.2,2328185,2087581,3887864,1463580,52820,427424,11388,70480,14006,118980,23622,74384,1779,89300,508,41900,470,15676,1304,54344
21067.37,2328567,2087868,3887864,1475288,52832,427424,11390,70480,14009,118980,23628,74384,1779,89300,508,41900,470,15676,1304,54344
22072.62,2328967,2088209,3887864,1475224,52838,427424,11392,70480,14010,118980,23630,74384,1779,89300,508,41900,471,15676,1305,54344
23083.69,2329362,2088550,3887864,1462200,52847,427424,11393,70480,14014,118980,23637,74384,1780,89320,509,41900,471,15676,1306,54344
24085.69,2329755,2088895,3887864,1473672,52855,427424,11395,70480,14015,118980,23641,74384,1780,89320,509,41900,471,15676,1306,54344
25088.5,2330154,2089250,3887864,1473672,52861,427424,11397,70480,14016,118980,23643,74384,1780,89320,509,41900,471,15676,1307,54344
26094.77,2330542,2089555,3887864,1474432,52870,427424,11399,70480,14018,118980,23648,74384,1781,89320,509,41900,471,15676,1307,54344
27109.98,2330938,2089860,3887864,1474432,52881,427424,11402,70480,14023,118980,23654,74384,1781,89320,510,41916,471,15684,1307,54344
28112.34,2331337,2090174,3887864,1478472,52891,427424,11402,70480,14025,118980,23658,74384,1781,89320,510,41916,471,15684,1307,54344
29114.41,2331733,2090529,3887864,1477972,52896,427428,11404,70480,14026,118980,23661,74384,1781,89320,510,41916,471,15688,1307,54344
30117.33,2332125,2090846,3887864,1470400,52904,427428,11405,70480,14028,118980,23665,74384,1781,89320,510,41916,471,15688,1307,54344
31122.03,2332513,2091194,3887864,1470652,52909,427428,11407,70480,14029,118980,23668,74384,1782,89320,510,41916,472,15688,1307,54344
32126.54,2332904,2091502,3887864,1471632,52919,427428,11409,70480,14031,118980,23672,74384,1782,89320,510,41916,472,15688,1308,54344
33135.83,2333284,2091792,3887864,1471260,52928,427428,11412,70480,14033,118980,23677,74384,1782,89320,510,41916,472,15688,1308,54344
34138.1,2333679,2092116,3887864,1472492,52948,427448,11414,70480,14040,118980,23683,74384,1782,89320,510,41916,472,15692,1311,54356
35140.41,2334078,2092493,3887864,1472244,52955,427448,11416,70480,14042,118980,23687,74384,1782,89320,510,41916,472,15696,1312,54356
36143.41,2334470,2092858,3887864,1467516,52960,427448,11418,70480,14044,118980,23691,74384,1785,89324,510,41916,472,15696,1313,54356
37145.46,2334870,2093207,3887864,1476748,52967,427448,11419,70480,14046,118980,23693,74384,1786,89324,510,41920,472,15696,1313,54356
38148.33,2335267,2093575,3887864,1476748,52974,427448,11421,70480,14047,118980,23696,74384,1786,89324,510,41920,472,15696,1313,54356
39151.27,2335659,2093928,3887864,1470488,52981,427448,11423,70480,14049,118980,23700,74384,1786,89324,510,41920,472,15700,1313,54356
40153.3,2336055,2094311,3887864,1470488,52986,427448,11424,70480,14050,118980,23702,74384,1786,89324,510,41920,472,15700,1313,54356
41155.38,2336453,2094671,3887864,1460624,52993,427448,11425,70480,14052,118980,23705,74384,1786,89324,510,41920,472,15700,1313,54356
42157.49,2336851,2095048,3887864,1460624,52997,427448,11427,70480,14053,118980,23708,74384,1786,89324,510,41920,472,15700,1313,54356
43159.57,2337244,2095404,3887864,1462188,53004,427448,11429,70480,14055,118980,23711,74384,1787,89324,510,41920,472,15700,1313,54356
44171.63,2337638,2095755,3887864,1463048,53019,427448,11432,70480,14058,118980,23720,74384,1788,89324,510,41920,473,15704,1314,54356
