time,total,idle,mem_total,mem_free,1965/cpu,1965/rss,1995/cpu,1995/rss,2009/cpu,2009/rss,2022/cpu,2022/rss,2900/cpu,2900/rss,2918/cpu,2918/rss,3808/cpu,3808/rss,3835/cpu,3835/rss
1004.81,2346367,2103731,3887864,1465764,53182,427448,11475,70480,14098,118980,23800,74384,1792,89328,512,41924,475,15716,1319,54356
2006.7,2346764,2104079,3887864,1465396,53189,427448,11476,70480,14100,118980,23803,74384,1793,89328,512,41932,475,15716,1319,54356
3009.87,2347156,2104429,3887864,1465396,53204,427448,11478,70480,14103,118980,23813,74388,1794,89328,512,41932,475,15716,1319,54356
4011.9,2347545,2104771,3887864,1466264,53214,427448,11481,70480,14105,118980,23817,74388,1794,89328,512,41932,475,15720,1319,54356
5013.82,2347946,2105155,3887864,1466264,53219,427448,11482,70480,14107,118980,23819,74392,1794,89328,512,41932,475,15720,1319,54356
6015.9,2348345,2105523,3887864,1452972,53224,427448,11483,70480,14108,118980,23822,74392,1794,89328,512,41932,475,15724,1319,54356
7018.02,2348743,2105889,3887864,1458420,53230,427448,11485,70480,14110,118980,23824,74392,1794,89328,512,41932,475,15724,1320,54356
8020.34,2349145,2106271,3887864,1458532,53235,427448,11486,70480,14111,118980,23827,74392,1794,89328,512,41932,475,15724,1320,54356
9023.34,2349540,2106616,3887864,1455028,53245,427452,11489,70480,14113,118980,23835,74472,1794,89328,512,41932,475,15724,1320,54356
10027.36,2349935,2106979,3887864,1453776,53255,427452,11495,70480,14116,118980,23839,74472,1794,89328,512,41932,475,15724,1320,54356
11029.73,2350320,2107135,3887864,1461484,53360,427464,11497,70480,14122,118980,23859,74472,1794,89328,512,41932,475,15724,1334,54368
12031.86,2350712,2107483,3887864,1460980,53376,427464,11499,70480,14124,118980,23864,74472,1795,89328,514,41936,475,15724,1337,54372
13033.94,2351112,2107818,3887864,1453632,53387,427472,11500,70480,14126,118980,23868,74472,1795,89328,514,41936,475,15724,1337,54372
14035.97,2351514,2108164,3887864,1453608,53395,427476,11501,70480,14127,118980,23872,74472,1796,89328,514,41936,475,15724,1338,54372
15038.2,2351906,2108486,3887864,1458892,53401,427476,11503,70480,14129,118980,23875,74472,1796,89328,514,41936,475,15728,1338,54372
16041.2,2352293,2108794,3887864,1458920,53411,427476,11506,70480,14131,118980,23879,74472,1796,89328,514,41936,476,15728,1338,54372
17044.45,2352683,2109100,3887864,1456304,53420,427476,11507,70480,14134,118980,23883,74472,1796,89328,514,41936,476,15728,1339,54372
18046.6,2353070,2109417,3887864,1460752,53430,427476,11508,70480,14137,118980,23887,74472,1796,89328,514,41936,476,15732,1339,54372
19048.63,2353458,2109766,3887864,1461656,53437,427476,11509,70480,14139,118980,23892,74476,1796,89328,514,41936,476,15732,1339,54372
20053.49,2353849,2110086,3887864,1460380,53443,427476,11512,70480,14141,118980,23895,74476,1796,89328,514,41936,476,15736,1339,54372
21057.76,2354251,2110437,3887864,1462212,53448,427476,11514,70480,14143,118980,23897,74476,1796,89328,514,41936,476,15736,1339,54372
22065.59,2354640,2110720,3887864,1465372,53462,427476,11516,70480,14147,118980,23903,74476,1798,89328,514,41936,476,15736,1341,54372
23069.66,2355023,2111027,3887864,1465796,53473,427476,11518,70480,14150,118980,23906,74476,1798,89328,514,41936,476,15736,1341,54372
24071.74,2355408,2111353,3887864,1463292,53485,427476,11521,70480,14152,118980,23913,74476,1798,89328,514,41936,476,15736,1341,54372
25075.12,2355794,2111701,3887864,1463304,53490,427476,11521,70480,14154,118980,23916,74476,1798,89328,514,41936,476,15736,1341,54372
26077.6,2356184,2112027,3887864,1461304,53497,427476,11523,70480,14155,118980,23918,74476,1799,89328,514,41936,476,15740,1341,54372
27079.77,2356574,2112360,3887864,1472092,53503,427476,11524,70480,14157,118980,23921,74476,1799,89328,514,41936,476,15740,1341,54372
28081.93,2356969,2112706,3887864,1472092,53509,427476,11526,70480,14159,118980,23924,74480,1799,89328,514,41936,477,15740,1341,54372
29084.93,2357360,2113000,3887864,1458544,53519,427476,11528,70480,14161,118980,23930,74480,1799,89328,514,41936,477,15740,1341,54372
30088.2,2357764,2113339,3887864,1460760,53529,427476,11533,70480,14163,118980,23934,74480,1799,89328,514,41936,477,15740,1341,54372
31092.57,2358156,2113652,3887864,1461248,53537,427476,11535,70480,14165,118980,23938,74480,1799,89328,514,41936,477,15752,1341,54372
32094.72,2358549,2113978,3887864,1462032,53546,427476,11536,70480,14168,118980,23943,74480,1800,89328,515,41936,477,15752,1342,54372
33096.75,2358942,2114292,3887864,1459388,53553,427476,11538,70480,14170,118980,23946,74480,1800,89328,515,41936,477,15756,1342,54372
34098.89,2359338,2114619,3887864,1460832,53568,427476,11539,70480,14172,118980,23952,74480,1800,89328,515,41936,477,15756,1344,54376
35100.9,2359734,2114978,3887864,1465064,53574,427476,11540,70480,14174,118980,23954,74480,1800,89328,515,41936,477,15760,1344,54376
36104.52,2360129,2115346,3887864,1466124,53586,427480,11543,70484,14176,118980,23960,74480,1801,89328,515,41936,477,15760,1345,54376
37106.65,2360520,2115681,3887864,1465496,53593,427480,11545,70484,14178,118980,23963,74480,1801,89328,515,41936,477,15760,1345,54376
38108.69,2360918,2116058,3887864,1465496,53598,427480,11546,70484,14179,118980,23966,74480,1801,89328,515,41936,477,15760,1345,54376
39111.12,2361314,2116435,3887864,1465092,53604,427480,11547,70484,14181,118980,23970,74480,1801,89328,515,41936,477,15760,1345,54376
40113.16,2361711,2116796,3887864,1471428,53611,427480,11550,70484,14182,118980,23973,74480,1801,89328,515,41936,477,15760,1345,54376
41115.25,2362109,2117181,3887864,1471428,53615,427480,11551,70484,14183,118980,23975,74480,1801,89328,515,41936,477,15760,1345,54376
42118.45,2362504,2117514,3887864,1468948,53625,427480,11554,70484,14188,118980,23981,74480,1801,89328,516,41952,477,15764,1345,54376
43122.53,2362897,2117873,3887864,1468948,53638,427480,11557,70484,14190,118980,23985,74480,1803,89328,516,41952,477,15764,1345,54376
44124.65,2363291,2118210,3887864,1468480,53650,427480,11558,70484,14193,118980,23991,74480,1803,89328,516,41952,477,15768,1346,54376
45126.76,2363687,2118594,3887864,1468480,53654,427480,11560,70484,14194,118980,23994,74480,1803,89328,516,41952,478,15772,1346,54376
